CompanyCode,DocumentNo,FiscalYear,LineItem,Amount,Currency,DocumentDate,Vendor,ReferenceDoc
98870,8133051606,1971,354,76,SYP,2016-05-16,92670,682
59403,2186986283,2002,343,445,SEK,2005-09-12,99059,80
28192,8230560143,1980,842,571,OMR,2013-11-27,15194,702
17846,4171097025,1995,934,728,AWG,2020-04-16,40637,519
44921,6348110898,1974,133,278,BAM,2014-07-19,60274,838
51141,6952769616,2014,629,215,PYG,2021-05-25,74523,93
79961,2716638369,2012,177,699,RSD,2017-05-06,27486,869
36991,8496394918,2020,350,232,LYD,2024-02-10,84748,552
41549,3778093615,1982,604,202,GGP,2012-10-11,83253,67
70860,7277463276,1976,885,542,SCR,2015-05-05,3971,256
62767,3357802970,1975,935,393,PGK,2018-08-03,36904,85
67949,4233451852,2015,989,796,UZS,2020-01-20,49366,619
64148,6468393037,2010,250,235,NOK,2009-05-19,54402,329
51673,3855525892,2018,541,454,BYR,2012-12-12,37963,982
38641,6930004214,2015,788,696,USD,2001-09-01,62456,103
89076,2287256374,2006,645,151,CNY,2016-11-07,1966,181
9634,4825160449,2021,21,718,UGX,2007-01-10,72163,951
22709,9923406143,2019,621,64,ILS,2017-09-29,6200,530
25504,2536528031,1998,64,608,NIS,2003-04-27,36193,220
66924,3070709675,1996,170,446,SCR,2015-12-01,20984,127
71390,454088905,1983,424,165,GGP,2010-09-21,60953,91
10764,5285348299,1990,524,107,IMP,2016-02-23,72197,842
49021,9646749282,1975,845,964,QAR,2007-06-06,37298,668
42200,5857402528,1988,409,130,LAK,2023-11-18,50077,360
44576,2581246787,2003,403,778,COP,2019-05-27,35519,814
20619,5316512845,2006,477,696,MNT,2017-11-17,79855,128
5234,2145868184,1985,401,745,SPL,2022-02-23,25508,317
7602,7491120930,1979,464,857,MYR,2000-07-29,85984,908
51627,3049760381,1996,908,528,ERN,2012-01-31,18548,975
36217,6431841048,1999,471,611,GMD,2019-08-25,28657,186
93566,3446488161,1981,738,873,YER,2022-05-25,86333,731
9067,6502956131,2001,792,161,BOB,2022-07-04,96439,479
85969,1591572646,2019,847,72,CUC,2002-11-01,51270,245
14833,1236603610,2009,406,690,FKP,2004-11-16,40522,120
44565,8930930197,2018,470,30,XPF,2017-08-04,3427,916
69150,9631847241,1999,779,693,MVR,2005-11-12,95555,649
18476,4549023925,1971,180,514,DOP,2011-09-25,1790,452
44638,216819342,1978,713,616,KWD,2006-01-26,15257,741
57372,2465536327,1990,650,439,LYD,2021-10-26,98751,606
23751,1423937090,1987,779,903,SDG,2008-09-03,73269,790
63518,3149449904,1978,843,644,SHP,2003-06-03,30740,545
59202,5276361891,2015,412,870,GIP,2010-01-10,67596,285
65190,7967789605,1988,992,697,EGP,2023-12-22,76917,949
82305,2309468664,1970,355,706,CDF,2005-10-09,90068,619
99377,7513229134,2014,517,458,KRW,2018-04-28,12757,612
57198,7483435390,1994,929,382,SVC,2009-12-08,50189,672
15423,7156563159,1984,808,426,CRC,2012-06-22,66917,610
29467,8733427403,1983,47,556,CUP,2001-08-21,8635,923
51479,8855042100,1987,960,99,NOK,2021-07-26,34491,814
96415,1268758393,1982,528,135,CNY,2011-07-01,90522,221
45098,8064149163,1971,365,922,AWG,2005-11-09,33074,766
4077,9203376872,2023,583,676,AZN,2003-08-17,26964,116
81176,4851025358,2008,420,764,LTL,2000-09-09,15884,675
16758,8806788219,2016,381,427,GTQ,2009-11-25,87103,745
30561,9537559833,1996,804,841,SOS,2023-03-25,43316,393
89231,1641301128,1970,248,428,STD,2008-11-25,74143,982
70484,4863203537,2022,588,664,RSD,2021-11-25,56282,427
77180,3467533895,2006,16,775,JOD,2004-01-09,63107,948
37559,7371748622,2024,541,139,SGD,2009-08-13,68876,762
58519,6842596832,2020,50,616,NIS,2022-05-05,9606,399
66248,6046435327,2003,141,572,RON,2013-09-07,19546,79
15140,8070518756,1989,958,305,CHF,2022-05-21,95167,555
3144,1701497148,1977,287,492,BWP,2003-03-26,14935,750
40768,684224787,1990,434,545,EGP,2018-08-06,90587,494
31503,4965721491,1998,924,205,KGS,2009-08-20,45297,388
67718,9607715450,2016,447,713,GIP,2012-07-04,2869,470
19207,3388927205,2006,218,310,BMD,2011-08-09,83887,342
71464,2314464437,2022,854,639,BZD,2000-08-02,30692,651
98212,5040114130,2018,569,697,GHS,2003-04-17,808,742
76534,8408396795,2006,672,179,TOP,2020-09-18,44052,86
67262,8852356137,1999,759,798,MOP,2006-03-30,25760,879
77058,5019118888,2010,594,180,UAH,2022-05-09,67088,79
31427,4647307478,1987,74,260,SDG,2015-03-13,30230,933
74867,4780311300,2005,616,23,MXN,2016-08-04,66903,648
66318,5736267990,1981,235,640,SAR,2018-11-05,93391,159
54809,9537272376,2011,341,874,RUB,2023-03-31,95131,916
24566,9969747784,2010,261,227,DKK,2023-06-01,85778,207
39289,1764549750,1985,176,168,XCD,2016-07-07,44025,907
44681,4538197340,2023,217,382,TJS,2002-10-18,60677,427
50460,5465460894,1990,743,280,NPR,2015-07-07,17482,108
57071,6539428919,1997,752,208,VEF,2013-01-12,94860,384
80920,4417153736,2024,745,316,LSL,2003-03-27,81499,944
34084,9371226603,2002,307,726,LKR,2015-08-14,90751,320
70767,8001964595,1993,833,774,CRC,2000-06-28,79911,981
82561,7776770031,2011,531,645,SZL,2005-09-19,13120,405
19287,3970498610,2021,558,550,AZN,2016-04-26,40611,165
11564,6091111642,2016,249,902,SRD,2019-09-10,88284,661
59815,253550471,2001,747,362,USD,2009-12-08,43316,892
90695,2831537971,1972,280,236,HUF,2001-04-11,92935,506
63881,9236552094,1975,548,914,DJF,2024-03-16,62807,696
29901,6614587146,2008,21,128,MKD,2019-09-22,88102,246
79228,200921398,2017,407,493,SVC,2023-03-17,24243,328
12086,6951183840,2009,287,353,GBP,2007-08-31,26918,928
84511,3471149486,1989,782,605,SYP,2012-10-21,75257,685
64667,897591687,1987,360,988,UYU,2001-01-08,86813,916
45662,2193951392,1995,888,40,HNL,2014-03-19,28394,626
19985,9952863115,2013,628,96,KPW,2024-01-09,10346,128
2862,8871510877,1976,64,573,BTN,2020-07-13,8600,176
94434,164828429,2007,713,206,KGS,2015-02-10,70705,676
59419,9575580794,2004,917,26,NAD,2012-01-15,68830,262
72716,4605126638,2006,332,523,PAB,2022-08-20,32123,356
46511,6283539044,1985,557,532,SCR,2019-09-01,42119,413
22255,4821113324,1989,127,346,CVE,2015-12-28,76513,563
64845,9075605012,1989,297,585,XCD,2011-01-25,89401,551
58725,4478232848,1986,19,778,UGX,2022-06-26,38031,819
36577,921512538,2019,409,173,KWD,2014-08-19,5514,234
71336,8576762842,2023,306,818,GTQ,2019-12-05,47067,685
34639,7006789247,2024,157,47,RUB,2017-02-12,99313,15
78010,1928192338,2014,991,980,BOB,2021-07-14,49331,1
90968,8175006109,2006,902,51,BSD,2011-02-27,98285,138
26116,5248709065,1983,588,354,AMD,2010-07-19,82889,925
68709,4784001271,2010,426,526,NIO,2013-10-13,87725,369
33628,5837792284,1991,66,440,XOF,2002-02-10,85246,222
84723,3202529797,2015,206,146,STD,2007-08-17,66193,114
9252,4325746378,1978,505,815,TZS,2005-12-31,91174,334
41279,4998516155,2022,707,918,XPF,2017-07-14,25782,373
56050,7360976661,2008,243,303,MOP,2018-06-22,78593,959
2343,6706765205,2007,597,936,NZD,2013-07-05,84918,81
44855,5333102369,2010,240,124,MWK,2000-03-16,69498,617
69360,2928016279,1998,656,291,SEK,2016-01-05,50283,340
8029,7213738243,2014,505,767,HTG,2003-01-08,26703,54
60886,8273716395,1974,449,409,LAK,2005-07-19,29526,322
21029,5953831412,1996,358,916,SBD,2016-06-22,85199,793
81293,260174022,2012,344,836,KRW,2000-05-20,51394,399
71313,8640947075,2009,803,437,SCR,2022-09-08,74180,311
33017,368726664,1981,334,930,NZD,2013-01-21,34021,955
64678,7321553286,2001,846,189,AOA,2019-02-04,30257,772
4480,9288024338,2024,635,817,KPW,2024-03-19,40696,852
8516,2997728618,1973,570,891,LYD,2014-11-01,77551,707
30322,1600121936,2001,457,975,LBP,2007-01-03,66208,34
44226,341511674,1998,534,689,GTQ,2008-10-06,21991,933
75661,2649519554,2008,941,499,UAH,2006-08-04,50341,695
44132,1797063681,2011,687,325,BGN,2004-03-27,68331,471
630,7558132136,2001,427,934,ZWD,2014-05-16,66345,829
55145,6495054418,1995,797,678,RUB,2017-11-17,12080,961
76861,3750089201,2014,253,937,COP,2011-06-10,5290,333
72697,9017078071,1999,471,842,MVR,2003-10-17,23471,239
76695,4763037901,1973,377,193,DKK,2000-09-04,94509,770
4578,1876759906,1971,930,956,IRR,2007-04-21,88030,798
1836,7680663021,2019,806,636,GYD,2003-01-16,34096,602
10528,5701208329,1977,74,152,TRY,2001-09-12,20836,234
57115,2898556924,2005,947,846,NZD,2014-03-12,13622,777
14997,1474787205,1976,915,229,WST,2023-03-11,70907,601
41574,9803560327,2010,169,23,ARS,2019-04-17,96965,391
19261,8541024774,1989,609,265,SZL,2023-04-09,88727,341
24095,6901166515,2013,887,239,KMF,2018-12-26,94071,806
70743,4801723970,1992,402,97,DJF,2023-08-01,29606,784
44904,145491092,1990,133,945,TWD,2011-08-19,91899,821
74766,7867100973,1983,81,977,ILS,2007-11-10,52336,710
86296,1259892540,1985,896,678,JEP,2007-09-06,71725,483
20473,7446133494,1976,475,7,KWD,2015-04-05,41573,395
87954,1696722991,1992,109,821,CZK,2014-10-14,1911,463
20343,7381021899,1983,338,454,MUR,2013-06-11,18309,110
98586,7822515830,2005,494,926,IMP,2016-07-18,69049,93
48673,2168006423,1985,852,891,UYU,2021-06-20,31981,862
74805,4671125962,1993,522,185,MUR,2002-12-15,6601,15
22839,3813035793,2000,503,432,GEL,2011-04-07,7176,843
19564,352915937,1992,561,751,RON,2002-05-18,54221,404
65222,7412959715,2004,133,160,NIS,2003-03-23,23272,167
40595,4634408204,1972,781,628,KRW,2003-05-28,81931,48
87244,1042176675,1984,720,224,VND,2006-07-19,30215,790
50215,9359000317,1973,278,689,UYU,2003-06-15,62626,424
67679,8338781066,2007,877,202,PGK,2021-06-09,1306,319
71156,6648680453,1994,387,946,AMD,2024-03-09,86897,74
12322,581668174,1998,347,401,BWP,2012-01-17,95048,672
58007,679669420,1994,213,367,NIO,2011-07-15,23182,543
20296,4931820966,2008,123,239,GHS,2021-06-16,40696,703
27898,448899201,1993,644,126,HUF,2000-09-04,83814,448
15950,2365665529,1995,228,271,DZD,2011-11-19,6231,93
82849,6395825839,2015,132,816,TZS,2021-09-04,75763,440
28192,9974941848,2016,762,757,GTQ,2008-04-23,29171,601
30621,5091196754,1991,925,867,VEF,2005-04-23,89305,707
48248,8148825537,1979,225,502,CAD,2006-10-29,59713,288
58106,2935455116,2023,246,294,UYU,2002-12-18,44174,428
76908,1478969998,2002,842,608,KWD,2018-10-28,50408,411
92409,8892067023,1998,424,48,TWD,2023-10-03,6225,115
80625,6658288801,2002,828,785,KRW,2023-04-25,47363,829
4322,5710796269,2011,314,223,NZD,2012-05-11,75460,621
51396,8221724290,1975,87,557,CVE,2019-04-26,45094,400
3867,5574949778,1973,395,966,DKK,2003-03-06,20603,30
55505,5368347591,1988,988,813,SAR,2005-10-08,64266,223
1592,4873553639,2014,348,372,SPL,2019-11-13,70882,70
10194,9198561832,2000,201,278,KWD,2015-08-10,16052,228
37901,9280491575,1986,548,101,MXN,2000-08-06,27000,550
41401,3850695256,2011,772,912,UZS,2010-10-19,747,961
9000,2714837897,2016,2,78,BWP,2003-06-06,84628,925
70086,6259294237,1977,162,225,SEK,2015-08-07,23921,935
18551,580995769,1997,335,413,KZT,2002-09-10,73689,199
29053,1695870933,2015,226,914,LAK,2009-08-29,47651,419
43666,2084941218,2007,285,707,GEL,2008-11-30,39174,632
13197,5887038238,2020,294,161,ANG,2012-09-05,96541,243
83976,4473517806,1973,727,644,NZD,2000-12-24,64866,531
30940,8790621504,1981,938,513,MOP,2019-11-29,40052,6
81781,8836090102,1983,532,722,BAM,2002-06-22,23524,184
85257,6055258811,2013,541,637,AWG,2022-02-04,18290,35
9473,8462018699,1993,521,531,UGX,2007-05-04,67088,754
32271,913362753,1975,118,564,HKD,2001-04-03,27379,899
42609,2774148221,1977,319,563,MXN,2003-06-19,24519,532
80221,9937236102,1975,813,739,MNT,2011-11-28,19679,386
54510,9447228480,2011,820,290,BRL,2000-10-18,28032,809
59639,4817942333,1976,952,556,PHP,2007-12-05,18341,643
51978,2689979435,1976,711,200,GMD,2012-06-14,99919,169
74386,3940732806,1977,106,450,XDR,2023-07-14,86744,704
61134,2490040100,1987,340,953,FJD,2011-06-22,26169,893
95700,4511429790,1997,738,682,BSD,2000-02-15,85679,66
44680,4952874215,1988,238,506,TMT,2010-05-02,41068,235
18564,7987932405,2016,313,324,ISK,2021-09-08,14935,485
49843,7588544856,1983,220,626,WST,2012-10-20,58813,80
88249,1558326411,2014,915,161,BIF,2006-06-20,48163,127
11010,72574455,2024,533,854,TJS,2000-06-18,61682,620
28598,5443811639,2023,653,146,GMD,2019-09-08,2296,826
11687,5570091379,1976,143,135,FJD,2004-10-30,51488,796
66985,9745459342,2014,128,419,LTL,2016-12-02,23556,559
12939,7572050602,2016,517,896,CNY,2004-10-20,98800,1
44355,9986583406,1993,968,539,MYR,2006-03-29,67953,122
75662,503014369,1974,26,784,BMD,2019-09-01,39735,666
5355,7769568311,2023,919,484,DZD,2013-10-26,9583,127
3811,6476968374,1985,854,537,ZMW,2001-08-14,88193,661
60364,53672566,1972,426,919,CAD,2011-05-17,8632,243
4995,2214733743,2009,502,27,MYR,2021-09-23,85451,67
76617,42055143,2006,210,13,CRC,2008-12-13,607,25
38071,939947030,2007,594,115,IMP,2020-04-18,5189,420
72463,6499100552,1979,377,135,KRW,2011-03-18,62721,268
77396,6179360149,1990,946,398,BND,2001-05-22,24193,10
88336,1889616372,2014,132,7,VND,2006-11-07,96361,848
41374,1238391988,2024,383,507,SLL,2016-04-05,66917,809
34805,4037384677,2009,644,840,MOP,2003-11-05,41385,402
8687,2688397001,1971,302,691,NIS,2007-05-06,38390,289
41470,8374451533,1998,97,173,LBP,2024-01-08,7270,820
413,5618255346,1970,160,906,XDR,2015-04-20,61793,672
22304,8072913745,2013,698,410,CNY,2007-12-12,49767,210
2579,380444701,2004,94,621,SPL,2011-12-12,23082,575
89056,4482163552,2001,810,598,UGX,2016-07-06,93462,203
26257,3979717130,1980,650,684,PGK,2007-11-09,93341,976
85702,1752702052,1975,963,175,ZAR,2006-08-01,84052,354
29227,282456539,1996,261,164,SBD,2020-11-18,80464,272
41275,4217251699,1985,603,367,VUV,2006-01-25,71816,790
76243,3159297802,1995,825,363,MNT,2007-02-25,39242,637
5980,3292586926,2017,433,439,KHR,2005-05-14,2257,378
21708,9747079705,1986,607,751,FJD,2000-09-03,79545,952
76534,1450118194,1972,951,621,NIO,2017-06-18,70195,692
50639,7335735792,1975,272,756,HNL,2020-06-16,88229,52
98986,844041494,2023,531,811,BRL,2011-01-12,11020,33
59313,4669372113,1970,265,820,DKK,2024-01-25,28636,37
46165,1890001856,1990,998,716,FKP,2009-03-09,94025,6
79825,7152440241,2018,219,668,HNL,2003-09-11,71540,470
44680,5432666489,1977,641,638,SHP,2004-04-23,88564,288
71380,773851225,1991,448,16,JPY,2003-01-29,24667,339
22057,909561095,1999,28,649,KYD,2020-01-30,31971,382
14389,5916775190,2007,579,954,SBD,2006-07-02,59817,786
76399,4373139961,1976,958,241,JMD,2023-03-24,14302,613
62430,9645839862,1984,605,848,PEN,2010-09-23,15210,665
48498,4334041048,1988,846,136,GIP,2017-06-06,10734,149
60381,5481081707,1995,193,228,LAK,2009-11-21,79699,700
12354,4335881132,2024,37,239,TOP,2016-03-03,24044,249
52637,568994152,1989,25,613,MXN,2017-06-04,90926,103
14190,2298950113,2001,285,968,IRR,2018-10-18,52494,364
6600,7704889742,2005,837,618,KPW,2002-05-25,79615,348
96674,4378128995,1978,627,627,FKP,2022-09-21,8321,580
27109,6722894822,1990,505,657,FKP,2011-06-23,23054,562
69122,4616682930,1979,533,155,BND,2016-08-13,59419,376
85206,92030978,1989,779,983,GBP,2023-09-08,42453,223
31254,5236131765,1984,189,901,CNY,2023-10-14,14968,679
35154,9726316080,2008,157,449,SOS,2023-10-15,33944,658
17598,2375667380,2014,889,236,STD,2010-07-08,23170,671
81358,17211157,1994,134,830,BYR,2013-01-26,78122,927
48692,6669272692,2000,149,9,BIF,2012-06-23,77406,721
77213,3209313539,2003,227,46,FJD,2020-02-17,32168,795
65704,9519085954,2016,895,182,UAH,2021-08-18,7005,253
19055,2465575517,1984,96,674,HRK,2018-11-30,64026,678
50311,2064795128,1972,25,384,GIP,2004-03-16,92430,417
41997,2749619778,1998,553,314,TWD,2007-08-26,7471,837
56483,2002843598,2010,568,905,KYD,2004-06-20,84782,884
11423,6850781894,2022,552,357,LBP,2012-05-11,32123,457
88103,4691264813,2007,279,493,AUD,2001-11-02,8508,925
45919,5002220979,2005,879,706,SZL,2013-07-20,71905,175
82936,3101716299,2006,480,529,BHD,2003-09-20,78388,531
1825,860994576,2006,529,469,KRW,2005-07-08,8321,698
56914,1209906862,1997,279,948,KMF,2023-07-11,59228,117
15355,9873350764,1970,183,798,LTL,2023-11-03,5033,867
79298,8486599998,2000,625,611,BZD,2012-05-30,71923,538
35794,7606310208,1998,19,127,PGK,2011-12-28,86232,383
83393,5339295486,2002,413,263,MGA,2016-10-11,43247,474
82493,8028677202,1985,466,713,MXN,2019-04-04,28357,628
49143,440492909,2019,422,984,XCD,2013-08-20,54717,39
66018,8321895291,1985,91,594,NOK,2012-04-05,77454,329
73854,7239863677,1985,803,469,ETB,2007-09-02,90911,339
12665,7655322182,1984,574,823,JEP,2018-03-19,10325,63
81571,1687104874,1991,830,962,KRW,2013-01-10,89315,914
95183,930359801,1974,503,712,IDR,2002-05-01,77934,836
54950,7432042777,2021,421,30,BOB,2021-02-11,52833,857
4285,9537521518,2008,570,461,GMD,2013-12-25,64796,436
94090,6171100977,2006,887,893,PAB,2000-06-21,439,990
16646,4971284089,1990,811,515,ANG,2006-12-12,63850,671
38661,6603401836,1985,9,106,LAK,2020-09-21,41036,192
46600,1979337922,1970,439,601,DKK,2018-05-04,95607,16
46874,6316907055,1981,397,552,ZAR,2020-10-20,6793,75
13978,6681241500,2008,819,191,VND,2017-12-24,60659,178
70220,1646528286,2011,783,390,NIS,2002-07-10,17603,497
4295,4738543200,2017,5,62,LBP,2010-12-22,40080,767
57638,9364576395,1995,887,285,RUB,2000-06-15,34484,239
56177,1523930180,2002,807,626,GIP,2017-05-03,1264,163
49323,9535407688,1979,37,193,KZT,2017-02-22,45510,948
15017,7527174802,2005,456,469,HNL,2022-07-02,2941,150
27415,7150193169,1986,428,805,NIO,2006-09-06,22354,419
16238,6825857032,2001,592,818,BYR,2010-10-12,24927,167
39388,7361421480,2007,440,582,BSD,2012-10-24,37358,190
42922,7731377911,1984,694,94,HKD,2017-09-19,99717,307
13518,4463551545,2024,377,771,FJD,2017-02-03,76631,302
25965,8638953056,1997,273,331,JMD,2017-04-20,78503,199
27754,3912341252,2018,193,682,ISK,2006-07-09,505,360
84961,4307448819,1979,612,420,QAR,2015-03-23,98787,923
72367,9177597851,1981,239,585,SCR,2012-05-25,30559,533
13983,9972441846,2002,748,261,AFN,2023-06-19,72066,339
12878,3155039041,1982,118,752,BZD,2001-05-24,70036,536
23395,8596042279,1999,865,7,IDR,2002-08-15,6746,566
30226,7959884118,2016,120,929,MDL,2004-10-15,4632,487
72052,5531192902,2016,531,3,JOD,2018-12-29,68798,150
73560,1991677308,1974,550,822,ZMW,2017-01-13,82691,698
14147,3600459436,1976,702,93,HTG,2015-02-23,6190,742
57119,1322371568,1985,852,455,IDR,2020-08-29,65825,624
95844,9173462942,2020,628,933,SHP,2009-06-29,36048,268
3251,8966369021,1995,630,949,LRD,2003-01-17,6153,353
67429,5340322016,1996,389,970,JEP,2021-09-29,58339,83
18917,7893697222,1996,950,954,SHP,2019-12-04,9893,714
89285,4465542625,1998,534,458,BGN,2006-10-24,74096,763
12757,9334930,2007,687,712,ZMW,2014-04-21,57254,210
15937,9394078303,1978,370,150,MUR,2018-08-08,84013,586
73020,2553806244,2017,88,759,NZD,2016-06-15,31793,583
50140,8377450006,2023,421,904,KES,2012-04-23,35325,866
78676,3218517358,1991,640,187,CZK,2011-11-05,64564,940
36829,132800534,2003,153,443,HNL,2002-02-10,44436,575
64853,6557581353,2001,851,373,CHF,2006-11-18,51017,430
73670,1028468121,2015,322,669,KPW,2014-11-04,62538,503
37022,7206538840,1998,832,713,UAH,2003-05-16,87716,205
94707,2151446689,1970,691,632,GBP,2018-09-25,48665,792
45470,9949127544,2018,652,773,BHD,2011-10-29,32294,188
69150,2583020648,2019,770,118,TRY,2002-10-04,87255,154
33628,4326353177,1996,892,300,VEF,2002-09-30,66427,483
15895,5205998503,2016,607,174,SVC,2015-03-09,96291,487
71296,4700754692,1992,476,61,TTD,2015-04-12,12543,678
41781,6282710276,2023,261,907,GEL,2022-04-06,96439,726
4960,1547886721,2002,698,963,TWD,2003-09-15,78222,500
13489,2040093792,2009,541,185,DZD,2006-12-26,30090,422
86215,430475921,2020,591,713,SGD,2019-06-23,7922,521
58946,8695984040,2007,387,715,MDL,2012-10-14,3264,482
17598,4862501902,2008,811,774,HKD,2005-12-21,5252,33
83706,6177661143,2015,530,734,NIS,2006-01-06,45201,614
17571,5779151494,2014,683,670,SVC,2001-02-17,42948,795
99095,6772589038,2002,433,109,ALL,2019-12-07,8867,418
36481,559796907,2000,606,745,THB,2020-07-30,74900,334
73259,4610084783,1995,454,477,KZT,2000-03-16,5473,63
82059,331614876,1985,471,852,KRW,2004-01-14,57190,97
44838,4329159332,1991,945,613,USD,2009-02-09,97501,162
92904,5322595672,2000,472,928,ZWD,2000-12-24,71750,245
75480,2676134762,2014,115,821,TWD,2000-09-16,77275,149
47902,4054726905,2012,84,270,ETB,2001-03-02,20343,642
91365,9567454301,1993,250,518,SEK,2007-04-18,75070,659
87497,6955863494,2004,943,224,USD,2004-10-16,87456,945
6008,8848743326,2012,34,177,SAR,2000-11-13,57316,909
91407,2467332926,2020,956,157,AOA,2018-01-27,74096,86
75430,6268256051,2004,141,122,BHD,2022-07-30,2575,917
80940,8453022930,2017,878,249,FJD,2021-08-15,94752,132
22424,1984787832,2024,264,700,AFN,2000-05-21,90631,364
89084,1070294129,1976,829,61,SZL,2001-03-06,57088,171
98279,7412562545,2018,973,287,JEP,2011-11-29,35697,957
38684,9211796548,2004,406,361,BIF,2018-02-26,45094,588
81781,8033936000,2015,902,27,NIO,2018-07-07,27460,609
31027,9804384294,1983,133,575,AOA,2020-09-21,51456,148
40522,864065860,2023,845,519,JMD,2005-12-28,2333,210
88607,7485494536,1983,399,2,KGS,2015-08-01,51249,799
44945,5742807749,2019,105,624,LBP,2003-07-13,11676,225
89554,3160471342,2023,646,677,BDT,2021-06-11,64274,483
61196,5605739739,2003,765,264,CVE,2021-08-04,7166,165
28527,1162371205,1984,14,202,BIF,2015-09-18,19747,736
60548,4251642575,1972,54,80,FJD,2019-09-06,49018,182
77721,9287749598,2015,209,105,BYR,2022-09-19,63762,86
12652,5718557130,2009,722,953,NAD,2003-07-06,69797,644
95932,830164151,2012,658,28,GTQ,2016-07-02,31644,66
45969,3006864729,1990,982,526,NOK,2012-06-21,96148,982
23280,122901833,2019,443,77,AZN,2016-04-02,85562,803
84590,4383680807,2019,954,508,EUR,2002-07-26,67125,683
27745,1299094437,2009,132,687,MUR,2021-12-10,66345,629
82040,9900446263,2019,816,108,USD,2021-04-24,53036,836
14175,9205844846,2016,357,982,QAR,2011-12-29,5746,881
56010,6669118420,2024,767,692,UZS,2009-07-04,74096,686
86529,2912843375,1988,146,804,ZAR,2006-12-16,40522,961
49428,7872935274,1973,83,631,BGN,2020-02-15,30728,185
40768,8161248804,2000,794,525,LYD,2012-10-17,78035,729
43727,8126406939,1986,937,396,ZAR,2018-05-07,11965,281
38912,1758787880,1990,211,271,IQD,2023-02-05,44331,859
46904,4172859146,1992,546,545,DZD,2009-10-26,98585,23
34012,5054249116,1979,99,30,GGP,2012-07-29,13862,682
31543,4892250678,1984,509,944,AED,2006-09-20,57242,547
45457,5402566970,2002,886,124,TOP,2006-05-12,91720,677
38116,661408476,1987,132,217,TMT,2020-08-22,31970,295
97867,473689477,2024,526,726,SYP,2022-01-05,81275,302
21824,8965344906,2013,994,446,HKD,2002-01-26,18559,493
31488,7329101499,1976,61,22,MOP,2019-05-06,30074,731
56834,4065189097,2012,741,429,MWK,2015-08-04,65086,210
47492,6476935691,1998,359,496,SPL,2021-06-30,51488,905
28765,5228577187,2013,121,57,PHP,2009-12-08,33155,262
26540,5368454102,2001,129,692,TWD,2016-10-26,441,744
80077,5244385281,2016,446,572,KHR,2013-07-18,74222,224
96766,9450103421,2013,403,493,KZT,2007-12-12,60156,69
46039,3786706457,2001,785,224,GYD,2013-06-17,21867,571
39703,782187677,2018,913,632,JEP,2020-10-04,96158,31
56262,7537643716,1995,991,413,GEL,2023-12-16,11676,80
43365,6090004786,1989,72,421,RON,2011-03-31,55297,314
36681,431530206,1986,286,393,CUC,2019-10-26,38671,75
27296,1883545344,1974,86,193,SEK,2015-05-22,88059,363
10933,2601390963,1976,576,955,LRD,2002-05-24,5435,548
29362,6755136155,1977,838,879,SVC,2016-03-24,30824,289
75561,6128961334,1992,178,968,WST,2006-06-03,70441,463
41011,3382368559,2011,816,69,IQD,2014-03-20,55369,208
35507,4598201970,2017,525,983,CNY,2008-01-15,92487,192
53886,2175085961,2008,697,583,ERN,2000-07-20,21247,283
99224,2335410719,1970,430,550,ARS,2002-07-23,4313,11
75890,9859283809,1988,435,469,ZMW,2019-11-02,94931,859
66696,5467682281,1994,753,290,VEF,2014-09-14,52309,100
76400,3346216437,1998,634,736,LAK,2000-07-19,32419,225
1825,8825827700,1993,194,782,ALL,2009-09-29,43399,826
90962,5528600228,2008,982,292,YER,2016-03-14,93566,211
58105,2386473637,2013,271,944,THB,2016-09-28,54529,348
16988,2501784713,1980,158,858,CVE,2003-09-04,56116,11
46330,9841459631,1992,990,196,NOK,2005-08-01,24232,380
45662,3040252606,1979,356,678,ILS,2002-03-27,5058,412
94540,9473006040,2015,275,522,XCD,2005-03-25,49556,170
94780,8452783727,2014,53,875,MDL,2012-01-16,20639,242
14758,6848812943,1986,577,537,KRW,2016-07-08,77295,159
92978,3983736612,2002,390,499,TJS,2001-12-10,8171,849
77692,801079820,1996,763,308,BRL,2013-03-31,46883,339
29703,986474559,2008,908,898,SRD,2021-01-03,26651,937
90463,4071245366,2005,793,18,SZL,2010-11-21,37578,108
70086,2342740508,1994,5,975,VEF,2021-07-13,30172,862
53830,1325358078,1972,75,837,DKK,2009-02-13,30844,169
69400,2455582688,1989,127,772,GNF,2007-12-16,29483,575
6695,3199392097,2015,532,683,FJD,2001-04-27,49527,13
16522,525565550,1995,575,881,SYP,2023-09-14,13300,368
90812,5499323837,2015,738,36,GGP,2019-05-12,90051,978
22484,7747119896,1994,672,747,SYP,2018-07-07,12558,621
34358,7802895141,2020,939,72,HKD,2019-07-10,43651,808
48605,3389003984,2009,564,798,BWP,2010-03-23,14693,414
44937,4343476208,1994,543,744,FKP,2013-12-23,22833,428
96288,6527429552,2024,762,536,THB,2014-02-28,19963,195
31389,9241199429,2017,3,348,RSD,2019-11-05,3115,793
43507,344741411,1987,785,797,CUC,2000-05-01,49208,566
94167,5308254392,1983,402,201,CZK,2000-12-18,11960,694
34446,9868223879,1987,585,897,KRW,2006-01-16,46422,469
26363,6119538547,1970,987,351,IDR,2017-11-18,88287,703
9024,5172535172,1978,154,479,XDR,2014-04-27,94418,354
6193,4574576135,2004,721,699,LKR,2005-11-17,88105,100
