CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,Vendor,ClearingDoc,ClearingDate,AllocationNo
51976,7690762683,1998,754,1CG0,72SI,95242,7209hhLLR5,1970-12-13,1958Nifvv9
88966,4612868379,1996,956,2gy5,19Qg,62485,3386CaQnm7,1975-04-04,5932QzwSK5
88966,4612868379,1996,49,3KL7,09Ru,84770,8012txvUJ8,2010-06-24,0687ullFu7
88966,4612868379,1996,66,0hc5,17NH,40514,1016TnldS8,1990-11-07,9009joLtV3
18353,1927317649,2008,449,5ss6,98Ai,77080,5606GoXAh5,2014-02-08,1155TbaZP0
18353,1927317649,2008,847,4fg0,30Tv,92462,2145KBgaQ9,1997-08-17,4832uDyMk8
42370,5352152217,1981,936,3TD9,32HH,91165,2191WRqXt4,2010-08-23,9253CBVtC5
42370,5352152217,1981,914,4rl6,94Ir,92977,7035lYDGb1,2022-10-28,6640PYllN6
40764,344779592,2002,198,9qu3,90du,1813,8338eKsnk8,2023-06-23,8582mbFkF9
40764,344779592,2002,390,5Ub5,15CN,45447,4615yVkBX0,2022-09-05,7851FWPVG2
40764,344779592,2002,697,0VN4,46Ed,17432,4648bMsny7,1987-02-07,4724lgTCC9
77807,9090263538,1998,137,2TK7,38Fy,20979,6620zSIvC7,2008-05-06,6378MwKaj2
77807,9090263538,1998,820,0QJ3,08xr,80857,1816QmVXK0,2023-03-04,7682mIkRG0
77807,9090263538,1998,517,3nL6,44oj,99393,1485GBMJT8,2019-03-17,0474yFvwM6
24641,7837421556,1998,912,6Vu9,96lt,3086,9668PoLPV3,2020-09-17,8146PNgIy1
24641,7837421556,1998,260,0Ml3,67JI,62797,1406lryeI0,1975-02-18,1377Etkkl0
24641,7837421556,1998,246,6Rg8,87ZP,74413,0293daKSs2,1998-10-23,2672FmBoL7
9851,5981622834,1979,666,0QX9,58rq,3225,1131WUCyr7,2006-04-21,1874BJJTN1
60284,6690041958,1975,294,6iw2,00DS,21268,8552okjuY6,1979-06-09,6381NAgIi2
55126,1410155860,2006,367,9UT7,79ue,92385,6408UFdor2,1992-12-23,4485OFsbl1
55126,1410155860,2006,654,6Du9,10jt,97237,5748CePEc4,2020-01-31,0687dDXKA6
46150,9331506873,2004,493,6nk2,40Av,83465,2590GjhDj7,2017-12-07,3071PZGjg4
46150,9331506873,2004,592,0wh6,34MU,49916,2295ozVlR0,2012-11-10,9666OAufj1
5980,5848624416,1990,938,4oR2,41YY,29395,0260eWAQM2,1988-03-06,2868JEiIv0
96104,2444185952,1973,633,9cY4,60BY,44253,9749ZooXa4,1996-05-18,8835vuNvb6
16708,1996620176,2007,29,1fj2,57Co,21522,6476mBKrO4,1975-09-26,7617wJpGD8
16708,1996620176,2007,869,0dn3,54QZ,86744,3769citVB9,1979-04-07,4160bXirO0
16708,1996620176,2007,768,3oE8,90fC,81677,7744OmUNp6,1992-05-20,7934eoNTv9
21104,8361238214,2020,217,2RL1,49iD,73483,5494AWRAw2,1997-08-30,3306YzRIQ1
17777,8232320858,2005,728,4is4,02mI,44475,8257xzXDj2,2016-01-11,7045uXgIj2
17777,8232320858,2005,598,4Mu3,43Oc,69218,5270pgYTs6,1974-08-30,2943yrXPj2
10697,7936501580,1979,926,8pH0,10yt,40458,6226kxxvc5,1972-12-31,1566XENgi5
35179,5069198761,2001,508,6aH2,73li,87636,4125hzAPU9,1977-01-01,4862ylBkx7
35179,5069198761,2001,963,0kp8,53QS,94555,9744lpqEQ7,2017-08-15,0220wySes3
35179,5069198761,2001,209,6Nt4,89OU,76478,4086hrflM0,1977-03-27,6075gMmGb2
53334,1534309918,1971,781,7TZ0,33Ln,73941,8704mfceE3,1979-08-11,8830yODnR0
65359,6161626959,1999,977,9pv3,52aO,52833,1731ScIXM0,2004-04-03,2807xghcS0
29064,4851124173,1982,854,3dK6,35PG,21534,6518dHQZJ6,1992-03-27,8369SPskc7
20510,3655549574,2017,28,8xl6,17QZ,20179,5236lBtCc8,1989-06-17,7440IFxgg9
74676,4209162681,2020,622,8IU3,12Cq,99969,7602jAhLU7,1999-08-14,4713Sdoqb7
74676,4209162681,2020,121,3BH7,18AC,35877,0661FkOLx0,2016-11-07,9511BHJfq4
97416,4708703563,2008,130,8cI8,56cr,24181,0502aDsKD2,1978-11-20,6598jbBrU5
97416,4708703563,2008,528,0zU7,35OY,68116,6995VxLce9,1980-06-08,0592iWhyF5
19966,4034236216,1994,334,8pt9,25zj,86766,7792PpCeb4,2015-12-13,9016RIphL5
19966,4034236216,1994,894,8gz0,46bG,39872,8693ueWQn7,1981-09-02,2583rZgjw6
8374,3007502343,2004,447,4cz9,73Ou,62503,4468BePqu2,2009-05-14,2993isEXr4
8374,3007502343,2004,726,9oE1,11QL,34886,1801MsdrX8,1973-07-19,0342ahdRs6
8374,3007502343,2004,945,5kv3,14NT,747,9160PNqQv9,2004-05-28,2998ToAnI8
87197,8736915819,1975,171,2ce0,61rf,25218,8640PvGZD4,2020-06-03,4596duGGd2
87197,8736915819,1975,199,4WI3,98QS,12854,4879HGPnV8,1978-05-24,0692lqAah6
89217,6067809581,1988,815,8QB1,32GT,81449,6583efBMT1,1999-02-21,1649KbsJn6
89217,6067809581,1988,516,4Lp2,38xU,95162,8380PnNPx9,2004-02-25,4530cseDD4
35796,4683886948,1996,66,5MW1,31yD,47129,4854MVnZA1,1988-11-18,5712ZUsdD2
35796,4683886948,1996,723,9Gi0,19SS,74820,6334qRlPs4,2002-06-05,4815eVKJA3
35796,4683886948,1996,854,0Qi7,84jL,28826,9762cEduI0,2022-02-07,7046pbAJe7
96065,7743043102,1973,69,1nD9,31ch,8635,7354qUERw3,2021-02-18,8812HmaqQ3
96065,7743043102,1973,318,6Nq4,84mE,59214,2752IhhZE4,1995-07-18,8053qzwzW0
56823,88147510,1998,677,6wc8,95Eq,27845,2486UrZZR9,1982-08-20,4761nqUKM2
56823,88147510,1998,329,7wk1,89OB,79496,8645KQbUm2,1990-07-05,4720ydWaq0
81681,9068748191,1993,239,2qd3,26VQ,73384,5888xCOKP4,2011-08-16,3062LvCIA3
27052,8296194065,2020,882,5az4,56IO,4537,2823kFCve5,2011-10-24,0975LrHCn3
27052,8296194065,2020,958,4xK8,59kC,22051,2224shqOu7,2022-10-13,0650IllLT4
27052,8296194065,2020,462,4dF3,76VM,52012,9560aoALT6,2018-09-07,0752IbLEK6
92479,476872258,1984,825,3Hd4,44HW,37075,7554vjPmP9,1993-04-19,9650TtZet8
92479,476872258,1984,99,4nJ1,31Rn,36329,3620UAxMA6,2009-07-09,4156sRnfd3
62388,6736092810,1985,772,5Sr0,98EA,23020,3721Tsmiv3,1980-11-12,9366zoNPv3
62388,6736092810,1985,325,3ex3,27ux,94434,8341ogeEL7,1996-06-29,5251obFtM3
92702,8238580447,1977,995,1ia0,38cA,44253,5126Waaev0,1970-02-20,0083NSALo3
66417,402790242,1998,443,5jV4,23Yt,76776,6667BvyCU3,1977-08-11,5356dEVdQ6
66417,402790242,1998,830,0iP5,32YW,68311,3144RbAsB4,1989-04-02,3435oxJCc5
66417,402790242,1998,690,2Dq0,58ZX,57226,2808vEPCc6,1993-02-28,7646DdHZr9
71490,746152829,2014,943,2oz6,16qi,27351,0513WKYAI5,1973-05-05,1471aiBmA9
71490,746152829,2014,645,5YW6,85Ax,5461,4931Zhjos1,1975-08-25,9108SNyyw8
34391,2518033275,1973,35,3hB2,38vH,6568,6329aAruu4,1989-01-29,2857eHEly8
34391,2518033275,1973,460,8WE1,74nS,5515,3786CUjgn5,2019-12-17,3742PSpSJ3
52899,6983689243,1986,643,6RS2,02PZ,19800,4046GRUYD9,1997-05-12,3892tiUJe6
52899,6983689243,1986,9,3ug6,98FO,32485,0982GsjDo2,2012-11-25,2654fSeAe2
52899,6983689243,1986,67,6bS7,29Nc,33762,4845ahLoi5,1979-11-12,4328wmeqq2
50990,716459534,1987,198,7QC2,60UZ,78216,7637HcCTg8,1999-01-20,8993vrkqR1
50990,716459534,1987,872,2uL6,34te,93612,3831xberx8,1985-07-25,7581fuUkY2
7517,1203765789,2001,853,4xb6,95fA,37790,8031tsiOx9,1977-12-15,7560KpwBW2
7517,1203765789,2001,14,8EH6,73tf,31832,4641CuZVL9,1983-02-13,5625uikSL3
42480,6796674002,1979,520,6Dc1,65YK,58342,7858imNkz7,1975-08-11,1784runmp1
42480,6796674002,1979,257,5ou7,23wS,70926,8270ZSPhG4,1991-11-16,5999GUgvM7
42480,6796674002,1979,856,8yk0,85SG,54448,9853JysDh3,2022-04-24,9232qgdnc9
11961,6758832506,1982,105,6BY6,29uP,75279,6482rJMJy5,2000-11-25,1656hlivx2
11961,6758832506,1982,654,5Da3,95hv,30017,5156VIvpY0,1987-08-16,3515nVAHC2
18723,6291996292,2018,428,1ln4,59Za,56553,9243DqeJF7,1970-01-20,5793dcHPb3
18723,6291996292,2018,543,4mY3,93So,73774,3126xkzwV4,1979-02-07,0036CkhHu3
18723,6291996292,2018,477,4cz0,69mD,28059,4126xLTtW5,2005-09-05,2996sUiHS7
1041,6421390082,1999,342,3AA9,55Bs,55369,2885eenWE2,1991-04-07,9397fQNjh4
1041,6421390082,1999,164,0uO8,53qd,87738,2108bgdyn7,1975-08-27,3852WKQmm5
1041,6421390082,1999,977,0wA5,46Ax,64866,2886pJkXR1,1999-08-14,4529TRcNB8
32999,9206695615,2000,145,0fP0,52Wn,49081,8318foqUb1,1973-09-23,4595PJHsy8
32999,9206695615,2000,268,5qY3,67qf,80371,6458OktVE8,2014-10-25,5794WrFOC2
65961,5989507574,2004,197,5dO1,21Oj,29586,3629VVDRE3,2015-01-01,6698Nvxvg2
65961,5989507574,2004,498,9ar2,97gk,62653,0313OBNOy6,2007-06-03,2560pJbou0
65961,5989507574,2004,882,4yg3,61UY,99743,6292YPLLb5,1992-01-20,6151KWtXw7
82387,523164643,1999,173,8Sg2,54Jo,37750,6758GYnOu3,1981-06-29,7693vuHRs6
82387,523164643,1999,68,5ub5,47wq,55757,8601UrwGZ2,1981-07-12,2617rREcX2
64765,4854373309,2022,84,8WD5,18Ii,37144,7929vyBPB2,2018-01-01,7942PVTrc0
9886,8358323080,2020,34,1Jz7,00nG,53866,2657iGZfB6,1994-12-11,1993VyWkZ4
17945,3817660183,1992,87,6aJ6,33EA,49111,0643CxKGR3,2019-05-26,7399qsutU5
66900,9111319853,2001,555,9fM5,27eK,41680,5063EwwQc0,2011-12-21,3164VvIkO8
66900,9111319853,2001,733,4rC5,36Fj,47120,3753HJwBO3,1984-11-24,3175sXWsM7
66900,9111319853,2001,296,7DY8,90GU,82223,0081PpIqy7,1987-06-24,3946ORfmO7
2553,7959840826,1972,762,6YC0,86UE,19309,7809mNmBd3,2010-06-12,6169GkvTl1
93250,8287328835,1973,332,6sV6,33EO,55405,6748dZBSw0,1976-06-20,1314gRLch7
42233,6687855809,1975,306,1oO1,55Hh,83299,5444gXZdT1,1986-09-01,5879GUCCe1
42233,6687855809,1975,298,4ZE3,85hL,7550,7805RRzrf6,1998-03-12,9111iBUuo7
93238,4823645086,2016,616,5zL9,83Xy,66960,8326CrHkg1,2011-11-05,6664QMzFw1
1033,9911929060,2013,481,8kh3,33lL,1449,2010bXtMd3,1983-11-18,6611TjwtQ2
32909,9974170973,2014,840,4ME2,91Lo,51270,6516qBqwo6,2004-07-05,4793APMFi4
32909,9974170973,2014,602,0OJ0,05pC,31975,7421pMIfS4,1979-06-27,1705MvBtv2
32909,9974170973,2014,87,8Jx6,60cX,35290,2218RCple0,2003-03-18,5028rftFp7
88607,6715316874,2012,762,1KN1,16dA,38841,6880agQjb3,2004-09-28,0215WMFCH3
27734,7044745137,1993,880,4RD0,17KP,97598,6893OdkQC6,2010-10-24,3632Wzthx0
49586,5106749930,1970,139,6YF3,24Uw,93185,9728WmKnN4,1977-07-19,8038qIJBk9
49586,5106749930,1970,979,5NB2,35md,92452,2660OXtmw9,1977-06-04,6624MzKvG6
87197,229085605,1986,107,9Cn6,54co,46034,7163Vefnw7,2011-05-08,9638utTOD5
87197,229085605,1986,36,4nJ0,47ws,59000,5537jMsAJ2,1977-12-18,5474XKafR2
87197,229085605,1986,997,4Fe6,00xE,28909,7139JUhoq8,2015-11-09,3460nndZv1
14069,4306289254,2009,270,8Ow1,49Kv,49231,7539bLdmU4,1976-11-28,9914nfRkT9
14069,4306289254,2009,264,1vP4,64tg,16872,5135roPPz4,2006-01-29,6171ubrRG6
14069,4306289254,2009,489,1Ug9,53NJ,10390,4673GlToQ9,1981-12-08,8152WalTe7
65402,9729895279,2011,104,6mu2,77xK,77295,9263jzOsJ1,1975-01-05,5934rIsas1
34531,9069117354,1982,923,3lN1,86Wm,62737,0136GGUAC4,2009-10-20,2566EYydT2
24057,6406205097,1984,422,3Rj0,86MN,81584,6421nzZxc0,1982-07-02,7798NSjXy8
67622,8818933889,1994,408,3ai8,51NU,59148,4556WgLan1,2001-12-26,2890JAMzY5
46417,7677070423,2007,871,3kG7,74KM,66407,9799yXyps4,2015-01-26,6134fTmqB9
46417,7677070423,2007,132,6CL0,54IG,18189,3461TIFDp7,2001-12-19,9678JDVjJ7
46417,7677070423,2007,676,1Ps2,47xy,16761,8751GIZuK2,2015-01-02,6394gRIwd5
69968,9273196452,1979,270,7XG8,03ka,15959,5959Ocmvl6,1986-02-10,0297OPMgz7
69968,9273196452,1979,383,3DF7,48ve,74877,9566TtWbR2,1971-04-22,7490oDCwn9
69968,9273196452,1979,117,7jc6,38tc,42499,7863hvJCO4,2023-12-21,2391ftYul2
98473,6474458840,1970,373,1Lx2,78Sw,77927,8745YtBCl1,2008-05-31,0501BbYmE3
98473,6474458840,1970,819,6Fu7,01cY,79819,3073wstvN6,1996-09-07,4464DtvwP3
98473,6474458840,1970,23,4xL1,84XW,24187,6492CgnJn9,2008-06-14,4804RbBCp2
990,4091654977,2014,160,1ZU5,30rT,58817,6269tVcFS3,1996-09-24,9756FIFlr6
990,4091654977,2014,237,1Hs4,65Zc,51488,1905crbRh9,1997-08-30,5784tsrcV9
68715,88796048,1982,803,7hc8,10vG,79249,6773nHEWJ8,2023-11-07,3098zUvcK9
63329,1696760326,1978,545,0RX0,53QA,54307,4194Vvrms6,1985-12-26,1497Ssczk0
63329,1696760326,1978,100,6MH9,43dB,21184,2397JhDUw0,1984-03-07,3663OnRZU3
63329,1696760326,1978,968,7sk9,86Tg,18106,8075kmANS5,2005-05-21,0899bRAhy6
15784,1517509436,2009,607,2gm7,73at,41385,7128TvUjr8,1983-03-19,9109QHDeM5
15784,1517509436,2009,788,5hi8,64pN,65772,1096FHfKP0,1972-01-26,1222hKljB6
91397,3732027691,1985,217,4Nc7,86dy,70010,3623yRfkB3,1971-08-10,5756KyfVE6
91397,3732027691,1985,462,6Wb3,79oD,27361,6230ZdYbA5,1999-10-21,9552NPRWE2
91397,3732027691,1985,391,4EQ8,02Kk,43722,0169fbSuI1,1996-10-20,1637OGkEt6
38129,9448109721,2023,896,1WP5,50UM,40263,6868viAGk0,1977-11-01,0187bzUnm1
38129,9448109721,2023,113,2bs3,66DY,64336,7365usOck9,2016-10-17,6123JeIwJ0
15052,2392716278,2018,468,8qh8,13Ig,56986,1301Bugsv6,1996-01-27,4893ydEZB0
43752,4874407546,1977,132,2An0,10KQ,6797,7330WiEub9,1982-08-16,0236Kcomb9
43752,4874407546,1977,746,4me3,11Pb,7990,6239lrSzm8,2002-11-17,1729rxofn9
43752,4874407546,1977,455,0ay0,96br,16710,3733PMXIa3,1986-11-05,4099DPjCm5
30368,8965533904,1998,29,4da1,09Wx,79107,8837eRiCy6,2011-04-05,3178Taqyf3
19811,6669696325,1994,920,4Qs5,13dT,14449,2790BQEAi0,2015-01-10,2910PSKWo3
51144,2676936297,2013,779,4Fb2,45wE,40434,8465NBQiA0,1973-03-10,8478sfYUN4
51144,2676936297,2013,512,4aJ1,90cx,47147,5494iCWWW0,2012-02-16,0849mXxfL7
35421,7438938282,1974,24,7FL1,97hm,30171,6343moUPP8,1971-06-20,0343sWnIZ7
35421,7438938282,1974,202,5EM8,94fs,37964,6387cDYru3,1973-04-05,1062JlnYx0
35421,7438938282,1974,991,2PE1,45RH,35212,8539BYkkf8,2001-12-14,9230nhYIE0
39344,4317044463,1976,414,3Gu7,30Nh,72228,8136rMrQs7,1984-11-13,7051qxWJw3
55401,9187209142,1972,768,9IU5,59TF,3564,2940cRWhz4,1971-12-13,2821RdSSY4
55401,9187209142,1972,4,5Zm8,63fA,96227,1312cvJXb5,1977-09-18,2291AduZc1
1724,537297043,1982,38,8BB3,31wR,91273,4659YJeIL6,2014-02-09,1056KVPAn7
1724,537297043,1982,4,3op0,01jN,38432,9999GiNsF3,2011-02-22,0829pLzHD1
87198,1929437465,2021,566,0uf1,40Uh,25537,9447mzlRb3,2014-02-06,7165uZqiA3
87198,1929437465,2021,829,9Iu8,79EE,99048,6986cFxji3,2012-04-02,4436LfdjZ5
24566,6732563151,2024,337,4wX1,86lD,546,7976pzEMq4,1990-03-05,3360pDeaB2
24566,6732563151,2024,112,3lT7,52mN,99587,8638LunGi7,2023-02-15,5971ntaIy5
24566,6732563151,2024,716,6yA1,29BN,69963,2205QXXxs5,1991-12-13,2087suZdG3
10501,91782402,1990,431,3FA7,81Nc,36667,2716WfIPu0,2008-07-29,3322WVrkg0
8722,1803000370,2019,434,3ki9,36zK,1911,1737VcSIN3,1979-02-14,4555dPgIi4
8722,1803000370,2019,705,5VH8,89bM,29776,9033Dbgdt3,1997-10-01,0333VFTuM5
98079,6461073194,1977,251,7xA1,60AM,20397,7740dKxCD3,1982-11-03,1391YuQxv8
98079,6461073194,1977,151,4kT7,73ct,68263,5770yKBom1,1980-01-14,6947injLr7
63004,6444284097,2016,699,9rS1,39AP,96269,1004XzcNV2,1970-03-23,1600toZua0
63004,6444284097,2016,659,6iK0,31Np,40049,6172BOYXN1,2007-02-09,1009EracD5
63004,6444284097,2016,565,3CN0,29Rd,64134,6458bhIPn7,1984-10-30,9353DjXWL4
15937,358839280,1976,807,2an8,72Oj,14307,0268boHVZ2,1994-11-07,5454cRzTg7
40322,2070725216,1985,266,2RD4,04Xv,27676,5766HUgwf3,2006-04-06,1116HVFhG4
40322,2070725216,1985,466,1RD5,60PT,74016,2609xUcoc5,2022-02-25,2691bJrck9
7624,2652474843,2002,293,5tf0,87SW,12147,2800bmnwe3,2023-11-04,3271UJcku7
7624,2652474843,2002,11,3fb8,95LG,97863,4006jcvui5,1998-06-07,6052AJlAY0
85269,1078784904,2010,189,4qk3,49vx,21474,3397iogAg3,2009-07-09,2985brcnB0
85269,1078784904,2010,441,0Py4,55nq,14530,0897TAHZt7,1980-01-07,9688kGddb9
43264,4431508807,1989,982,7US3,69sn,48367,6989JThVr9,2006-05-11,3569BLqTd8
43264,4431508807,1989,531,9SA3,14Yj,60869,8928UwqTO5,1976-03-24,8410yyDWS4
14163,2941369083,1976,855,7qJ9,21fg,35724,9684IXsdZ5,2003-12-02,8839AcxoG7
57006,3504031241,1993,726,3YM7,01CV,61853,7490jmAgi8,2021-06-22,1427JlRbF5
57006,3504031241,1993,540,2eF4,56Kd,86469,6724WRsUo1,2007-08-27,1196onESK2
9031,2331324234,2001,57,0sh3,23Ya,73987,0158CkNGp0,2023-02-01,2000zrypX0
9031,2331324234,2001,949,9rU4,97OD,23744,9825hUtYa7,1977-09-28,0144CVkMS7
66129,1292897041,1980,373,1hV6,72aF,84898,0160IzPCE8,1983-02-09,9560nyaQY1
66129,1292897041,1980,248,0dJ9,13ZT,53583,3780EVgwa8,2008-07-03,7533WdKVt9
15833,2516122335,2009,242,5ib3,77ak,27604,0553UOKhC8,1984-10-08,7811EgqAc7
41732,1564419943,2020,255,2ct9,67vn,14741,1949YdgVy3,2021-09-07,1911xBzaJ1
92880,6768276455,1986,153,5Md2,33QK,23517,7577ciSpM8,2006-12-15,9317KuAGT9
92880,6768276455,1986,876,2YP4,51Us,88911,1261XiSli9,2004-03-25,8623iyMqY0
92880,6768276455,1986,434,7vZ7,82jx,7547,2714soIvc8,1993-03-09,0861NZqgo3
3067,2545803927,2011,700,6BF8,31Fd,54415,1842qToZz5,1980-12-29,6186agaKl2
3067,2545803927,2011,176,0NG8,35mR,286,3167JQfIL2,1991-03-17,5895PbCTx3
3067,2545803927,2011,1,3TE6,75YV,99670,5494sYzSD3,2024-02-01,1545EmhKY4
19160,3339877353,2003,551,2fx4,21SD,92891,7853Npxsz1,2010-01-19,0110CFTZq0
19160,3339877353,2003,634,7LJ3,21xx,18309,9589INQFz1,1995-10-12,7219Uhfvh1
19160,3339877353,2003,438,3PW0,99zI,22018,0764qjivW8,2001-09-24,0161bIewf7
59577,7352414664,2008,408,8FL5,44iM,98990,6924QsZyD1,1971-05-20,8473TTfjV8
59577,7352414664,2008,587,2iA3,23oB,86638,0013aqxdP9,1991-03-06,6293Tdldl7
59577,7352414664,2008,780,8Jx0,35gj,31283,3216WcCLd2,2020-06-19,7897sJRrk9
7783,2548466157,2022,297,7Py9,70Ox,97980,2183Kgovd0,2011-07-12,2004ybKyA5
37913,7943673332,1979,536,9uc0,47lI,54980,1948tnBZu7,2018-07-11,2363RGjfV6
37913,7943673332,1979,441,2VF6,59sX,90396,6952IlntB4,2018-07-03,4659gYJVH9
58540,8420473553,1989,383,0kk9,75Hg,28429,3797ClRBW8,2019-11-05,4763vdDmF9
58540,8420473553,1989,829,8Iq2,68PP,65185,0873ddcHJ0,2023-08-15,5911zZMdy0
58540,8420473553,1989,200,1JM3,93nU,77952,1219oNkwc5,1976-04-24,0718UfoYc3
23888,9095279018,2015,466,8QR6,94Uw,75167,9348JJovZ5,1997-10-14,7941DwSxX1
23888,9095279018,2015,16,9uE4,71SJ,73891,8031cSBPz0,1986-09-13,5493ezyIV4
23888,9095279018,2015,716,4uO3,10Fa,86659,2244NgYLc1,1998-03-01,2116QqctK5
92978,979538569,2008,267,1VR4,39va,27314,3484pvKpv7,1996-03-14,6695wyyIX6
92978,979538569,2008,524,4WU6,03QC,19274,9761snZGG2,1986-06-14,1075aDMcX0
99017,8649117734,2020,486,3uZ9,97rX,81170,4164ffDpC8,1977-02-10,1198gndXY8
99017,8649117734,2020,567,6jp7,80Vf,60612,2821dKyyn1,2017-08-20,6398hgAwO9
99017,8649117734,2020,317,2ky1,52Gr,44475,2311NNWMS6,2012-06-19,3999zZzGh0
11883,2718137444,1980,728,2JC8,70bE,87918,7064vQOdB1,2010-04-04,8806uFLGz8
11883,2718137444,1980,348,4PL4,04ji,56723,3103xqPYm1,1971-05-07,7000hdvCB2
5737,5346375311,1990,878,2ki0,71Yi,82620,0583CASao3,1978-03-03,8130cvXsM6
20289,2542282842,2007,544,6yd1,09Ar,57696,6539oMHIB7,2018-11-21,1756DdgEo9
20289,2542282842,2007,212,8Gu5,85iX,9991,9596PkkfW1,2016-01-26,2612zLoma6
44639,7380309176,1984,716,1Dp5,96WD,4734,5683dEZNJ4,1982-04-27,3704QBMOM5
99223,5740139711,2018,191,6tO8,36yT,20406,2021BZMAC8,1991-06-11,8155KlIOi5
65241,5919363773,2014,8,4DT8,90pY,35877,2626LcWEw7,1977-08-10,0443ZjeqW0
65241,5919363773,2014,320,9HW0,58RU,77670,1918EIadU9,1982-05-15,0521igGdV3
2802,3907579671,1978,378,0Xl3,90HL,78035,5686Zoqtc8,2017-10-04,5939Oetnr1
2802,3907579671,1978,642,8DI5,63qu,23880,9758AYZwy4,2001-01-21,5652rmWeO2
2802,3907579671,1978,446,1sW4,53HX,71489,7807JDsbT5,2010-08-21,4273nceiw5
6539,7706383103,1986,334,4qt1,13vX,82957,1557zaKtk3,1980-08-09,9467VeueP5
87198,5673234533,1995,180,3hF8,74mo,87579,9204hzSsl6,2003-07-21,0919SwyZa8
87198,5673234533,1995,336,6mF4,55vk,73628,2365hmEkV1,1992-10-12,6760RFgfJ4
27458,4439151037,1970,795,0ES3,53rb,15313,3290Yvhsw5,2004-01-22,4300nuKbb8
27458,4439151037,1970,963,8bs2,07jk,45810,4743klYhH9,1993-08-09,4976MJTXa6
69455,9568691175,2024,537,0Nv2,08ui,9265,9670GzLmt3,1978-12-26,4897IQSfv4
41544,248817984,1977,395,7HD2,48fT,69441,8339RAweP8,2018-04-29,8912pxTsF8
54280,6325776312,1992,743,4mV2,10zI,77521,1479xwrEj3,2001-12-27,2529ZxbPb2
54280,6325776312,1992,434,4Ql2,46sF,15544,3408GHwiN5,1983-11-27,5524XXwzg8
82065,5758134188,2000,454,2br4,51jj,73774,2508wxVTR7,1996-06-22,8068ToLrQ2
82065,5758134188,2000,649,1GX1,47CT,63850,7727QKReG3,1974-04-07,2619FQGNi8
62750,5204832540,1972,684,3IL8,90Nx,17615,9374wmjsX9,2006-03-19,4063EUCZy1
87816,9454037232,1976,44,8Um7,02aV,6142,3005OFyoO3,1983-03-20,7379qclrr3
87039,5576596590,1980,764,5VL9,74wb,54073,9138HOzxV6,1980-10-30,5120JUsZJ6
87039,5576596590,1980,872,3jo8,05ft,8863,7925UAtwD7,2009-09-10,8593moDWM2
87039,5576596590,1980,558,0fA0,40vr,35342,4108cZfXO6,2003-10-15,9435IJaAw4
46293,5296089180,2011,790,2Wd8,38cQ,42197,1417KVvmc2,1971-12-26,4901gHEAu3
62844,2791538031,1997,192,4nI2,03ue,70553,9594TUmRX1,2004-10-26,8693SwgWm8
48441,9728943094,1993,283,2ju9,48VE,42331,6914twcMZ3,1987-02-01,4441iGjlE6
48441,9728943094,1993,779,3Zw9,03Bv,5143,4080HGqtw3,1998-02-16,5865tjiuJ4
48441,9728943094,1993,301,8Uj8,57YP,51728,4624HGdqa8,1977-10-23,0580KFMMu5
31044,2159231701,2006,268,8em7,66mf,4687,1543NLLOF4,2005-03-20,3777FHwhb8
88057,1652540277,2010,654,5uF8,58tq,16710,4061gdPTo5,2016-04-26,3479Fbumy6
44793,5081738285,1986,552,9FG5,14QI,77227,0519jJueU3,1982-05-01,1272znrbQ6
44793,5081738285,1986,301,4aq3,34gT,57140,7189uijvs3,1986-08-07,2318nYWAR4
8669,9139069850,1972,78,6Ah1,35iI,55844,3715gnjOo5,1991-07-15,0506YJMKI9
8669,9139069850,1972,526,4Td9,83Ly,24901,2549yIodQ9,1996-05-26,6714nxAJA7
48343,1720413416,2014,539,5HE2,36Hu,20830,3082eFrAT0,2005-06-24,3857ogeCq4
48343,1720413416,2014,388,2oQ1,97Lw,81142,9651BCZkr0,1972-10-10,8414BlFDb3
92571,3765463519,2005,223,8OX8,67AH,24722,9595Mainc7,1996-06-02,4558OZbyT7
92571,3765463519,2005,764,9dk7,71KC,93194,8290EbzNY4,2022-12-16,0607cPtMf7
92571,3765463519,2005,640,2sm4,51Pl,90336,4316JjNSY2,2002-05-18,8051KKqwg6
92417,5481385054,2007,675,8fc5,21Ib,72343,2746LRYaw7,2017-10-18,2073PFGmT8
92417,5481385054,2007,135,4Fp6,61xd,41473,8363XfRjH8,1991-11-29,4193AqZIO8
92417,5481385054,2007,857,9IE5,59HG,69375,4644gkInS1,2008-11-19,6499ehLYL7
43787,3141657235,1999,159,5xY4,11XS,17452,9132KOMvo7,2022-05-14,5837fhqJK0
43787,3141657235,1999,230,6SO0,70LU,49911,4646QZCMJ3,1973-06-21,4816ygZGI9
43787,3141657235,1999,551,7vz6,04ac,43192,9900rdLRb9,1974-05-01,8022DZFem3
28662,7048567377,2021,877,4ug5,45th,33072,9900fTDJK3,2001-05-07,9272hQOmp7
28662,7048567377,2021,734,7ct1,80qD,27591,9600umLSp9,2023-05-06,3833nbRVv0
28662,7048567377,2021,564,3wY4,14ug,82710,9415RfuDj3,1983-07-02,4341GMoIO6
3024,1336935039,2015,576,3uF5,47GD,13998,8061Ehzqp9,1971-01-26,2475emwqs1
