CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,CustomerNo,ClearingDoc,ClearingDate,AllocationNo
57303,4119329574,2018,687,8kV9,02jE,77511,8372ElRXR8,1996-10-21,6032Xklcc7
12642,466026680,2003,568,5GH4,00JB,48895,1141cFBCe0,2006-01-08,3163NAzuh9
12642,466026680,2003,638,7PV6,03UK,99463,2536wWzff6,1983-12-07,0668MIKsC4
12642,466026680,2003,623,0mJ2,24vM,99577,3713cpaRl0,2019-03-24,5180mXqbJ4
35888,5492157014,2023,882,7lU3,99Kw,29265,2286CbiNp8,1980-04-06,6072iEjOK1
35888,5492157014,2023,664,9Xu6,71gq,74943,5940cvWJM8,1998-07-18,2227KRgsW2
35888,5492157014,2023,235,9GN4,09WH,73230,1507hUJVX8,2015-08-17,1781THrnP2
40426,8513898146,1990,312,9Rh2,82ge,90801,4713VpYNY8,1982-12-31,6940BJRsv8
40426,8513898146,1990,97,1Zt1,76bW,17210,0452qNUHu2,2003-03-20,0868pBmzB0
74631,4615953441,2009,654,8kZ1,94Zp,64723,9530DJXIL4,2020-05-17,9269pKpfh4
74631,4615953441,2009,517,2gc1,93yV,42700,7852JuKiF3,1985-08-17,9945GsdDe8
74631,4615953441,2009,154,2IM3,42DL,7888,1758yYcEv6,1986-11-18,9075agoTY7
55777,1233295581,1983,443,6FG9,37Gl,93012,7735YpwXy8,1981-08-16,8799Zojsq2
55777,1233295581,1983,932,6af5,64mb,5674,7426fvWzH1,2021-02-23,5180etVRt5
55777,1233295581,1983,766,2iB7,60Sf,81274,4823dKneg2,2012-12-30,3314eUKqe2
73307,1390922268,1993,917,4YT1,80UF,37939,0587zmGOm7,2021-04-23,4918BfVuH3
73307,1390922268,1993,862,3JX1,49Yf,77706,4066MCzOb6,1994-07-20,2588Hgjkp9
28684,2220340119,1972,913,0ki4,21rI,43677,4017zlFih1,1980-04-04,6083JsQMl1
54928,5850068608,2001,64,4Px6,01vt,4244,1672KMgNC4,1983-05-16,6968oJkuC4
26308,7799093799,2024,433,6XS0,90gy,38886,0539VOurS1,1998-06-28,5158poXSz4
26308,7799093799,2024,841,4pV4,82ok,36782,3528UUGGO5,1998-08-30,1420wuxgl3
95889,1835573025,2019,190,7jV4,15Gx,29544,9860ARfbN9,2007-04-17,3697GXeEw2
95889,1835573025,2019,746,4YY8,59uT,67666,0526NGqHe4,1976-11-19,3077MwzaX2
95889,1835573025,2019,136,5wo8,56Id,35115,6743bqmjE4,1973-01-01,2908TEIhb7
4603,4771400157,2004,192,0Po2,97my,98260,6722rDIQG4,1993-11-03,2839teVHT4
4603,4771400157,2004,330,5Xt1,33pN,55451,2107ZQSSs2,2011-06-13,9253twnZN3
4596,1349693734,1998,584,3jI1,16mX,35238,9571cbaWc1,1982-12-10,4685XHSph5
4596,1349693734,1998,933,1wM8,22rt,54422,0431MmiAm8,2017-09-30,9766xLsMc6
62259,9120213560,1991,40,4Ds1,47Er,1968,1813RSbox5,1994-04-03,6762IBgdy4
90668,3034666081,2009,787,4xo4,43IE,95464,7590qevDz8,2016-01-23,7524uRLqA4
2862,6892021481,1978,432,7dm6,04CN,97115,2760wBLJH4,2017-09-19,1140Shvif6
57570,5528984240,1990,663,6RC3,26YK,91466,6067PfMfY7,2023-03-10,6501WYaDs3
57303,5544977925,1978,527,2gV2,98CA,32843,4046SDGkL2,2005-11-27,9299bOwYM3
57303,5544977925,1978,206,8Ox2,62gi,28373,7250GotPF0,1974-02-05,2991wHRgV7
57303,5544977925,1978,260,1yu9,51SJ,79735,2356fuerB4,2017-07-29,0944Xwtxd9
97541,6062367791,1981,679,1aI9,54nY,60485,9467riIXF4,2002-12-27,3521GJjGy0
97541,6062367791,1981,137,5ym4,11mi,24832,7210SZPQO4,2009-11-23,4333xbycQ0
79972,8844850682,1992,937,6cj9,79rj,23397,7322GiPZw5,2007-12-16,5450KYzKw6
79972,8844850682,1992,690,6Pa6,13wY,3501,3901ydxQW5,2020-08-18,6041QbYwc4
47912,7082576713,1978,923,3nq6,19Dq,4235,7504QFFQw9,2001-08-01,8334oENMa6
47912,7082576713,1978,870,6uF4,84sg,38374,0131McEky7,2008-03-17,9245oodlt2
47912,7082576713,1978,648,2oo8,15Xc,80823,5841ojvSU0,2008-07-01,6283vIhUJ0
26435,3773295255,1994,873,5tn5,85Es,61531,8000FXqhc0,1995-05-04,6168NXZYt2
23058,5287872577,1991,625,5lv8,09Nw,59885,6533CItbw8,1991-07-11,0752zmAcz0
6170,5374191340,2020,484,1Ha9,89Ql,56252,8006vBzUA0,1999-01-07,6378BxfxV9
47565,3403490421,1978,452,7ST6,67Mb,66748,9634NezrT4,2010-06-08,6286AUjHo8
20,6225190280,1981,855,4MB8,34td,73014,7704WhOuo3,2005-07-26,3607nCGGy4
47202,3507208939,2019,319,3Wp8,70eY,81627,8558YFVZG6,2007-04-04,4063aMpCK5
47202,3507208939,2019,308,6OB0,32yB,54825,1966ycoso0,2002-02-17,1923LVmXu0
37984,1071153705,2014,567,5Hw4,01Gi,75431,8789fwFjG0,2011-02-12,1091wtRXA7
37984,1071153705,2014,714,9MC5,44qW,92865,0738qmJYQ7,2000-07-01,6978EbvMg2
37984,1071153705,2014,207,3Uv8,21Qv,11194,9105qoYZh1,1999-12-21,2361PjNpv3
33863,313084033,2007,420,7Pq3,49zw,83136,8094uJXWx2,1992-12-13,2668BdyXW0
92220,5085217823,1989,555,8cw6,65Kn,95848,3290zQGxb8,1980-06-02,9635Dgcmg5
92220,5085217823,1989,267,5KZ0,68zn,24604,3156agPXK9,1971-01-16,8958CZvbF3
92220,5085217823,1989,668,2ad9,09Yj,57727,4330VUJXf7,1986-03-03,0548WgtFX8
24550,3881402313,1971,319,3VM0,58Jm,57948,7465aRrpd4,2008-12-19,0189Uvpri6
76376,1023546699,1984,224,9qf1,01WG,5898,4997NsvJG5,1979-07-15,9012FiTtm7
76376,1023546699,1984,592,6Yw6,47uO,34299,0919ApYMq4,2017-05-24,0323HrSzg5
76376,1023546699,1984,795,5LW6,17MO,91330,8502hxhnS5,1981-06-21,1243ijxUz0
53498,9319307837,2008,559,7xj9,37SV,66577,2689jfBmz4,2004-10-13,3497CltMt9
53498,9319307837,2008,184,2ul3,90pS,19663,3957qrSSv8,2006-09-26,1169UNXet8
64883,8024856227,1974,386,4fT0,49al,67034,8341uPAvv4,1992-10-23,2291Iasdf0
56903,2431494416,1998,171,4sv3,21TW,21488,3182lqPvx7,1979-04-28,9937BcGdz7
56903,2431494416,1998,252,2Qd5,32zn,71664,6509JhmEQ5,1984-05-11,9573KcdEn0
54169,1401270110,2001,601,1Hl1,93po,20342,3026vHmgo8,2005-03-18,2595RVZFf5
54169,1401270110,2001,570,2Ib5,55qc,11632,7334SpBov2,2020-01-19,2084mpLIy7
76797,3001130510,1989,844,9vq4,07ee,658,3933fJqlI7,2003-03-11,3554LocDt5
76797,3001130510,1989,630,9Xc7,11KN,24251,9407PdyZi9,2001-11-15,0873BLZKX4
64020,1943291134,2009,583,8Lv5,91GA,26758,7521YoXAa0,2023-02-26,3371DUbgZ5
64020,1943291134,2009,732,5Df2,62tM,49448,0888mWKlv9,1976-08-17,4594UXAvK6
62219,8513699095,1983,778,4US9,50pX,25629,8897WskUC8,1995-07-05,9897UFoXu5
62219,8513699095,1983,333,3Nf2,06dL,14730,7541oADmO0,1987-01-24,9774gJwNB1
62219,8513699095,1983,964,6WB2,57uB,64261,9518brtlx8,1997-11-23,8580CqljT8
38787,1571182634,2002,889,6wO4,80dl,69534,6791UZPcJ3,2015-10-17,3531aXsBx2
21951,6613033613,1982,773,9rz7,38hg,47135,0673OQZXU1,1996-11-22,7066RjRzC5
21951,6613033613,1982,550,4MY9,27QR,39145,2040pleKa1,2017-02-23,9822maiAQ6
21951,6613033613,1982,969,2TG8,53BA,56876,7224aXlQK8,2007-11-08,4709cRRQX5
77266,9917902980,1991,687,7hs3,68HG,89006,0320FNDYI9,2002-10-13,7640quwBk3
77266,9917902980,1991,563,6mr0,54Ql,69876,6583afzlL4,1994-05-31,4285lNQlC3
77266,9917902980,1991,125,6XG3,18Tu,96904,3790rSznR2,1979-03-11,4402huAra9
13223,702623447,1997,680,5wx8,58wo,66161,4554qdjJF7,2000-06-22,4689xkVqv9
13223,702623447,1997,589,7ZT9,41yI,84817,4444XTqGF2,1981-09-16,9183VAeoU0
13223,702623447,1997,201,2NL7,12WK,41196,3069mhBVk2,1985-07-12,0198JFWXY5
66512,238651814,1997,705,1qT6,30rb,63289,7392Wjnfs6,2012-12-16,4629ZVwKa1
47289,9639698110,1998,995,8DM9,81gy,33157,7615vHFmd8,2000-10-07,4006yafbD1
47289,9639698110,1998,774,5mk8,97Ps,97868,2595xAvDg9,2022-10-16,1486qxump2
45861,8406844870,1991,379,4xX7,35Di,47585,1909FNPpw6,1999-11-07,0266bjJkA3
45861,8406844870,1991,827,4LH3,87UK,27442,0342OVoIx6,1999-04-29,1139agMPk9
61057,918782815,1978,849,6EP7,96ne,59437,7287VeJdX9,1991-03-02,2577IHTkR5
61057,918782815,1978,799,7hW4,37Ld,29219,1008pxCkE1,1989-02-12,8469PAPpc0
61057,918782815,1978,59,6Cn1,36Fs,54551,3587ZzPbZ3,2012-08-13,0537ivNFz5
19618,535045373,1997,479,2rd5,41ag,8035,9467PdCKb9,2006-06-18,4982JXtEK2
19618,535045373,1997,32,8Ui1,58SQ,44711,9473MtHar8,1985-12-07,0558lPPgG4
19618,535045373,1997,47,6cB2,88RQ,51030,5582ddUxW1,1981-10-28,3260QutQU0
32087,4179146310,2005,602,9Ti5,09sW,481,4801LHhbq6,1995-04-27,6951OnbQB5
32087,4179146310,2005,991,4Pj4,49rM,60053,4873KiTCZ4,2018-07-26,8529velvk2
32087,4179146310,2005,975,8rX3,99lS,96769,2523sTojP0,1974-09-29,0537HRpja4
31605,9377182726,1985,662,9CH7,11Pp,15783,4512tobyv3,1974-02-16,5089cwAMy0
31605,9377182726,1985,543,3xh5,06dN,97729,4891VswLf8,1972-01-24,2177cKzFH1
76191,42612976,2004,787,5HX3,37Ce,59353,4553FPUhE1,2019-06-28,3381eeioX9
97003,230280084,1996,105,3Ex4,73ps,34961,7605hoFfh1,1996-07-16,0937fFqJw2
53498,9618622798,2001,597,0LU4,27AJ,65661,6907bHwND9,1983-04-11,7781PGCOW8
53498,9618622798,2001,230,6AU8,39Gq,28076,7075SMyAi9,2001-09-27,1238cpvDM6
53498,9618622798,2001,306,5vk3,42oI,9338,3800mDDTG0,2015-07-04,9039evEgT8
97771,8367620261,1995,788,4hM4,16Ng,92773,8493pgDyN5,2018-05-24,7015feqhS0
215,9666792359,1996,18,1If5,76UM,26401,2302UrePa4,2013-11-25,5845seHzf6
215,9666792359,1996,35,8Er0,20zv,41979,4563YcPmo3,1996-03-05,9920BmABU3
4812,556244149,1973,872,2dT0,15We,10504,5929wJJKM4,2017-08-04,2324QIvxJ8
4812,556244149,1973,354,5tK8,88co,34208,7455hLPys5,1973-10-10,5394AxtEK8
4812,556244149,1973,997,2YF3,03hA,90838,9374zdoeS4,2012-04-15,7554dkGUL9
83593,4450113136,2012,302,2iB1,17FG,75241,7675ucvlh0,1993-02-03,8612QLWrq1
52105,2336731743,1985,450,6hR7,81wB,97689,1966HQRdu5,2008-01-20,4255PJezS1
96499,6061629002,1979,195,5uJ7,70qM,28366,0783mJBAo5,1991-12-19,2079xBtPd6
96499,6061629002,1979,982,3Gv1,98pO,12891,8862AhPcd6,1984-12-24,3809XdwBT8
96499,6061629002,1979,32,6oX8,28AS,96412,6100XlgFH7,1991-01-29,3012weUGD3
18723,7645015305,1978,556,6HR7,56Vy,22389,2632Ofbua6,1976-07-09,1761ZiTpd0
93678,5628193407,2018,412,6Ls0,58WG,88680,2928gMWIT5,2011-05-01,9268UuyOJ2
63489,9115308159,1988,614,1XU0,84bh,31738,5019onXPR2,1985-07-06,9435cPcNJ3
63489,9115308159,1988,225,2hi7,70bF,4534,3847kOxzu1,2012-03-30,8333YeXYC2
63489,9115308159,1988,275,3dv5,17zm,16834,2388xxVtu8,1973-09-25,9175xAtmE0
99119,6281451689,1983,843,5Uc2,49EA,51940,3072EFwje5,1991-05-10,4880uTeXZ7
38145,5084257418,2019,126,1jo4,79jL,52305,3511LATxe4,2015-04-20,0704bTbFP1
38145,5084257418,2019,745,7Pd5,77By,69770,6349GUBcX3,1985-12-08,4185YnHHI7
38145,5084257418,2019,570,6Vy9,40MO,64912,2257cgHTv2,1980-08-21,7691JPJyq7
36372,9056949140,1995,498,2ba3,35og,38100,5090acIcL4,2016-04-07,0099LEdFv0
36372,9056949140,1995,529,4iF8,50cK,93080,7089BKMjo7,2007-06-12,7050kvHaa1
36372,9056949140,1995,994,5AE4,56EA,76001,6137cNpOn9,2009-09-09,8005XLIin2
60510,777417877,1990,776,7SN3,09sZ,97995,9171Aofnz6,1991-10-12,2447BBewa9
42003,9544124162,2024,940,8dr2,11xP,69276,9046TzjHb8,2009-11-10,6286elgWK8
42003,9544124162,2024,747,8yi4,17mr,88676,2869ptLAz2,2003-10-20,9912PmmjR3
42003,9544124162,2024,663,4AF0,76bX,10868,7811yxZBg2,1974-08-22,2947RDmbj0
85665,7065414757,2020,608,4RP3,38hN,77604,7469UZZZJ3,1996-12-09,3917yvZKn4
60544,2892607790,1974,940,9kR9,64Rm,29158,2484smgNd8,1978-04-17,3899PhLbH6
60544,2892607790,1974,601,8dl1,66ql,20710,8329uhlxi1,1970-10-04,3530yFbKS2
53463,8438326388,1994,105,1is3,83ks,2745,4432xJeVI8,1978-05-15,4100qqUNF7
53463,8438326388,1994,612,5IJ2,28II,29098,0920ZBLWQ1,2006-11-05,5036bVSHl7
67596,6048626060,1978,302,6MV2,82NL,32593,5913BwePu3,1979-11-08,9762wqdOI3
58451,7345794908,2009,259,7RC3,88vF,22604,3429tSwwz3,1970-10-30,0590TpzNd0
58451,7345794908,2009,899,1iq6,58DI,92618,1781rBLQE9,2008-01-24,0912uNDfu5
58451,7345794908,2009,7,3GM6,62CC,53518,9879HAiUU0,1986-12-12,1710iHegq4
42239,3739463859,1999,589,2Tj1,41Nx,59752,9312hJzBe4,1986-10-10,3563lBATf5
36114,6314926231,2016,258,9LP8,39oZ,52945,1831ZSEgq9,1996-05-31,2951inYXe4
36114,6314926231,2016,804,3iA2,53Dw,68664,1806Tszpr9,2009-06-21,9811vkdam4
54965,9491580133,2020,902,0nz7,12at,3320,9026zKRPs8,1988-08-12,8747eacXd9
54965,9491580133,2020,95,2IH8,44JY,46249,9381lhfHg2,1996-12-09,2987jzrok0
99527,7760638238,2011,207,2ht5,27ql,19972,6822afNFE1,1991-10-04,3517DQNhK9
32992,1427041974,1980,57,9Sd6,29Er,38871,4192jygmC4,1988-01-19,3649dwGOy8
32992,1427041974,1980,385,5os9,74mn,77186,2945IUknn2,1970-09-29,9592oqddA9
22643,6808796472,1971,464,8uL2,17NT,32533,4142SHIND7,1993-04-20,1403aYJtn0
22643,6808796472,1971,320,6Uc3,30gT,51938,8964tkILR5,2013-11-28,7091zvblG4
22643,6808796472,1971,106,9zu8,07Cr,26573,3323ITOjU0,2023-12-24,1803CqWQM2
92757,1739253254,2006,809,4nr2,61Bl,35345,7395hlmyt0,2000-05-08,9609LnxVZ2
92757,1739253254,2006,319,1gg0,42jR,70841,9144ZQXHk5,1983-06-13,5831wgFxh5
30986,2190312642,2005,646,0QB9,16ug,68921,7011hcOBg2,2008-03-31,9189dpoRj9
30986,2190312642,2005,934,7wM1,27tx,4244,0097jIqJC5,2013-07-16,9888GYoyD4
26032,990009806,1989,81,8Ga9,28yU,43621,0445dqYMv1,2019-01-05,4645TEAIy8
26032,990009806,1989,295,2Ve4,29bb,33924,9218hGnwk6,2022-05-07,6247EqtrS0
39309,132794794,2001,615,6RJ9,81Mm,76162,4701izUxT0,1980-10-06,9852GKiVr3
39309,132794794,2001,266,9XI7,01Mg,29213,3592tBHEG2,2020-09-09,9076ylEwB0
99340,8064737861,2008,262,7WK7,42KH,87018,1929wZXMb0,2006-09-15,0375WKyVY9
99340,8064737861,2008,618,9jt5,94tD,25562,8870TONNP5,2011-05-13,2985CJWxF8
26675,2876915717,1995,452,4VI7,66jt,66730,2253kLqRM6,2016-02-07,5279gnaVk2
26675,2876915717,1995,797,6lC6,00Mc,89006,9400zjbVC3,1994-03-28,2101Adqil9
26675,2876915717,1995,786,4iq7,08up,66621,9358yWlCy9,2020-05-30,1706GXlNH5
50753,593016526,1989,639,4dc0,71gk,15120,3405RKIJM8,2013-12-17,1620rnFId2
64672,5587158934,1986,922,0EU5,54KS,75986,9809JfKRA7,2008-04-19,0636fZYdh6
64672,5587158934,1986,365,8XN8,08SR,17871,2169OaXbg1,1970-04-19,3238HzPAJ0
64672,5587158934,1986,923,0MT0,72Rc,37952,4462irJtd7,2007-08-17,0252eFiDB4
60248,6365071166,1983,611,8Bq4,93oV,88732,2085sVfmd8,1976-08-31,2149KOFwX5
60248,6365071166,1983,396,3Oz6,47xH,80515,6896HpUYe2,1983-02-16,6698rWoUt6
60248,6365071166,1983,221,5ni0,37jw,37223,6618RGhwW7,1981-02-11,1517JBrcY9
85741,5704441948,2017,991,5JV7,85Sp,11849,4950QoEKa7,1988-02-08,7292jdkrJ8
85741,5704441948,2017,853,1br1,48iI,95656,8253beigO6,1984-09-05,3266hyIgq0
85741,5704441948,2017,850,2oo9,02SK,72559,2530FGlYY0,2014-07-03,0969tFfGB9
46239,5597239768,1999,164,5Rt6,20hH,29160,7639NWPnu4,1982-04-04,7589CCKLi5
46239,5597239768,1999,431,2gU7,62Ri,71238,3441aXDht8,1988-06-12,6623cXSvX8
26308,5340643921,1995,600,4sZ8,13Ud,17801,3897GBYuM8,2010-08-23,2844ljtUO0
26308,5340643921,1995,706,7Tp6,37wh,66730,3148nIMBV7,2004-11-10,4561otaRd5
26308,5340643921,1995,388,4sU1,27dM,43504,8460LVpcg1,2006-04-28,3248UHSLV8
71829,4406552569,1996,628,0VZ9,59aD,22365,2097KzQFv7,1978-07-16,3234kmUEN9
71829,4406552569,1996,97,2Sa8,60Po,39873,8415cGxGV8,1970-05-05,6260JaBrx8
71829,4406552569,1996,243,6jJ3,10NX,13655,5928cDOmp9,2007-05-28,4815OlDnP8
85135,2026342840,1970,43,0yT2,13Zw,21738,4250GHxpw7,1973-01-17,1206xHDBU9
70106,3334975732,1970,331,4IF7,03pQ,18395,0827vaDia3,2013-04-04,8183WaYxQ5
57071,6320312401,2007,676,3YY6,69mp,30398,7809XFUHt7,2001-09-03,0739uzrDC3
57071,6320312401,2007,446,5fz0,22Wx,55612,1714aJAUj2,2001-02-27,6739CyUeq7
57071,6320312401,2007,438,3Xy6,35zw,92555,9218SBmgG5,1993-11-08,2753jrVtc2
75882,9455315796,1998,913,5fc1,45dt,15093,7674PkvzJ9,1994-01-19,3523JFnFm1
75882,9455315796,1998,2,6RU8,63yf,96153,7923gxbVS7,1972-08-14,4947OyNXM8
95698,8802931199,2020,806,3Ax5,83zB,53545,5871ajqjT4,2004-09-15,9913yJCyG8
95698,8802931199,2020,437,1dq7,83UW,78572,6648QlIhs8,1986-10-30,3938WXjDA9
65990,5930199945,2016,271,0FO5,30hN,94835,4501qRdGg9,1981-12-15,0558bScWy3
65990,5930199945,2016,268,8aa4,64SY,61934,5584IJigy6,1997-01-04,5621yPimD8
54700,8419616233,1991,187,2jd4,33Mc,3718,5131LCcAt7,2010-11-08,7837IwcaQ3
54700,8419616233,1991,322,7LG4,07uD,43216,5873LrdYQ8,1979-05-13,1928gqPJc5
58532,8697119578,2023,276,4xy0,74cm,48463,9338TxBOd9,1970-11-07,6064jLEtF4
58532,8697119578,2023,759,0Fq0,96gH,69514,0791aClkZ6,1997-01-21,4690xfWLB1
3974,2748846796,2016,411,3FC6,57gg,11896,9701tIZYz7,2018-05-25,1209eATaE6
63088,6873532233,2007,25,4WI5,41aF,97666,3153NKzyA1,1975-02-14,9856HuLzP0
38338,5179937160,1979,321,2hE0,15Bj,82421,5235izZgW7,1983-01-04,7150vAUYc0
38338,5179937160,1979,146,3qm5,73ah,19209,8415PHazl8,2023-05-10,9505PNOan4
60049,2242388678,1986,313,7zY6,06HQ,89998,9566azMUq6,1988-11-16,0977slEtB2
60049,2242388678,1986,205,7lz2,52LW,64261,2692NugcA7,1997-04-08,1876YGAJE9
60049,2242388678,1986,37,1yc9,39MT,43922,2350Rjofv8,1990-09-26,0897NRYpW4
64205,7983146749,2000,283,6HV1,02UA,60567,8612KfMyT3,1977-01-06,4396bGXwb1
64205,7983146749,2000,226,2pc8,33wn,51693,9556kRpBx3,2022-04-28,5005PInJJ4
10997,274726639,2023,764,9gI3,91lv,36747,0420XRSOL0,1975-02-08,7852ZNTGm0
10997,274726639,2023,514,6wO5,55cF,99966,1858Mrjip0,1990-04-28,3701fHgOO7
95209,1271215907,1979,932,0BN2,77hh,91585,4418LPEOW8,1976-02-18,8190Ehnpf0
95209,1271215907,1979,918,6GU6,74Zo,47764,8347mAMNn7,1973-11-02,6144EnDOB5
95209,1271215907,1979,185,9ba3,46jU,42591,7591zwLpD9,2010-03-10,8032fsOKx8
72989,875218717,1996,235,8vK8,45FA,28484,5907Fddpr7,2008-01-17,0267tnKcC7
21996,1970328375,1975,7,6Kx7,30nM,37601,9148gEWpr9,1980-11-04,1317vCPHO2
21996,1970328375,1975,464,2jw1,84jp,96683,9393cQHPr2,1979-04-02,2158fkvdo7
58883,3326915523,1977,488,9kl9,67ZJ,44914,0052pELEO6,2018-09-02,0839makYx8
58883,3326915523,1977,253,6Hy0,08iX,32321,5899SAExc4,2006-01-03,6503vlkEe0
58883,3326915523,1977,354,1mZ0,26Lp,78854,2322rlByu5,2013-02-10,1982IMyWx5
85702,5563399163,1993,98,9RM5,74PJ,94907,2865docwB5,2016-05-22,9131QshfB3
85702,5563399163,1993,999,6bE5,83yP,91621,8742xiHZk8,2011-02-04,3237WtTgD0
85702,5563399163,1993,378,4BQ9,53aA,43261,2046kOZkd0,2019-06-03,6345YlkPS7
46150,3427708566,2024,679,5WT5,23Aq,89479,0334nEeCq0,1976-04-22,1951RrjTv9
46150,3427708566,2024,898,1aE3,71lH,72503,0977wSmWk0,2005-07-13,4134EVklE4
92983,7856198183,1972,738,1nV0,76hO,15620,8182tZuBO6,1986-01-07,0945NkzNm0
92983,7856198183,1972,934,1BB7,69oS,99918,5900GyuSR1,2016-10-08,0631UHACf1
92983,7856198183,1972,103,9kc0,38Wk,53223,9973SxfFT1,1987-11-14,8900fWkQE2
59727,1208754024,1981,805,7Vy9,87eX,54841,1869mCPyu4,2019-12-09,3795eDRnj5
63685,4699905423,1978,568,5MK3,03Uj,94497,2303wbbZm6,2016-05-02,1036xuRQo3
63685,4699905423,1978,484,1kX2,73KP,39128,1389aZznT4,1978-11-26,1238GzRxN0
63685,4699905423,1978,406,2or6,24ZC,31687,9219RSpYv8,1975-06-26,4205HdinV0
49072,4997125191,2010,750,8ka5,05dT,61514,2818BHiaI9,1995-07-02,3121XofXG1
49072,4997125191,2010,370,8IU3,32fv,10151,1690OcaVF1,1978-05-18,7541SPpgp7
49072,4997125191,2010,389,8xR3,57ie,76386,6436RauHw4,1990-12-29,1585UCHwp5
99622,7539213498,2016,190,6ej7,76LF,30788,6581IlGec0,2021-10-20,9389pxMyk3
92417,7139034365,2002,18,5jB9,43pw,38320,9438xffbU7,1994-10-14,9675AEffO5
92417,7139034365,2002,33,2JG2,95lu,86701,9325oFNhR3,2001-10-25,4959OiXTO0
73313,7836795629,1995,344,7fo3,58Tu,74812,6395GxhXR2,1995-06-04,3966JhQcd1
73313,7836795629,1995,308,6bg9,23cp,59873,6844vFAKX6,1977-10-03,6995FPpvT8
73313,7836795629,1995,554,9co3,38Ty,13320,9370bgKla0,2015-10-26,8215CAAIG4
35464,1815153390,1972,442,2bD2,92MB,12548,4018xMnZn8,2018-12-26,7719CAWvU9
18299,6221143716,2015,385,3NM9,84yS,44785,1301LVRKs0,1997-10-15,3236VsTBG6
18299,6221143716,2015,959,8wF3,77Ry,14730,1558AcyBs0,2003-10-10,5785JXqjo7
46531,7101336936,1988,292,3PM7,44IA,15968,9685HYvsw9,1986-05-20,9577UhhtB0
92684,7630627875,2000,313,5Na7,21DP,86744,5593zfExH7,1970-02-17,5541EYRwm0
92684,7630627875,2000,412,1Tu1,91TZ,62345,0763chwFv6,2013-04-12,2819aShAT4
62266,8892959386,1981,849,9Ly4,19Gh,70721,3495fRoTw5,2003-04-09,9650tGYxJ1
74849,5757104422,1990,151,7Mh3,81sw,58130,9028FoqhN8,2017-08-25,8675sRhzl7
68702,1309296194,2005,809,9CT1,93HL,86875,7038aXcrv9,1972-03-14,6809HDLmv0
9355,7023844628,1971,700,7cz7,67jS,5637,6250DdyJz4,2021-06-24,1820vjalO5
57215,5951909875,1975,31,6fm5,92ct,70716,0916rdHed4,1975-07-29,7656DQlIJ2
57215,5951909875,1975,260,7VX1,56og,83123,4823LRfwL1,2006-04-09,8846mQHaA0
12694,4956781296,2000,994,7sl3,32ly,39653,5535jFcod0,1991-04-02,7973NYwep8
12694,4956781296,2000,560,1Ph9,50Zg,61731,0895mtILk6,1974-01-24,4397eIKiv9
22385,2472751917,2020,677,5Pn0,81av,17837,1372EPJkq7,2003-06-27,9506BOODI7
22385,2472751917,2020,524,5rM3,10Iz,22323,6594GsedC7,2008-04-08,2020UAbSY9
21355,2528569734,1981,424,2Yx7,14JP,29915,5850lfhve9,1980-06-06,0536dTuYu0
21355,2528569734,1981,788,5SP5,65Jh,54307,6631VOzbZ6,1994-12-12,9980aGrvO8
56424,6332231596,1989,261,1iB0,51zv,95445,7857bhiEn8,1991-05-07,8825RbvDf3
52573,817487627,1971,127,8TH6,41Sm,58617,5906uApvb5,2021-01-24,5934cxOUh6
52573,817487627,1971,190,0CY9,39jY,47135,5504kPOLw0,2010-09-23,0776IkyAX4
37198,6111665817,1978,741,3yJ9,38Px,45159,5888INeGE8,1974-02-11,3337Hjtde5
37198,6111665817,1978,845,3zR2,33Mw,85668,3746FdwGm0,1982-02-16,4153mwzSg0
37198,6111665817,1978,46,8DQ4,45xW,79980,7835nuorc7,2004-05-17,3749HQvsJ6
60944,6761829496,2022,531,2vo4,75no,86104,7305SrhwX1,1992-06-30,8280qWrPJ5
60944,6761829496,2022,191,7xv1,51tK,87267,9628bRupk3,1998-11-22,8273mYLOO4
20812,754871849,1998,862,9wK5,16Fj,51024,5450LDXnN4,1992-02-14,2401hpmfE5
20812,754871849,1998,575,9gX6,62mj,18552,3855pqiNl7,2003-06-12,7937lxzpo1
7718,4245036993,1975,178,1EO8,28IV,30314,7820bIsPn9,2014-07-09,5762sLBHv5
7718,4245036993,1975,889,8GL5,84vI,41996,2237mEyxm2,1983-01-05,4539nuYDR3
1257,7107195456,1982,759,8Dn8,44Wa,37041,6596SuvDC0,2023-08-06,8515QomtX2
23790,7033564649,1975,169,6hF6,28ce,99733,3594SLHfO0,2016-09-28,4430VrAqQ7
23790,7033564649,1975,834,0Jd5,60Cm,36792,5250XZgYs1,1998-09-26,1387zHOJs0
34526,7584215356,2002,823,8lI7,09lY,53091,6617bylNg9,1995-12-06,2757iaMhq8
34526,7584215356,2002,745,9wj0,31aK,99031,9296ltLff9,2005-12-30,2893CfbwM0
53525,5374870570,1989,920,2nb4,75NJ,71945,5131bEoRa1,1978-04-20,1846FlobF0
53525,5374870570,1989,216,2Nn6,33rh,27429,2249aMwse3,2002-04-01,5636YHNrE0
53525,5374870570,1989,814,6my1,81aT,56779,9116gZMHK1,2017-02-25,0965ySRng1
38739,4083615925,1998,354,7OE2,84TJ,11242,1417krHiO7,2020-07-05,8683CMSXV6
