IntercompanyNo,CompanyCode,FiscalYear,DocumentNo
4905,92738,2007,3360034471
4905,51034,1977,9544064926
2404,12863,1986,3944606533
7491,70420,2013,2022125682
7491,67197,2017,9504288080
2004,80811,1996,4338181762
2004,79236,2013,1376099428
2004,30139,1973,8811726073
8868,64611,1982,3695402830
4493,64519,1973,2538944656
2293,22329,2005,1127865009
3674,66586,2016,1038990434
3674,30542,2003,9661366239
6242,21714,1972,5568677574
6242,13468,1997,2217349076
1836,97373,2008,4325367099
1902,64017,2020,2599439841
5672,53300,2019,0569723650
5672,46634,2023,4816775304
6964,87204,2000,4371675932
5659,40896,2004,2123643417
5659,32295,2021,1977004284
5659,27979,1986,0279024959
6106,55645,2015,0480677729
6106,78345,2001,5570853938
6106,74366,1978,7898226336
6465,13723,1976,6280667321
6465,57516,1991,0726603987
6299,44904,1978,9209459313
6299,90595,1972,8104867425
1113,49922,1984,6826675345
1113,16798,2018,2744227185
1113,45139,2002,9566214744
2324,6469,1979,6491339652
2324,56472,2022,0042096352
2324,33998,1980,4014878381
8641,43785,1982,8562359604
7441,62956,2009,6047366264
9413,2804,1985,8646823818
9413,64560,1978,6930251489
5679,15119,1972,7287925955
5679,50272,1998,2789547642
2258,53378,2013,6382263005
2258,16045,1972,8986749017
7508,21966,1999,1389589866
7508,81423,2008,4301752360
9371,32806,2006,6604575820
858,36363,2010,7372709447
858,61265,1971,1842528569
858,78802,1994,2532560369
709,72541,1995,0531977332
709,49519,2014,1151222863
2390,2755,1978,0077473221
4088,41561,2020,1264906071
8996,89998,1987,3456232477
8996,12377,1998,7246960596
5727,93394,1977,6024280554
4985,18,2011,2761793316
4985,27676,1970,1702028193
9253,95340,2004,7780957899
9253,22048,1981,9983705773
828,62030,1994,6500255201
828,50105,1972,9614561233
828,20784,2013,9664045733
7619,48244,1979,0463697825
2519,33375,2020,8450159493
9784,65230,1985,5113880113
9784,9923,1992,8733751726
1321,24264,2013,0432698696
1321,30195,2024,7716324718
1321,24871,2005,3751871529
742,71589,1993,2863177489
742,42550,2018,0150372417
742,59243,1973,6253315146
4487,48181,2001,7791279930
196,70991,2022,4723632064
686,75071,2024,5681268468
686,26595,1990,6956104838
8357,83703,2015,7496151411
8357,64558,2008,5670694764
9621,13518,2020,0305218712
9621,13518,1984,5555440356
3664,12160,1998,6588477241
3564,26969,2016,5029325277
3564,67301,1982,8116593501
6774,52869,2009,6707579899
2106,67857,1998,4629043765
2106,93505,1976,9098322804
2106,81855,1983,8216945274
3999,36816,1974,8358943660
3999,23,1995,2071432280
3999,84657,2020,4653509943
8064,62259,1992,3771659092
8064,31515,2018,7079788784
2330,30223,1986,7343344318
1884,76569,2006,8329802365
1884,10481,2008,8732702269
1884,60510,2003,6947619475
2127,8111,2010,2396788326
2127,60955,1979,1119160002
2127,37565,1982,8228401841
8091,10510,2001,6958856116
6291,91719,1996,5723096035
6291,49014,1998,5650305132
9989,36063,1980,5836298521
9989,12541,2019,2305452996
9989,27691,2010,7645571216
4853,2745,1984,8934207582
4853,91809,1972,6120160659
6298,88163,1977,2738522110
6298,24042,2000,5810363040
6298,5668,1977,3615377428
3795,23102,1976,1167552884
3795,81787,1980,5532171861
3795,58570,1984,9973096899
5110,56684,1971,9345340116
5110,51953,1985,5971891753
5110,23554,1974,8178948226
3347,83943,1997,8834716600
3347,99514,1980,9492250001
3347,20180,2002,8902007631
5155,22048,2024,4286638383
7340,4064,1986,6521790693
7340,58507,1977,0535110846
7340,5245,2018,8482815043
4099,66830,1977,5862978171
6407,8053,2018,7573195856
6407,90402,2008,6029489458
6407,38293,2002,7660879889
5906,54051,1998,8566600377
7732,57516,1981,5965537998
8427,95546,1981,6469223905
8427,35395,1977,0184559190
8427,23798,1984,9869156809
3707,3273,1992,2477833042
3707,66014,1992,1641386253
3707,54348,1996,6078545193
9157,29156,2009,3153381244
1552,68208,2005,3527507928
1552,51074,2021,2265170937
7847,22410,1993,3520894913
6018,43916,1988,1333154008
6018,9986,1971,6696231857
6018,66163,1975,8944807294
6225,3544,2016,6903226679
6225,80905,1976,9409304680
5101,36911,2005,6118549729
5101,34421,2001,6370892640
5101,29107,2014,3756615068
3084,68379,2000,9044001510
8840,77907,2016,2411219455
8840,74676,1999,8910796279
8840,49837,2013,2550059613
2807,79358,2014,4780413561
6084,31789,1970,5314958734
6084,22047,2017,4399143203
6084,32247,1982,3154195774
3526,16956,2001,5771535198
3526,72348,2004,3229709702
7503,36953,2022,7505555639
152,27579,1992,6531773961
152,27465,1993,6203223045
217,54610,2018,0440838899
217,33372,2019,8887943249
217,75997,1996,6001694175
9800,75480,1997,1928053880
1410,60955,1974,1818181614
6444,2745,2000,2836367150
7426,84235,1977,1531765399
7488,441,1977,0881913841
7923,67125,2017,9114068309
3947,21527,1970,2244401443
3947,35099,2002,4837021060
3947,55044,1989,7082285053
7933,98617,1979,6646887145
7938,85741,1997,6726806254
9416,97471,1986,9470371043
7127,71454,1998,9324016584
7127,13468,2004,2229292249
6783,10087,1985,7403792203
6783,48824,2002,4436514534
2184,8609,1972,7823076756
2569,74180,1993,4153398489
2569,51696,1972,0559420324
3703,40678,1979,8685621279
3703,2913,1988,6106328297
3703,2772,2020,3013227591
4607,2245,2022,5937903529
4607,35597,2009,6406985192
4502,19707,2003,8545266005
5364,3303,2015,9293945051
8176,33528,2010,0945451161
4986,57641,1984,8705241793
4887,95349,1970,1937941807
4887,95734,2014,4149952807
2042,85360,2004,1618265784
2042,13975,1986,8081595697
7675,3328,2008,9779491567
5784,90533,1992,8614976262
4260,22386,1970,0758424298
6999,22053,2007,9366295814
6999,9024,1978,7031367869
6999,71131,2003,9279600016
4423,94800,2005,9718158928
7698,68651,2022,1871883786
7698,23522,2003,2378524864
7698,37390,1970,5602722938
1872,25977,1977,0377335721
1872,63004,2015,1510760895
2143,15835,1989,0851858080
2143,83207,1990,9526448354
2143,54566,1999,3245387997
6383,4355,2023,3273156207
6383,11913,2014,3889428543
6383,30203,1992,0084940608
6951,3116,1972,1208754623
6951,1442,2014,1872693037
6167,24555,1997,5333453069
6167,13983,2002,3003236887
6167,32599,1988,1533428504
6695,70543,1989,6942333916
9104,11045,2019,4688588517
9104,18604,1972,8054572272
9104,96827,2023,3848900792
7330,28080,2015,6002673463
7330,8272,2014,3326092753
3749,16646,1992,2655006989
1264,71845,1974,4659120870
5545,14537,2011,0610464788
8837,90003,2019,3974406842
8837,62845,2011,2836141235
8837,17779,1993,8213312864
544,12278,1982,9745471806
3843,7606,1976,0870441760
3843,23807,1993,8699706053
2448,91298,1988,8259012889
2448,34932,1982,1362126956
2448,69050,1974,5684873085
6051,83640,2014,6261176449
6051,70365,1981,7721130207
6051,39761,1989,0330802799
7250,81320,2022,0278634437
5837,20516,2008,5456138528
5837,81367,2011,4294223429
3396,11406,1980,4006112227
8259,25888,1984,2105336784
8259,15839,1973,8217257301
8259,24747,2002,3259235467
5909,81821,1976,3252588808
4846,67289,2007,2678064548
4846,54413,1979,2429400093
4846,38233,1979,4085115556
1642,75510,1980,9062376036
1642,92768,2014,4256391954
1642,4899,1976,6320231464
7731,35258,1994,0431483015
6352,81675,2009,5233387230
6352,36593,1982,4524188532
6352,57416,1974,0591366346
572,55889,2015,6385178378
572,66350,1982,7238335437
3226,26413,2023,3096580216
3226,21956,2021,9261135947
1084,90803,1980,5709880872
1084,41370,2010,7989354584
7691,91779,2017,8413463585
6092,70359,1976,6502459071
6092,91298,2020,5296338893
5371,14077,1995,6519384831
5371,75980,2005,3116923429
5371,33634,2012,9901847463
4451,50030,1974,7252656339
2138,3889,1975,9630024607
2138,5738,1971,8548845627
2138,88056,1974,1673755927
8010,51627,1970,9212302279
8010,71916,2018,3443742377
8010,98227,1998,2555993841
4200,40614,2012,4972739008
4200,47443,1977,9286237548
3504,1013,1986,6797200610
1645,1642,2019,6338796726
4903,62219,1971,7142702845
7216,94052,2013,1194427718
7216,59425,1996,0977579551
7216,54469,1988,9586923429
1088,69781,1985,1914522767
1088,51511,2011,2927665983
1088,37984,2020,6002384577
6006,93612,1994,8716917026
2295,33156,1989,6216388819
2295,15119,1993,8363985955
137,30542,2003,2716754326
137,77435,2015,2544361503
5111,28080,2004,5813121813
5111,81116,1972,3527296251
7103,33791,2003,5486823364
7103,7097,1997,2312104579
6562,75680,2005,2114292648
6562,74716,1985,6081099077
6562,64593,2018,6709187957
53,73172,2002,6933294789
4044,36544,2022,0998330578
4044,10570,2021,4652191991
4044,26396,2001,2658437905
8514,40426,2023,4558058643
4907,3622,1989,8958919908
4907,93805,1988,3694586076
4907,70234,1988,7338138768
5752,25381,1988,0380017571
5752,37018,1985,5817217733
6344,11963,1985,2077258705
6344,51511,1974,8858491059
4209,93820,2018,6439318117
4209,86243,2010,8364482642
4209,15741,2016,1853577488
9912,80771,1983,1667006249
9912,96221,1971,7735870636
3450,49417,2018,0016519009
3450,81236,2010,4808841314
3450,90968,2012,9526766277
6701,80082,1982,8109759240
6553,99096,2022,5237144522
4383,11801,2011,6241397857
8079,71847,1981,1007181466
8079,37892,2012,1666926553
3031,86740,2010,7055823892
4896,17425,1989,8380575478
6628,17745,1978,2014294618
6628,32506,1990,6990916535
6628,90796,1998,5414004228
2225,36715,2015,1701093875
2225,10510,2023,2559226010
2225,48628,2013,8663477780
4740,60049,2017,0592622407
4740,94480,1987,9228578146
4740,60510,1974,6777218613
2877,23871,2020,3492913617
2877,77213,1972,3409067696
2877,25884,1981,7124411795
6140,63113,2002,6262746591
6140,3986,2019,0744869405
2207,91184,2022,9721460097
3309,35385,2017,7418072189
3309,83778,2011,8438118545
3309,27639,2008,4848435028
7692,75005,1990,3159478320
7692,99910,2017,5650643234
7692,90017,1978,8206743962
2310,75661,2005,0578671144
2310,70004,2007,2729573070
847,9686,2018,2990031876
8009,97541,1987,0563382980
8009,94572,1991,9125425736
5756,61168,2005,9753090214
5756,75597,2010,3490048328
7181,80831,1971,8925740159
7181,42232,2013,4504732230
9707,91396,2021,5646640334
1304,35519,1979,4425106539
1304,34016,1990,2623658051
2408,69387,1976,2289165949
2408,47759,1988,0340176529
8280,413,1996,9042004414
8894,50859,1973,7289453463
8894,17597,1978,1286857663
6480,14136,1970,1366864210
6480,55310,1976,5773514222
4830,28847,2011,7563720627
3876,98630,1977,4287907995
4339,88695,2005,3920727709
4339,79424,1997,1015313940
4339,23224,1997,4261752133
8125,33415,1992,8250369164
8125,42196,2016,1567754228
7862,34443,1991,6599729334
7862,90962,1979,6583259472
7862,75828,2020,9827486435
3227,15017,2001,6398735057
3227,16,2019,0527067097
2152,27898,2009,5576334449
2152,11918,1984,0928303929
2152,4130,1973,3805378193
7667,7942,1984,8134812862
7667,36578,2003,0631792287
7667,21966,1990,8191153971
6451,14959,1998,9446723815
2682,10045,2024,5042628977
2682,59259,1999,3602592083
2682,77719,2022,0599163650
6205,86022,1996,3748545438
6205,66410,1989,6817448171
430,40515,1990,0992402880
196,12735,2016,9747841214
5572,11264,1999,6514680888
6118,61304,1999,8302865154
6118,58492,1974,6903623103
4792,46489,1971,9323327097
4792,3425,1997,0886289268
6292,38233,1980,8841996981
4559,65516,1980,5411310317
4559,97303,1977,0536172531
4559,41029,1973,6709950993
5156,29636,2010,5985497176
4169,66613,2010,8705127685
4169,24092,2016,5582944179
4169,72419,1984,8831853511
7737,24671,2003,4435413941
7737,80635,1979,0593889477
1357,31488,1995,7169175303
1357,95889,2009,9231839433
1357,68957,2014,3280985974
901,34432,2023,3666310005
6256,34563,2019,7575842400
6256,40515,1984,6846126830
731,45388,1982,7359011304
731,24242,2023,0713428171
731,86778,2010,6204780735
2393,60944,2022,7822381500
2393,69969,1976,0770731410
9385,18603,1982,2783076542
9385,27399,1991,4575998529
9385,77368,1988,7940702607
6639,19948,2000,2166264857
6639,10712,1998,8649031195
6639,2293,2008,3442441100
7567,33528,2011,3436621199
6983,89712,2015,5907279909
699,75269,1985,5689469264
3626,304,1978,0412500791
3626,70576,1981,3149732763
3626,68856,1985,1513161943
3667,11653,1978,4317929964
134,5678,2004,9247995759
134,66389,1979,4332048619
6266,37815,1987,3628269950
6266,19357,1984,2647776084
9803,97797,2013,0245604100
9803,8880,1975,1571866197
9803,27049,1991,4027831566
4414,75256,1972,5719193971
2367,30063,1996,6942870087
2367,54700,1991,8538117501
4758,45074,1990,9380193132
4758,96442,1983,8082329670
4758,51134,2011,6981490853
6004,10570,2015,6890792433
6004,43766,1974,5690349407
888,90595,2013,8220211031
888,55482,2015,8531563997
326,2496,1999,4802480273
5623,19707,2022,4288085142
4500,15005,1990,6581917439
6083,75764,1998,9927429123
7785,71058,2015,6764063584
7785,51397,2016,6563700687
7785,67043,1983,9051397745
6518,52615,2024,2968603434
6518,9380,1974,7028746484
3381,82503,2000,0848325675
1813,31001,1991,6758282958
5645,41315,2024,7818300937
5645,95443,2021,4618909905
2323,42669,1992,8033554788
2323,44912,1988,5860740107
2890,99377,1971,8550901994
857,97666,1975,9759691610
8156,61640,2012,4353791056
8156,29565,2014,8219823588
8156,23807,2022,6711939471
6449,84616,1984,2107704703
6449,47011,2023,3515344252
5092,94297,1991,1563393548
5092,93322,1973,9774149599
7632,12160,2000,3658777510
7632,4642,2020,3756346236
8135,51511,1971,6339023100
8135,26982,1979,6187473283
1763,91717,1996,5424876033
2927,97069,1975,9409524884
2927,5013,1978,1803838900
2927,61134,2011,3634352123
4616,11961,2024,0749074221
9592,2938,2023,8436689049
9592,8602,2023,9054972306
7808,98411,2013,2194053405
7808,66735,2019,8355714397
7117,61254,1974,2369219271
7117,31032,2021,9918881938
7751,33845,2009,2846152783
7751,30545,2016,2272483717
7751,79539,2021,7976493501
4893,53876,2007,0470020248
4893,35678,2014,7520588230
4584,64358,2019,7135907000
4584,10618,2010,6632270258
4584,33391,1981,4871783212
5526,81759,2020,2475221256
5526,89428,1982,9159101293
5526,80708,1984,1555430548
2822,75509,2019,7046730175
2822,75529,2001,1833254350
2822,35036,2019,4518063441
3899,44522,2004,0727130095
3899,46600,2022,4497821739
5285,9840,1986,5506274014
5285,25185,1989,1506350989
8613,29326,1982,3296468940
8613,16423,2001,9414019336
8613,769,1997,6981724950
6793,215,2016,7034885914
6793,22304,1998,0003876127
405,68146,2018,7496294136
405,70398,1988,3752558457
405,10038,2019,9985972842
1221,1301,1999,7288402834
1221,2415,2000,3626260559
1221,50080,2012,3471936463
8035,98212,1975,8902818711
8035,10557,1987,8000310330
5772,4736,1992,4418732086
5772,10579,1979,2898166466
4286,30084,2015,5500690265
4286,33696,2015,7354196899
4286,57259,1989,3750743099
991,7783,2008,3476997533
5045,88259,1989,3113789735
5045,76754,2015,0994991539
5045,91422,1993,4971344490
1404,16141,1983,5119018841
6231,89833,2009,3798454263
6231,69986,2011,7654730324
5415,85741,2008,3075364808
5415,62292,2005,8842537999
8495,67622,2019,1161084314
8495,96830,2004,3868811092
7775,87237,2019,2079071965
7775,75130,1987,8188166608
7775,30084,1993,5785723274
9504,69489,2020,0930683760
9504,77128,1983,5104698332
7539,11258,1993,6742263093
7539,9110,2022,6554334271
7539,9634,1973,3051456633
3619,34842,1999,4780172611
3619,16365,1980,1167340370
3619,2496,1987,9111126466
1329,39983,1970,6821988220
7942,78219,1978,4570914169
7242,29080,2021,7662176653
7242,68921,2000,2012175724
7242,67972,1979,2297360144
716,64831,2009,8273682034
716,11667,1983,0878047879
5615,65526,2005,6750018486
5782,62072,1995,4146076577
5782,67679,1984,5003130879
5782,44987,2003,0846860307
3782,50791,1983,5815201959
8031,46039,1979,9944813175
8031,21944,2017,7314142935
8031,33921,2024,9335894010
6651,12539,1985,5945448995
6651,1925,2017,7934331133
6651,85679,2016,2953402337
9988,1098,1986,8325312964
9988,56179,2014,1868046230
2222,55176,2000,1386458404
2222,61443,2001,1762264469
2222,52928,1970,2750545635
7925,18167,1972,4958905374
7925,64214,2016,9062180857
667,45958,2015,5903936234
4102,6572,1979,0617455798
4102,69057,1988,1676589493
4102,70796,1979,2770913659
2806,75997,2023,6706721506
7802,14136,2010,7030719963
7960,96438,1973,0408170557
5369,31222,1995,6974740989
8829,63271,1975,0199938933
7659,40889,2002,7348903320
783,78016,2017,3958656261
8047,50193,2008,0956129242
8047,93815,1980,0052549148
7491,9258,2003,5660900357
7491,74652,1992,3349010441
8824,27231,1995,0620735634
860,13085,1977,4467490666
860,86014,2018,9292702958
3706,51673,2014,7821109003
718,74658,2006,5285290214
718,84522,1999,4723971086
718,55940,1993,1746809291
2304,30013,2000,7747799013
2304,21086,2022,0106105519
663,33280,2019,4988082363
6802,9931,1986,3530697772
6802,95392,1994,1487644041
6802,19080,1976,2489381060
2138,76316,1994,3940583197
6825,12855,2005,5534891021
6825,80450,2012,2579353889
6825,81442,1970,1807281809
4453,45818,1976,4924426805
2188,61443,1978,2928562067
875,51134,1980,7284050808
6704,70220,1985,3774212271
6704,19461,1983,8997023279
6704,89699,2012,7952556872
783,99070,2009,5541778760
783,35629,2016,6923907481
9880,14871,2006,3879849655
6664,96322,1984,6327411803
6416,88963,1991,6140950199
7136,82694,2013,1744906263
3602,76569,2003,0345296075
1770,19860,1971,8852341859
4736,97192,2019,2138743360
4736,49614,1993,9807464058
4736,96684,1998,2164051965
9566,87488,1984,9208602623
9566,92488,2014,6480285797
9566,57303,2018,4119329574
1005,12642,2003,0466026680
1005,35888,2023,5492157014
5824,40426,1990,8513898146
5824,74631,2009,4615953441
2769,55777,1983,1233295581
2769,73307,1993,1390922268
2769,28684,1972,2220340119
1518,54928,2001,5850068608
1518,26308,2024,7799093799
1518,95889,2019,1835573025
6388,4603,2004,4771400157
6388,4596,1998,1349693734
6388,62259,1991,9120213560
8130,90668,2009,3034666081
8130,2862,1978,6892021481
8130,57570,1990,5528984240
1463,57303,1978,5544977925
1463,97541,1981,6062367791
1463,79972,1992,8844850682
8750,47912,1978,7082576713
1750,26435,1994,3773295255
7414,23058,1991,5287872577
400,6170,2020,5374191340
6498,47565,1978,3403490421
5982,20,1981,6225190280
2170,47202,2019,3507208939
2170,37984,2014,1071153705
2170,33863,2007,0313084033
5292,92220,1989,5085217823
5292,24550,1971,3881402313
2073,76376,1984,1023546699
2073,53498,2008,9319307837
2073,64883,1974,8024856227
490,56903,1998,2431494416
490,54169,2001,1401270110
2212,76797,1989,3001130510
2212,64020,2009,1943291134
5525,62219,1983,8513699095
3016,38787,2002,1571182634
3016,21951,1982,6613033613
3016,77266,1991,9917902980
2666,13223,1997,0702623447
2666,66512,1997,0238651814
4188,47289,1998,9639698110
4188,45861,1991,8406844870
7591,61057,1978,0918782815
7591,19618,1997,0535045373
2414,32087,2005,4179146310
2414,31605,1985,9377182726
469,76191,2004,0042612976
469,97003,1996,0230280084
10,53498,2001,9618622798
10,97771,1995,8367620261
10,215,1996,9666792359
921,4812,1973,0556244149
5496,83593,2012,4450113136
5496,52105,1985,2336731743
5496,96499,1979,6061629002
163,18723,1978,7645015305
163,93678,2018,5628193407
163,63489,1988,9115308159
2370,99119,1983,6281451689
9989,38145,2019,5084257418
1579,36372,1995,9056949140
1579,60510,1990,0777417877
1579,42003,2024,9544124162
2381,85665,2020,7065414757
2381,60544,1974,2892607790
2381,53463,1994,8438326388
1803,67596,1978,6048626060
1803,58451,2009,7345794908
1803,42239,1999,3739463859
8616,36114,2016,6314926231
26,54965,2020,9491580133
26,99527,2011,7760638238
26,32992,1980,1427041974
8556,22643,1971,6808796472
9688,92757,2006,1739253254
144,30986,2005,2190312642
144,26032,1989,0990009806
5068,39309,2001,0132794794
5438,99340,2008,8064737861
5438,26675,1995,2876915717
5438,50753,1989,0593016526
7250,64672,1986,5587158934
7250,60248,1983,6365071166
7250,85741,2017,5704441948
5583,46239,1999,5597239768
9002,26308,1995,5340643921
9002,71829,1996,4406552569
9002,85135,1970,2026342840
3926,70106,1970,3334975732
3926,57071,2007,6320312401
3926,75882,1998,9455315796
6594,95698,2020,8802931199
6594,65990,2016,5930199945
5535,54700,1991,8419616233
5535,58532,2023,8697119578
7343,3974,2016,2748846796
7343,63088,2007,6873532233
30,38338,1979,5179937160
133,60049,1986,2242388678
133,64205,2000,7983146749
4988,10997,2023,0274726639
4988,95209,1979,1271215907
4988,72989,1996,0875218717
5086,21996,1975,1970328375
4796,58883,1977,3326915523
5152,85702,1993,5563399163
5152,46150,2024,3427708566
9898,92983,1972,7856198183
9898,59727,1981,1208754024
7988,63685,1978,4699905423
7988,49072,2010,4997125191
5424,99622,2016,7539213498
5424,92417,2002,7139034365
7452,73313,1995,7836795629
7452,35464,1972,1815153390
7452,18299,2015,6221143716
6006,46531,1988,7101336936
6006,92684,2000,7630627875
5043,62266,1981,8892959386
9736,74849,1990,5757104422
9736,68702,2005,1309296194
9736,9355,1971,7023844628
7241,57215,1975,5951909875
7241,12694,2000,4956781296
7241,22385,2020,2472751917
5813,21355,1981,2528569734
5813,56424,1989,6332231596
4220,52573,1971,0817487627
4281,37198,1978,6111665817
9394,60944,2022,6761829496
9394,20812,1998,0754871849
9394,7718,1975,4245036993
3181,1257,1982,7107195456
3181,23790,1975,7033564649
3181,34526,2002,7584215356
159,53525,1989,5374870570
159,38739,1998,4083615925
4494,33017,2017,4730416698
4494,74676,2016,3806416115
4494,24358,1979,7707238457
4884,77194,2021,7328316228
4884,78125,1985,5110732619
4884,81701,2018,2870169710
5445,42892,1979,1082164270
1705,75072,2015,1675473395
1705,35179,1982,0079864825
1705,18299,2000,7861460070
7259,13688,1997,5352143446
526,8981,2009,0591365982
526,30016,2020,7167245674
526,39269,2001,7534024079
8973,1902,1997,2246622274
8973,35239,1982,0082025257
8973,17425,2008,2052130388
4336,74307,1981,0425998593
4336,1416,1977,1065563787
5283,66692,1992,8553865143
5283,83507,1988,1182563280
1258,47773,1996,1802410038
1258,87285,1992,7369800922
8378,93844,2003,2808692943
2612,34910,2016,6060377838
2612,33241,1990,1110560705
2612,25436,2005,9331474754
1596,1741,2000,9433376454
1596,74690,1977,5690105096
1596,12708,1970,0860856987
4829,50999,1979,7412655026
4829,64560,1983,9713808314
4829,61485,1991,8137249156
1774,54198,2000,0778992351
7367,65015,2015,4656533269
1372,4461,2013,3895466407
1372,25753,1988,6086403155
977,811,2023,8070964732
2312,92716,2018,9812483569
2312,20097,2021,4714734715
7911,11704,1995,8676483964
7911,79252,1998,2749684491
7911,13485,1995,2939611840
5841,86452,1997,9370751880
5841,77540,1980,9751902699
5841,3361,1979,1511012658
7,24227,1997,5839481154
7,13079,1999,1295503203
7,97105,1997,7764947042
8064,72026,1998,6406428540
8064,96543,2008,0724118773
3944,27953,2023,0323387498
3944,30152,1992,8452158502
8411,12034,1970,6558137594
8411,85104,2008,6381805282
8411,88109,2012,3257443002
8180,92948,2006,0857373933
8180,49428,1988,1749766011
9643,97003,2000,6766138491
9643,91789,2010,0984843641
9643,28912,1970,0317827139
2973,23871,1991,8417154629
2973,17432,2011,3817999743
2973,6170,1976,5439969362
8506,8667,2009,2870411355
8506,36481,1999,4021078001
8506,40678,2011,5546987573
1626,71942,1990,6998505213
1626,82576,1976,4028451053
3600,55125,1979,5766692952
3600,97189,1983,6173080462
3600,91488,1993,3901366552
5189,7517,2013,1060294174
5189,82307,2007,6415389873
5189,33237,2002,7249604414
216,81706,2002,2073055054
6743,70080,1999,8445968766
6743,517,2001,7262464884
6743,32233,1994,6879773313
2193,12403,1987,0720421556
2193,64241,2014,2861604271
5553,48539,2004,5825035630
5553,48544,2022,8166412600
8311,52741,1976,0952963204
8311,62526,2010,8874594306
1060,26752,1990,7344155317
1060,26519,2005,8481200035
1060,77067,1984,2630193299
9798,22583,2023,5281318032
7025,58117,2021,6387099134
7025,36300,1972,3764609390
8363,89706,1975,0389725506
5029,17889,2005,0688110466
5029,86364,2000,4856975572
5029,40490,1996,6521868674
4998,43613,1972,6090305005
4998,14762,2004,3860090735
4998,59660,2022,2567796629
3148,48539,1978,9674431420
4175,47856,2023,8469068111
4175,57200,2001,7007216108
5932,50613,2008,2353040216
5932,78900,2003,4680295357
3600,85620,2013,9057164504
3600,40144,2012,9461626272
2962,85858,1991,3422668485
2962,45979,1978,2850494797
6159,78720,2016,2818314935
8953,10933,1999,3407834298
8953,48653,2004,2382243869
1870,2451,1990,9346154024
6022,81358,2001,2230241820
6022,47663,1997,0231260414
6022,43079,1975,5996839883
7108,63489,1972,8567171390
7108,46584,1989,7747788507
7108,54428,2010,5924046556
5618,81562,2022,9104639677
3705,87782,1999,8245891661
7845,71182,1986,5725166423
9676,98142,1995,4722342523
2425,98572,1987,7007525586
2425,29803,2020,2879879830
2425,37080,2019,7218888998
9222,12532,2022,2012860346
9222,2575,1972,8568516462
8497,14126,1970,9105985291
8497,26206,1978,4326717680
8497,42725,2012,7634997071
4639,22047,1989,2323076540
4639,78895,1993,1602195927
4639,13560,1975,7871483178
2773,86877,1999,5538721010
2773,1825,1979,6963641804
1375,72509,1981,2704510787
3773,68365,1998,4138920680
2742,56942,1982,1364371741
2742,2075,2016,6086851219
4135,12671,2007,5215951151
4135,46165,2019,6397329630
4135,29346,1971,1405370257
96,10704,2016,7779437100
96,76055,1980,3185510367
96,35652,2017,2323856438
9553,86039,2002,7881078368
9553,67536,1976,3740989004
505,94863,1992,1319569453
4656,17835,2024,5715297791
4656,21243,2012,4026381073
4656,5435,2020,8229160764
779,59900,1972,4583866927
779,54772,1987,0068106865
779,13942,2010,8985269304
7048,72350,1998,3824802914
6923,19399,1976,2207732744
6923,55744,1978,7472931755
6923,19483,1983,9598459729
8453,57259,1971,5850385969
8453,16848,1984,7615682632
2617,2932,2000,1122432847
2617,30346,2024,0834056857
2617,85050,1989,9016061098
7390,64468,1984,1488574584
7390,96014,2019,7377176133
7390,56395,2020,7312231130
6746,4677,2003,5481464291
6746,80201,1978,2495036339
6191,3974,2005,1082980316
6191,12570,1986,1784096139
3317,80998,1993,3257586287
3317,96258,2008,9168612355
3317,81810,2015,2993654547
5987,85596,1985,4500409430
5987,65218,1985,3191215136
1372,13454,1993,7143776997
1372,19233,1987,5060249367
1372,25281,1977,6484950126
1314,32055,1985,3804516084
3634,79059,1985,4925869677
3634,4106,1993,9283784854
5445,8272,2023,6523884567
9287,35138,1972,2691709402
2859,93871,2020,0159218238
2859,98774,1971,9165318863
2859,47844,1995,7641884708
3723,5131,1993,5748929483
3723,5499,2000,8848878328
3723,469,1974,6407314991
3135,94277,2005,3583819628
3135,76822,1972,3471411809
9709,15891,1988,8712185100
9709,13727,1978,4383112978
722,4647,2000,4099511947
7987,55020,2021,9335585013
7987,80561,1982,2278458783
7987,18024,1980,5779719191
8140,2691,2005,8317291305
4932,16345,1987,8220321846
4932,56500,1971,4647849261
2963,4063,2004,1283746770
2963,76633,2021,9895934762
2196,58202,2018,2546937594
2196,48692,2017,3173209524
3043,56511,1979,9857147465
529,28912,1982,9271296037
529,57725,2021,6421761621
529,9931,2000,3895141820
7510,16569,1975,3632304811
7510,71156,2005,5443266995
9265,51894,1988,5062945919
9265,38512,1988,7300353476
9265,65872,2006,2744722121
2623,92146,1975,1211200574
1173,86120,1992,5718906987
1173,67359,1987,3378229550
1173,79017,1996,0709396069
106,95932,1970,1921592054
3325,87481,1991,1337652603
6164,51528,1982,6348648427
6164,72701,2002,1339360138
1574,36173,2004,3214356175
9469,37156,2021,1345394031
9557,48740,2005,6629198044
6082,44838,2007,2380731932
6082,51787,1994,2616822549
2690,13255,1971,8296164011
2690,40614,1972,8244003807
2690,74193,1993,8490982220
1980,58946,2010,0000131696
1980,63808,1998,4327891235
7852,61189,1971,7678883312
7852,80457,1972,4496647425
1038,46293,1976,8073955877
1038,13079,1999,5893893220
6287,12030,2014,3981143991
618,15590,1973,1600643982
618,37767,1994,3637416235
618,41080,1978,8828521203
9079,18749,2004,2571166765
9079,88867,2011,8207940039
832,82338,2013,6536478426
832,32088,1992,2240485319
