CompanyCode,DocumentNo,FiscalYear,LineItem,SpecialGLInd,SpecialGLTrans,CustomerNo,ClearingDoc,ClearingDate,AllocationNo
47759,340176529,1988,462,2vo0,34hj,36947,9631eaIKm7,2000-07-10,4334yDTNN8
47759,340176529,1988,215,5BZ0,27sa,29187,0206fYIkD1,1983-11-20,1716GasMH3
413,9042004414,1996,677,8ca6,17cX,92194,0905MVqaK3,2005-04-17,0954JEmOR1
50859,7289453463,1973,595,8ai0,88Yt,65941,6953ZzDWf9,1989-11-04,6544QKkvV8
17597,1286857663,1978,802,9Bf5,12lu,94021,6832CZxVU6,1994-12-19,6048FLONS9
14136,1366864210,1970,79,8ey4,06LA,8826,8278qKTDp3,2019-03-06,8809pJaAT1
55310,5773514222,1976,362,2Sa0,18xX,68111,0374ATEqQ7,2015-12-08,4873WcghW3
55310,5773514222,1976,989,5cQ8,42CK,88470,8350qRNeA4,2001-11-12,1174KxICr5
28847,7563720627,2011,835,8sB5,63yr,65058,9548VThOF2,2014-10-24,7497rYIZE7
98630,4287907995,1977,141,8vp7,33cR,80990,1659TxRsU7,1997-09-26,2742PooCM2
98630,4287907995,1977,13,5Tj0,28iR,88454,7436ufmPQ0,2009-05-15,6179XaLEu4
98630,4287907995,1977,676,8Rp8,66fK,80931,9645tgkjc4,1985-05-09,4253vNQuR0
88695,3920727709,2005,677,0YX2,41JH,54211,0743tkdLs0,1991-05-31,8542uIbJE0
88695,3920727709,2005,771,0tq0,82Ft,92348,8249KNYGt9,2009-08-24,5723XMUMh2
88695,3920727709,2005,783,1Zm7,99nK,20171,5377RaxId7,1970-05-15,4543vGRYk9
79424,1015313940,1997,504,4Xy0,00gU,22009,3578DSAbo5,2016-06-12,8595pmkPw3
79424,1015313940,1997,671,8uP7,82XB,20798,7645fxCSA0,2023-07-12,9925IPHyq7
79424,1015313940,1997,503,8Mw8,62nJ,118,7129Nfeir0,2021-05-08,7007mrgZB1
23224,4261752133,1997,123,7Oz2,81oG,56820,1567HJPZH6,1983-01-23,0787BXKrK5
33415,8250369164,1992,23,8MD7,22lI,52578,9701SjUKd6,2022-04-03,5874VYVKP8
33415,8250369164,1992,893,5Ln6,47nu,99194,2587ElhvH0,1987-02-08,7573aaZvQ5
33415,8250369164,1992,346,7yC3,56zW,84919,4171ynDsf6,1981-05-06,0164UnzAP7
42196,1567754228,2016,790,7Jp1,00gL,4678,0410qYSqW7,1976-04-21,3882tqCci9
34443,6599729334,1991,623,0Lo9,16ca,60513,3623objQr9,1980-01-22,6917nHyhH7
34443,6599729334,1991,909,0hj9,41rH,63593,1250GvGLu0,2016-07-06,4733Ernsd9
34443,6599729334,1991,655,1Un8,81XB,32999,6749ZlASn5,1984-03-15,7586QDSPL2
90962,6583259472,1979,801,9ux7,59FA,89242,1904RELWJ3,2000-08-03,9156tDtMa2
75828,9827486435,2020,748,4dA6,91FU,96119,0620IIjsr5,1977-09-10,0322hAREW5
75828,9827486435,2020,124,0Oc5,18Vn,42457,5339vEAQB2,1990-08-18,0529ozEDh1
75828,9827486435,2020,986,5wS9,62jK,39339,5065bJWES4,1980-10-16,8295DIUAF2
15017,6398735057,2001,891,3AR6,89TO,33656,5675Lgrob9,1988-03-19,0099aelAU4
15017,6398735057,2001,927,3xv4,75Me,82854,7616ShPvi2,2006-11-11,3925qAhGX1
15017,6398735057,2001,742,9Ng1,10XW,93737,0582pmRAY5,2023-10-09,9093fWAlI4
16,527067097,2019,851,1XO2,02Yk,40585,9087lrwqU5,1973-12-02,1914LXQwk7
16,527067097,2019,101,6Nq0,74aB,87606,1569DPObS6,2013-09-29,8629GrhiI4
27898,5576334449,2009,364,0KM6,61jB,71726,7679iduhf9,1985-05-14,9631aQSaU1
27898,5576334449,2009,903,8nS3,68uR,94075,3029qDcxH9,1998-11-25,8511wgJlG9
27898,5576334449,2009,570,3Xs1,66eJ,26421,5051JSSYw2,1979-04-15,1440izYXJ9
11918,928303929,1984,471,0oD9,77vm,20750,4289rWorl3,2021-12-06,7806YmHxG2
11918,928303929,1984,161,7Bk8,05sk,4914,8484akrAL1,2022-03-02,2517YTRof7
4130,3805378193,1973,816,3Ov7,63LL,61487,7771fEhWo3,2000-07-02,2332DyRmO8
4130,3805378193,1973,606,2JD9,15do,65912,8738kbWaa3,1987-07-10,0870sPlyL3
4130,3805378193,1973,323,9pP2,66St,99966,1746qgsqr8,2020-02-09,7835GkbxJ9
7942,8134812862,1984,142,6Co4,02bq,74847,8919yndSf7,1989-02-27,5380aeDmb9
7942,8134812862,1984,512,6SB2,45fQ,63627,2577URUVa1,2006-10-20,6664KDXGX2
36578,631792287,2003,447,3FR9,45ZH,43367,1472VCMgD9,1977-02-15,1997QzVlp1
36578,631792287,2003,150,3xC4,70uy,19015,2831EFOYM0,2021-01-15,3238BzLNV3
36578,631792287,2003,864,2gl8,63DB,4831,1083Aoohj0,1992-12-04,2788rcRSL0
21966,8191153971,1990,956,6jh0,93AT,99721,8854rmofG4,1988-10-06,2997iotMe1
14959,9446723815,1998,94,5CH4,55ax,59974,4913GpfdK0,2010-06-23,6840UwedB8
14959,9446723815,1998,521,5oH1,29uw,22278,5547ZfQjl0,2014-05-04,1311pBaQJ9
10045,5042628977,2024,863,6mL8,64lD,7298,6309qjMcG8,1982-04-09,6638HNsQL0
59259,3602592083,1999,241,7Qj5,25lJ,18005,9575dPImV1,2011-10-08,2840WkhcV9
59259,3602592083,1999,421,7Qp0,60OZ,55015,8342PaqYl2,2008-09-15,8198LqKMW0
59259,3602592083,1999,114,4NF0,39oq,76691,8796SXJum5,2011-11-29,1263hxSBW2
77719,599163650,2022,784,4sk5,37RO,28395,7809fxTBY9,1988-11-02,3860jYCVA2
77719,599163650,2022,223,8Zm7,49ac,79886,6346VWLka3,2014-06-04,6117CKulK1
86022,3748545438,1996,719,0MK2,04Da,32094,3467Tokrs1,1999-10-31,6316YHxVE9
66410,6817448171,1989,210,2He5,40Ox,77436,5418YHPGf2,1979-04-12,1703gJrzj6
40515,992402880,1990,211,9jK0,66vy,140,6988ZtViA7,1987-04-07,2259cWPQC2
12735,9747841214,2016,921,0WZ5,87UK,58693,1436crUdD0,1985-05-07,6258jQeQb8
12735,9747841214,2016,498,5TK9,78iF,13518,6392ntEhi5,1979-07-14,8245ZDyIv4
11264,6514680888,1999,660,5Ww4,94kh,98495,7307UbVKj8,2005-10-19,4172LllcG9
11264,6514680888,1999,245,5fX9,59lZ,11834,1620XKPHq8,1984-10-27,9706IhxnX1
11264,6514680888,1999,40,3DU7,81kJ,23322,1187aaShF8,1971-07-21,9767FToXM8
61304,8302865154,1999,114,4Zx3,87ux,79035,6804BJNFG7,1976-10-01,7495rHary0
61304,8302865154,1999,750,7UF6,53Yt,84709,4134JwFbl7,2000-09-18,6392DfADc1
61304,8302865154,1999,370,3lJ0,92gq,28433,1933idaul8,1991-01-28,1530CbFSd7
58492,6903623103,1974,204,1wh1,07Jy,64774,2916MoaCm9,1999-04-21,9508mstLT9
46489,9323327097,1971,488,4IP6,90BK,1527,8861AWkAZ2,2002-09-15,0877oInUr3
46489,9323327097,1971,517,3Ob8,65BU,98134,8732GfcrX9,2018-07-03,6575EYLeV8
46489,9323327097,1971,825,7It5,58Oy,92389,9316LnrNZ2,1987-08-08,6690pTyZg5
3425,886289268,1997,665,0xA4,60RN,50813,7657DshWE6,2011-08-09,4469zJPAH3
38233,8841996981,1980,734,8nD6,33sT,86104,1556QbQRd2,1986-05-18,5437MRaQN8
38233,8841996981,1980,23,9um1,65xn,39515,6488GtxXP2,2009-02-22,7592flHsS1
65516,5411310317,1980,638,4Ut5,04jP,2473,6098kNnog8,2009-04-29,1595xTzUv3
65516,5411310317,1980,476,9NR3,03KJ,70235,8665GETeX6,2004-09-18,4609rpqiO1
65516,5411310317,1980,451,0QC3,31aq,51204,2093xvnwg3,2004-03-05,2237YoMEn6
97303,536172531,1977,672,2eA3,23RK,34016,9716porUE1,2023-11-22,5182bHzJL8
41029,6709950993,1973,895,5wx1,61BW,80613,0974sgipD2,1974-06-29,3772XRqko5
41029,6709950993,1973,95,8Gx2,86Sy,44164,7904vCVbl2,1978-04-29,7886GEuYG1
41029,6709950993,1973,788,1If4,81DU,12060,5094oVWOJ2,2000-02-15,2057PaCeu1
29636,5985497176,2010,707,5dN5,24WY,51054,9992rEpVM8,1998-08-17,8740zmQuR5
29636,5985497176,2010,364,7FK3,16Hp,37127,4248tVrCQ4,1984-12-09,4154MhxWl6
29636,5985497176,2010,243,0GB2,93gH,38435,5159kVYjl5,2013-12-17,2032kXDns4
66613,8705127685,2010,965,3XR7,25dk,62838,3924LHfsr7,1998-09-07,8142cLnRt1
66613,8705127685,2010,450,6YL5,64Jt,51610,3244ZKyFP8,2012-09-21,8610JOBqJ7
24092,5582944179,2016,16,5rP1,61CE,33508,4709modDQ7,1989-06-02,0699gpwFb7
72419,8831853511,1984,816,0Uu7,71gh,94627,4510Xxkkf9,2019-07-21,2699NPmCU8
24671,4435413941,2003,696,6dg7,17nq,80700,9844EotYR1,2006-05-16,6653bSAIm3
24671,4435413941,2003,351,8qj7,04ja,43213,4430gTnRg1,2021-06-10,6724yKrnE0
80635,593889477,1979,485,7tn0,03LW,52391,9908DOZvF5,1995-05-01,4627gpjcG6
80635,593889477,1979,234,9BA5,46cP,32427,7727tTHte3,1973-12-12,5462cQWVE5
31488,7169175303,1995,128,4ta5,95fQ,33841,5853uPzOp9,2012-04-09,1697tvylY7
31488,7169175303,1995,29,5NX7,33zR,78894,2147Ortim9,2003-01-04,3749Ksbni8
31488,7169175303,1995,876,3xW0,29uA,25233,0954jCbdf1,1977-01-02,8679CXvNc0
95889,9231839433,2009,566,8Lx5,59iI,2657,4370VCzOP3,1974-07-12,5368UKnNw3
95889,9231839433,2009,126,4sQ2,25Sx,24742,0942bzoYe7,1980-01-06,2457QAcdf8
68957,3280985974,2014,432,3Ra8,02Ks,94127,4958iCMjr0,2013-06-11,0676ySrMA7
68957,3280985974,2014,237,8xu1,34HJ,78177,6962BZjfS3,1985-06-05,5542RwRPb9
34432,3666310005,2023,9,8Jc3,38rn,41320,2680FWptF2,2014-10-21,3001dekfz4
34432,3666310005,2023,759,4uH4,50bG,98217,3767UmtXq5,2017-09-16,5292gUExn0
34432,3666310005,2023,800,7RE7,81Lq,29912,2084yHuAS8,2015-07-16,2516aIWlO7
34563,7575842400,2019,816,8Mj3,88lC,82895,2666mOXVT8,2016-08-30,4495QHntk3
34563,7575842400,2019,286,5wJ1,94SI,22093,3392gEWoo2,2009-07-04,1913yVzIs0
34563,7575842400,2019,754,5SO6,58jy,77230,8636gjfMj3,2019-10-20,9501CWkiG0
40515,6846126830,1984,703,8gS0,55tJ,15685,6863CNcAM5,2021-02-20,0586HkdJR4
45388,7359011304,1982,13,8nv6,78cp,7907,4446Whtmv9,2014-02-23,1261WOlif0
45388,7359011304,1982,161,3xV5,37eF,11967,4005yAuro2,1976-12-26,0906njJhY6
45388,7359011304,1982,610,9EF2,08NB,18730,9514oPzvb9,1985-11-27,3596fxgGm8
24242,713428171,2023,832,7Jm6,01IW,4290,8242ooojT7,2009-12-30,5662wqlDH0
86778,6204780735,2010,707,8xv6,20KZ,54966,2560jhDDN9,2010-04-30,8224UWdSk7
86778,6204780735,2010,892,2jd8,05as,44864,8061akUnd2,1993-04-12,4845bqgUr5
60944,7822381500,2022,506,6sY2,11ja,22526,2864vPeba6,1974-07-11,0532GYdtb2
60944,7822381500,2022,645,4OT1,55UA,8916,8378BJuax9,1989-01-31,7234mdgmZ1
60944,7822381500,2022,561,4TR6,56pq,13222,1476NBfIA3,1970-03-16,1011rkjjO4
69969,770731410,1976,266,9YL7,88Pp,83047,5065RtORB2,2018-09-22,6961ZxDVe6
69969,770731410,1976,875,1FZ7,95Xj,85535,1541IUcMC4,1990-09-29,6456ZuGQD6
18603,2783076542,1982,604,1uW9,85Mi,77044,8892ycxhL7,1987-06-18,0742JRDRo3
27399,4575998529,1991,859,0Qf0,35xq,251,8276LnNUS7,2024-03-17,4445RftiD6
77368,7940702607,1988,86,2Po6,66kX,58878,0455xPpPA5,1970-11-22,7395DnXzi2
77368,7940702607,1988,193,2UC6,81oY,45952,3063KyeGp6,1993-10-10,7447xpOaP5
77368,7940702607,1988,67,6Du2,61DJ,49362,5046fXVFU7,1987-05-23,1846rbcRH1
19948,2166264857,2000,99,3NV3,80gz,89350,5278QzagE4,2003-11-03,9015kCRpN7
10712,8649031195,1998,695,5Sp7,29Hq,90498,2088TZUyW6,1978-09-11,5589uiKue4
10712,8649031195,1998,752,8Jz8,48Jv,64969,6497EVzXS0,1998-10-20,2483fRKtN2
2293,3442441100,2008,793,8PK9,80fX,5154,0594PTmpr1,1982-10-29,2901jblQz0
2293,3442441100,2008,94,9zs5,60GT,6721,3849TuOLo2,1976-03-04,4438SLYEi9
33528,3436621199,2011,231,9Lv5,77Fp,75188,1891KkSlO6,1999-06-13,8305IGkaj5
33528,3436621199,2011,167,7pI7,22Xy,88835,8239xXlyJ2,1999-05-25,6755yqIik0
33528,3436621199,2011,716,5YB4,07Mv,38156,2606ZzRnZ7,1981-05-03,0267SqhTi2
89712,5907279909,2015,435,4MH4,36ug,65022,8108VHsDG1,2017-09-29,5276PEVca6
89712,5907279909,2015,1,4hP6,69ck,41970,0430TKWhX2,2010-11-14,5727iwozc0
75269,5689469264,1985,695,8eZ2,46bW,88835,7293ovlhQ0,1985-11-04,6553ncjRb8
75269,5689469264,1985,30,5WB5,08vk,33671,3946HnDWW4,1970-02-15,8607pSjgX9
304,412500791,1978,881,1yN1,95Xq,39094,9643DAmog5,2005-03-22,7290ptQxS5
304,412500791,1978,323,8CL0,41ZC,82532,8120UBLYh9,2019-05-23,2089PLuwo0
70576,3149732763,1981,657,6xi4,53hC,41242,7001GFwhX6,2008-07-14,4325ZRfAW6
70576,3149732763,1981,380,0bj2,13Nq,21837,8431VKzmv5,1985-06-30,0117TmGcI7
70576,3149732763,1981,215,3tf9,27gc,90902,4995YKVow5,2023-09-28,2545oooVV2
68856,1513161943,1985,730,6LV5,41GL,97056,0863gXMgP2,2011-09-07,6777BshXV5
68856,1513161943,1985,224,6pm4,59sO,77079,1164mUmcq2,1973-05-24,1676MmUnv8
11653,4317929964,1978,444,2qJ0,00GF,21044,8979CRoFS4,2002-08-20,8405EBJyn1
5678,9247995759,2004,827,0gB5,51pg,8824,1001qhegN5,1985-12-29,0344YQHfz9
66389,4332048619,1979,353,8qA9,21zZ,8229,9469BoIAe9,2000-11-05,1874qrzqj4
66389,4332048619,1979,566,3GR4,72Em,67546,9020rvgMJ9,1981-08-28,7176RCvhm5
37815,3628269950,1987,535,1yK9,56gG,47188,2252KLezh1,2007-09-30,2012MHYdx1
19357,2647776084,1984,981,8Uu7,20uq,70303,9031LLubi8,1985-11-23,5728MtvqA3
19357,2647776084,1984,729,2jY5,08zy,32591,0956pHGQR9,1991-06-10,0289pLCXI3
19357,2647776084,1984,9,8vM5,19ZP,66550,4767POnQW1,1982-08-30,7602GJfRa0
97797,245604100,2013,223,9VQ7,01EH,17252,5834jfsbz6,1991-06-16,0693ygWNj5
97797,245604100,2013,532,8Cn7,18KI,35225,7829Oeyuk9,2020-10-18,5927sGrQc6
8880,1571866197,1975,482,6Rm0,20WA,23667,7271WhjRJ4,1990-06-17,1073XElTS0
8880,1571866197,1975,723,0CX0,24As,52406,2386zIQps5,2016-11-28,5050lemhw9
27049,4027831566,1991,353,0iz5,35In,17360,3526ZPGjj3,1974-11-27,2614JLviT1
27049,4027831566,1991,97,7sm1,56Zx,22603,2153zbkjL8,2011-10-29,6160LhBDq1
27049,4027831566,1991,788,4Vh5,21ID,29177,8509GuUjE4,2022-01-03,9853JdJZk6
75256,5719193971,1972,948,5fo3,48xF,47196,9450BaRNi6,1984-10-17,7945ENtqf1
30063,6942870087,1996,911,5BX4,36hm,21298,6251IPebI4,2019-05-28,0809CxuwH9
30063,6942870087,1996,793,7ta2,75Wn,56380,4138QSbFk3,2020-11-23,4134sEcbR3
30063,6942870087,1996,271,6qB0,86vV,3392,4260acLQD3,1997-05-27,1100EztiI0
54700,8538117501,1991,450,4Ax5,05Vu,35587,8764EBpsR6,1973-01-26,6750APfxj3
54700,8538117501,1991,176,2lP4,54iR,30206,3870WUVgE7,1999-01-07,3188YxTSO8
45074,9380193132,1990,119,1em6,70BL,95125,5307VFaUH4,2009-07-06,4377rLMFC3
45074,9380193132,1990,138,3NT1,20JQ,32391,5968BwYHM3,2021-01-24,9992fILLB9
45074,9380193132,1990,682,5SB9,93iX,75457,5602CEOHc6,1986-10-05,5183zfuDe3
96442,8082329670,1983,56,0QK5,28VY,96412,6639YFWvu2,2010-10-27,6068vErTN5
51134,6981490853,2011,198,2zv5,47wK,52482,6846fRril2,1996-01-18,9224ZvqyZ5
51134,6981490853,2011,624,9it2,27vR,44701,9526XkjBm3,1974-04-06,4356pArsN1
51134,6981490853,2011,43,7kB9,99qz,49026,6929fkmBZ3,2012-03-15,0952wokAF8
10570,6890792433,2015,689,3ns0,39XK,47107,6768xPsiV8,1993-03-16,1192KOaWE8
10570,6890792433,2015,986,4KE8,81dU,8262,7301WNYEz5,1982-06-27,9074ykNxM3
43766,5690349407,1974,794,8dg1,63QE,27330,1259zmVoN9,2001-04-29,2540vocDq5
90595,8220211031,2013,87,6ya7,95hR,39100,0978GSVaQ7,1974-07-09,5538DSPTj4
90595,8220211031,2013,331,7RA8,41YW,31493,9272MTBWT2,2003-12-09,7565ifSDs4
55482,8531563997,2015,893,1VZ4,34wV,46678,1507oXmCj6,2011-10-23,7014NPeNs0
55482,8531563997,2015,908,7yQ0,65Wf,96767,1534OVLkr8,1986-02-19,6066mWyMR6
55482,8531563997,2015,441,6ce9,32hf,80945,0602GQUYH0,2001-10-01,8146RsYQB5
2496,4802480273,1999,902,2So5,59fA,24313,5270TIoDd7,2010-01-07,6686ZUEzJ8
2496,4802480273,1999,95,4Ey9,47Lv,34296,3709cJGRJ6,1992-12-09,1192GJAFI8
19707,4288085142,2022,786,1dP7,00My,38868,2649bktNi4,2007-05-26,3314ucywR2
15005,6581917439,1990,706,3ny5,54hH,99366,2314bSsOf4,1987-03-30,6057qMcxA4
15005,6581917439,1990,137,8oF8,28pV,92254,3751PDJvv3,2017-02-20,6074dLDZW2
15005,6581917439,1990,627,2Sh7,28SI,41181,8373EjzBM0,1997-02-19,6040YyARj5
75764,9927429123,1998,56,0Pk0,07eR,22795,3631STiZO8,2020-09-25,9966jTnLK1
75764,9927429123,1998,202,9GA9,10kS,51928,0183carRf5,1997-05-26,3024rOPtw1
75764,9927429123,1998,384,5hw4,62Hx,63767,4861hxCri3,2004-01-16,9160rYDdh8
71058,6764063584,2015,931,4Ov9,74Xm,83859,0716ovZGC7,1993-03-10,7649wHfad5
71058,6764063584,2015,958,4ns5,29jY,3440,6987kaAGY4,1984-07-29,6207UmCKt7
71058,6764063584,2015,529,8RA2,73JW,58530,7187YxEjZ2,1992-02-22,4994OqcPF9
51397,6563700687,2016,290,4sF5,29wM,47738,3561WGQLl3,1999-03-06,9804kroPf7
51397,6563700687,2016,58,6mq9,24Gf,99617,5634GKdqz5,2020-05-06,0298dGtLu5
67043,9051397745,1983,713,4Mh8,89ki,67985,8134hufhJ6,2000-07-07,1719tLNeL6
67043,9051397745,1983,279,0wR6,70ic,93244,0574xaNNZ6,2003-08-16,8567FVzWZ8
67043,9051397745,1983,435,8og4,29vb,12902,1131WJEmQ9,2004-04-05,7640qWELj0
52615,2968603434,2024,441,1ak1,73zS,68441,6279JEmil9,2020-01-27,7807mDFGH9
52615,2968603434,2024,167,4HI5,84LM,51054,7698deKip2,1976-04-27,7249hAwrZ0
9380,7028746484,1974,299,8TY7,25Eb,17596,4347XWGaI2,2019-04-09,9396FvOYO1
82503,848325675,2000,583,5UH0,26Rl,70955,0709bQfNO5,1985-05-03,3389XYLdP2
31001,6758282958,1991,402,6gr6,73Ox,58733,8882jbZTK2,2018-03-03,7418PFebe0
31001,6758282958,1991,267,3Dz8,59hk,99617,3309jhCek4,2018-08-06,4988erCDZ7
31001,6758282958,1991,506,5eP2,27Re,13889,9510GWYjN2,1985-11-20,9988BQoeR8
41315,7818300937,2024,934,4WP7,71Oh,4127,7502sYRYE4,1981-10-11,7220rFqWl7
41315,7818300937,2024,570,4Ex3,45Hd,67828,7156UBuxf0,1995-08-09,2028gkACA9
41315,7818300937,2024,752,8fh2,62Kv,98465,5265WDwcf7,1970-01-16,1834ANpSr4
95443,4618909905,2021,765,2NU5,42NZ,99715,6130dEsJQ6,2016-01-17,0331jNyJV3
42669,8033554788,1992,686,0GI6,65qg,37360,9999WpwfC0,2020-09-06,2130ZDQPs8
44912,5860740107,1988,452,0wD2,48mE,60148,6859sBkEq1,2004-05-30,1396lYVkq5
44912,5860740107,1988,518,2bU2,40MS,78177,1007GGDEl0,1985-12-17,8936XtXST6
44912,5860740107,1988,167,3sZ5,96Vk,52673,3364wSkQR6,1998-11-12,7060iIbGm1
99377,8550901994,1971,889,9cK8,50ZE,55355,9374GGsAq9,2007-11-29,9900jNNKE2
99377,8550901994,1971,887,4fs5,46Na,24742,8378CZdtJ8,1977-09-21,3336DtNQu5
97666,9759691610,1975,861,1Wc0,39tT,51967,8831CMcjL2,2013-09-16,5294IybrS7
61640,4353791056,2012,851,6Cz6,79ts,90297,2776zAsXy5,1974-11-08,1298QFiTc6
29565,8219823588,2014,561,5BA3,70Pa,19342,0474cjEmE1,1989-11-21,7247JKpIA0
29565,8219823588,2014,585,8Ug3,91Bm,57144,7499XNiyq5,2007-01-30,2283CCoRY9
29565,8219823588,2014,743,2ST8,43zI,52153,3925hpdEM8,2013-10-02,1180fbNeb5
23807,6711939471,2022,124,5km2,28zz,44783,0456uPPkx5,1982-06-21,0425iHTBw1
23807,6711939471,2022,730,3yO7,50Em,26655,8749FquPp5,2020-04-20,5560KagyJ4
84616,2107704703,1984,44,3oO7,80yK,857,1945nIjSS2,1979-11-25,7695pWRkx1
47011,3515344252,2023,430,7jF7,11Ay,75463,3109HOVQi6,1979-12-08,1772rHynH3
47011,3515344252,2023,709,3oE5,43LB,88258,8153pVPGF4,2007-01-05,4116iKtxl9
94297,1563393548,1991,746,9FM2,98nH,36755,4393hBZFY7,1975-08-18,6299jfNPd0
93322,9774149599,1973,129,8hD5,10Ki,28629,1425iRWTm0,1998-06-28,7598kCBRV2
12160,3658777510,2000,239,0Qj1,51mC,19559,9837YJUbk9,1986-05-26,1393mnsMc0
12160,3658777510,2000,254,8dl6,56xo,16737,5079FxqPC2,1973-02-21,7346XhgwN1
4642,3756346236,2020,656,1Zn7,11bi,4593,3013GPKKQ0,1996-03-18,1548gcpqb4
51511,6339023100,1971,406,6tw8,39ny,29389,3414lYVPl1,1993-03-12,5100PEjul9
51511,6339023100,1971,890,3vw1,42sX,74227,2988gnWFR0,2014-05-13,1630DvZrc0
26982,6187473283,1979,526,0mi9,83nf,34415,4251ybDVC1,1988-10-17,4193GQqjk6
26982,6187473283,1979,842,0tr0,66qC,72048,4311ZCgMx1,1999-06-07,5590bzvyH4
26982,6187473283,1979,451,7Yj1,88Xy,35588,7749XRCpy0,1987-01-05,8394RCRSB9
91717,5424876033,1996,979,2OR5,97Ya,2826,1267yvcwQ0,2006-07-23,7844VkElQ6
91717,5424876033,1996,233,4KR2,59BN,23278,8767UQHAc3,2008-06-16,3735khDhM1
91717,5424876033,1996,644,6ji4,12Qh,56240,9453zeJpk5,1975-08-29,2482ejOLO9
97069,9409524884,1975,766,0dN3,02ZO,99624,9362zLtHJ7,1982-05-06,1359rwSGo7
97069,9409524884,1975,957,5Xk7,21Fk,99624,9128MiZnK2,2017-10-08,4603iDwfZ9
5013,1803838900,1978,733,6CY9,14dK,24769,3744SkOkS6,2015-04-14,0710xdGoF5
5013,1803838900,1978,570,2wu8,47lK,29017,0624iBDfl4,2010-05-04,6072eudwU9
61134,3634352123,2011,2,1EO0,99HO,78859,3412zzTwi1,2000-11-15,6324dXaug2
61134,3634352123,2011,139,7FH3,22AB,13312,8626aLfKV2,2022-12-24,2560gtknR5
11961,749074221,2024,655,3QZ3,91qW,64085,7760uqfYV2,1978-10-18,1635OOvSW4
2938,8436689049,2023,661,3eB5,18ne,91385,0234JYNgv4,1990-03-04,6072IJjyq9
2938,8436689049,2023,270,4CS3,74SF,22877,5887VCyqf5,2023-12-13,3004TbsUI8
2938,8436689049,2023,57,7eE3,76iL,27988,5262wUEUO8,1985-12-28,8922Ctvsw7
8602,9054972306,2023,986,1ft5,98cG,18494,2542pSuCH9,2011-05-11,6232Epgyz8
98411,2194053405,2013,172,8vu3,20sJ,43044,7144jStXA0,2006-09-24,9867bVits3
98411,2194053405,2013,216,8bu6,95DM,59336,8860pdYQn9,1988-07-30,7404sXFLC2
66735,8355714397,2019,1,8bG9,86XE,59776,6648tRSxk3,1978-04-23,6379BKHkN4
61254,2369219271,1974,831,3rx0,57cp,80354,1966BDSlH9,2004-12-10,1403IjyTs9
61254,2369219271,1974,382,3gw1,01Dq,6290,9585xcDWY1,2020-10-01,2430hUane7
61254,2369219271,1974,902,7WM7,00tk,85226,7060wKdNs0,1981-06-16,8828bCdPe9
31032,9918881938,2021,722,5Ky7,21Cr,91026,8242RDhEg9,1985-10-12,4477OGETS9
31032,9918881938,2021,155,4Ds8,74ht,52914,6401DmiTN7,2008-06-02,3381SEULQ8
31032,9918881938,2021,749,1gn8,44KR,30379,0371lerNb3,2006-05-15,7600VRinI2
33845,2846152783,2009,970,3Cl7,39YL,52288,8428bdjuJ6,1970-11-03,7130CzuhK6
30545,2272483717,2016,241,1ys6,23TQ,88507,0115FEFMZ8,2010-10-27,9477icPGc7
30545,2272483717,2016,8,5QV0,39sF,77153,6426lSQqg9,1973-02-10,6123uQhxl9
79539,7976493501,2021,596,9XQ6,96zO,1953,0604NtQdV6,1997-03-29,0744qTOmd1
79539,7976493501,2021,396,2rl0,18Vu,6848,1104WQFkm3,1970-06-26,3517kpmWG1
53876,470020248,2007,619,5UQ0,77ki,81175,9355TJina6,2010-12-08,5309PtONE8
53876,470020248,2007,844,1XP6,32PU,12368,6373QKCcu5,2024-02-15,0556ZjowT9
53876,470020248,2007,258,6Cs0,91TG,58389,9183ELymP3,1992-01-26,2547pcqzm3
35678,7520588230,2014,531,9BQ8,40lB,71291,8484NEeGb5,1996-01-01,7665NcqJR4
64358,7135907000,2019,584,0Se1,74FE,26474,5389asCud1,1970-07-08,2100AsAEA7
64358,7135907000,2019,353,7xN4,18zp,91655,7883fOoEN6,2021-08-30,7434FKWDM4
10618,6632270258,2010,559,5pH5,71Nj,14250,9234wSvlK9,1983-08-13,9394sGkUc4
33391,4871783212,1981,845,0Xh4,32ax,61432,5536UlOLu2,2023-09-29,1806gMLaq9
33391,4871783212,1981,657,5oq5,47ui,83428,0968Nifzv7,1978-02-03,0553grkTx7
33391,4871783212,1981,273,6Tt1,33UD,19629,2156UHaKW8,1977-12-07,2160sqmNc7
81759,2475221256,2020,643,8QP9,98sX,92157,6255ZcQYc1,1972-08-26,2582Itxej9
81759,2475221256,2020,345,8GJ3,06QA,72655,1344FhiqY3,2008-08-04,7233hZBuN1
81759,2475221256,2020,616,0Ol9,17Ki,27327,9807KzxZy9,1990-08-18,4084osqoV6
89428,9159101293,1982,475,4wK2,84yI,44552,8963UXJlX1,2001-04-26,9183toHKm8
89428,9159101293,1982,32,9WP9,10Sl,41596,6066haXeL3,2019-05-16,2451ludXi9
80708,1555430548,1984,128,3Tk3,30IP,36875,5235mKNEy1,1981-03-04,5484nIjTu9
80708,1555430548,1984,594,3vO1,38Rh,4433,4246yaJHv2,2021-05-28,0958UHIUM7
75509,7046730175,2019,922,0cC8,55Je,284,2604VfkwB6,2000-11-17,1796Irkyn0
