CustomerNo,SalesOrg,DistributionCh,Division,PartnerFunction,PartnerCounter
67162,1132,7641,626,artNT,7837
89085,2429,569,5671,Onfwe,3066
78642,9225,9017,3154,Cohay,7547
78642,9225,9017,3154,VvyFf,2404
78642,9225,9017,3154,HvSXu,6354
71821,5605,4804,4942,jeZsF,981
53506,360,8930,6422,JRErO,125
53506,360,8930,6422,jNhKP,7695
53506,360,8930,6422,HEqry,4119
6593,7174,1600,558,KTzzx,9825
6593,7174,1600,558,XpGHn,6057
6593,7174,1600,558,FGYHS,2244
64136,5032,3159,4169,bhAqF,246
64136,5032,3159,4169,ooByh,5694
64136,5032,3159,4169,vBuGH,7969
71387,604,6648,5892,YogxX,2755
27663,8474,1155,3833,EqlAc,2029
67325,4072,2440,4641,Borri,1679
67325,4072,2440,4641,CYLOe,376
67325,4072,2440,4641,sBEwz,3749
17436,5474,9876,994,blmyz,7357
17436,5474,9876,994,AwCGH,9052
4244,6645,5266,1422,AwJVp,9072
4244,6645,5266,1422,gvEKN,6843
4244,6645,5266,1422,EuaOI,3736
82237,5096,7034,5669,mOqtD,6908
82237,5096,7034,5669,mZDsK,6026
61423,9645,3997,4735,WKLHZ,3922
61423,9645,3997,4735,ZDOmx,4809
61423,9645,3997,4735,FJLTi,9161
94468,8502,5293,5154,SVMfi,1428
94468,8502,5293,5154,GVAxW,941
94468,8502,5293,5154,SSEqr,9409
16898,7591,5419,6491,OQDMs,1806
16898,7591,5419,6491,Egdiq,3826
12411,2439,9915,8128,PsImq,2713
12411,2439,9915,8128,sDNcV,5022
78685,9650,4055,342,ohSgd,6511
78685,9650,4055,342,PMYHO,4944
78685,9650,4055,342,ffEBN,1633
21489,5874,7067,2856,IKlRo,2530
40003,5585,1885,8627,Gbutl,4835
40003,5585,1885,8627,WIopB,7028
40003,5585,1885,8627,IxGxa,4781
67575,6371,7918,2499,ZpdEZ,6981
67575,6371,7918,2499,zfuXK,6201
28547,4806,1359,3444,LOelB,848
28547,4806,1359,3444,PoEdp,6674
43586,5295,7994,2485,CjzEa,4574
43586,5295,7994,2485,tAWjt,4084
51765,77,6226,6169,oOwkM,2788
51765,77,6226,6169,iQxMJ,1590
51765,77,6226,6169,AgwEg,4470
73660,527,3818,4952,qXmAD,5464
73660,527,3818,4952,clVbW,4989
73660,527,3818,4952,mizOA,7235
10703,3383,4929,6048,zorPV,754
10703,3383,4929,6048,dQquZ,9037
69015,5259,3627,1268,dQemJ,697
5241,2153,735,1446,BnYyZ,6359
66411,662,1214,9216,VnBoM,1358
57884,694,2871,5443,ifWey,845
13518,8698,8186,7046,HPHQF,7070
13518,8698,8186,7046,vUVcY,7351
13518,8698,8186,7046,NQrNU,3868
46533,9561,5602,494,yIlmt,2943
46533,9561,5602,494,qqQLQ,5095
46533,9561,5602,494,ahJDm,2482
98409,1830,6339,7216,faKZM,6896
98409,1830,6339,7216,yhcor,699
36706,7217,8733,6109,WwVjH,7218
36706,7217,8733,6109,BXXya,6350
36706,7217,8733,6109,DuloE,9021
11150,2262,3189,4011,McXxU,7528
11150,2262,3189,4011,WznfU,1614
67793,5346,2746,6339,JmqTj,9081
48807,7138,5027,4223,NZStl,9902
48807,7138,5027,4223,eXhiC,9491
94779,6024,357,9658,JKLKc,7316
94779,6024,357,9658,iRdIB,1890
94779,6024,357,9658,dVkHX,1545
58856,1914,8983,1185,hvfBM,7118
59142,5757,5430,8605,BqpAK,8021
33156,4976,997,7699,ouKhG,417
33156,4976,997,7699,RaEbj,4501
95136,9296,1478,3051,ldfkr,3086
83690,9926,3694,4725,ioHIw,1803
33869,2767,3928,8982,pkiBE,4878
33869,2767,3928,8982,WsGSD,6094
55888,239,5433,6109,ssfMZ,6791
55888,239,5433,6109,yKtFo,1296
55888,239,5433,6109,tLliV,1596
29866,838,8546,2432,HPILI,3666
91691,6264,3499,586,RiPda,3201
91691,6264,3499,586,Xntkz,4733
91691,6264,3499,586,jaHXX,2506
81948,2949,6528,4942,Tsklp,8382
81948,2949,6528,4942,dcoLR,2488
81948,2949,6528,4942,TseVj,1729
68620,5077,1426,6316,KXALj,3842
68620,5077,1426,6316,PKqaE,813
20758,7382,7809,1976,FEAyG,6454
20758,7382,7809,1976,yuwBx,7794
97868,2577,7841,7813,Vwcmt,435
97868,2577,7841,7813,LRAJq,1693
28047,2385,3473,1922,vEwTb,9597
28047,2385,3473,1922,YaxWe,974
9188,5326,8603,843,HoFUe,4011
72431,6165,1429,3840,jzvTq,8417
72431,6165,1429,3840,PACmk,3930
72431,6165,1429,3840,RQzFO,9098
44243,4076,2434,4741,vdnji,9455
44243,4076,2434,4741,ArWxx,2452
70992,5982,1966,8940,YbrFM,3932
70992,5982,1966,8940,vKOQN,3312
70992,5982,1966,8940,ybsVz,7768
96273,3227,5848,8475,Lqojf,7066
96273,3227,5848,8475,bDGie,1621
96273,3227,5848,8475,EjWGL,6728
22127,1834,6565,2277,SbdwA,6008
91247,111,5164,8700,taXHr,260
91247,111,5164,8700,oQeRw,5299
53189,1466,1901,3637,HpSHQ,534
53189,1466,1901,3637,AZGBH,845
54610,5170,7428,5765,ueqzo,9338
54610,5170,7428,5765,IoZZl,4738
64023,5204,4950,4748,nwetm,72
64023,5204,4950,4748,tqtik,6287
85449,9930,8028,6912,KzASZ,3167
85449,9930,8028,6912,EHSCo,6166
85449,9930,8028,6912,YrtSN,8605
60798,6256,9693,5542,ZJcsn,6454
60798,6256,9693,5542,rtQon,8594
60798,6256,9693,5542,iCPmo,5006
62125,6287,5591,8870,yFzKN,8237
62125,6287,5591,8870,GmsSl,5158
62125,6287,5591,8870,hpbug,9320
93412,1464,1349,6899,FjCZS,5173
93412,1464,1349,6899,UTqhR,8987
93412,1464,1349,6899,hIpLd,687
71133,4969,4188,9268,KBmHt,9137
71133,4969,4188,9268,vmSFJ,3023
86701,5438,2515,6813,xlOVi,5052
86701,5438,2515,6813,fXrIN,5095
86701,5438,2515,6813,kdLxh,7858
63773,5398,8879,9165,FTUnO,8796
63773,5398,8879,9165,HtiSJ,9322
33691,4181,1930,8195,AfYEG,5461
75212,76,9319,5266,AwKpj,2183
75212,76,9319,5266,JGwYJ,4799
91261,5568,2976,7880,fDADL,6393
91261,5568,2976,7880,XjDDK,1057
70477,5030,2359,5137,GvdPN,9968
70477,5030,2359,5137,xLLSl,7713
70477,5030,2359,5137,ymvmd,702
66331,1082,6174,3744,CnbGo,6336
3713,3050,1810,5093,BwLtK,3209
36488,497,5442,2680,YbHbO,4900
36488,497,5442,2680,EwYqg,5901
36488,497,5442,2680,IjwRf,4784
82857,6428,5795,7048,RGkoK,5455
82857,6428,5795,7048,urTlq,5580
98480,3645,9435,8475,nPpLU,2528
98480,3645,9435,8475,FSyoY,6272
61514,4258,5540,850,itVCr,5006
61514,4258,5540,850,lUXXc,1316
83600,3638,81,187,uvrfx,790
83600,3638,81,187,rDXpd,8648
83600,3638,81,187,ZIQkj,8858
92381,2986,4596,9910,OkdWI,591
39401,5460,4703,5352,jqwoO,289
72711,3492,1792,1744,Yvtvx,5836
72711,3492,1792,1744,nRFDk,8451
72711,3492,1792,1744,MZesn,3189
14443,6296,1119,8287,pDvNr,1793
14443,6296,1119,8287,RQQWk,1920
84100,4905,9529,2956,XOQmX,3587
9661,1721,5244,1296,MTyPu,2440
9661,1721,5244,1296,CGKCo,9572
31432,7478,7748,1798,HIQjp,6256
31432,7478,7748,1798,scgSI,7349
8696,1718,50,6236,CIimL,8222
8696,1718,50,6236,eAjeJ,3264
77542,8897,2252,4612,zoonI,1413
97729,3752,7138,5894,zgQJH,8389
97729,3752,7138,5894,KccOo,5071
97729,3752,7138,5894,JyKsx,3954
78415,6029,2273,6227,kzqMH,6176
23626,7891,8960,4553,alLcr,252
23626,7891,8960,4553,Ykmsh,3671
65928,4459,254,1443,GfxXI,6817
65928,4459,254,1443,agPLy,2971
24673,8772,6053,8693,HhkzZ,612
24673,8772,6053,8693,VMrxg,6968
32968,7604,8660,5203,dLCcG,9363
63593,6418,1385,6873,DoHwY,3260
93015,2851,7647,4481,Xsafl,7655
93015,2851,7647,4481,Hjocj,2319
93015,2851,7647,4481,ybcOz,85
66284,7626,2215,3315,ketOu,6983
66284,7626,2215,3315,WZDwM,1595
12240,8547,5149,5808,zKHKD,6745
26105,3292,2708,2560,vIdat,8069
53117,4098,8992,9728,oIFRl,2050
67160,5898,2940,8160,ZyqTP,178
22971,5746,9520,2982,IZxBq,9615
22971,5746,9520,2982,DWVJL,3978
51175,8369,9365,5636,rkaWb,2272
96149,9658,8007,7543,SLWqb,5609
96149,9658,8007,7543,WFJxy,5175
11834,113,2598,9409,oBRtJ,6656
11834,113,2598,9409,SwHdf,9579
28373,6610,6815,3189,nazPo,9183
57436,1406,3018,6223,FlUuq,5091
57436,1406,3018,6223,drqCD,4483
68994,3934,4606,2042,bgSeJ,4078
22432,8587,3581,3515,ATvjz,147
22432,8587,3581,3515,sUvGU,7451
22432,8587,3581,3515,FTZOR,6465
91296,3820,5118,4056,WASPN,1252
91296,3820,5118,4056,tAWLO,7528
91296,3820,5118,4056,BXbgU,4807
67104,3351,7745,180,VCXsd,820
67104,3351,7745,180,hTIqc,83
34414,3818,6068,3048,iOkSg,9112
34414,3818,6068,3048,BufwA,8988
21032,4883,1141,2939,wpqGg,1471
21032,4883,1141,2939,lIXaR,2070
21241,6021,7092,8504,Wbuap,2078
21241,6021,7092,8504,RyVsQ,559
1268,9253,3374,397,BoyMX,8232
1268,9253,3374,397,AQjSI,5667
73265,6005,4141,4050,QtVdU,8390
73265,6005,4141,4050,Ojbsa,635
73265,6005,4141,4050,ApRNq,5055
2463,1718,5562,7495,SVVoD,9781
59313,2791,3540,7106,RudWq,5387
59313,2791,3540,7106,zmkfs,8197
59313,2791,3540,7106,klabI,8292
94813,4328,4719,4992,qrmyr,7967
94813,4328,4719,4992,JMLza,9558
94813,4328,4719,4992,bdQBl,3658
39794,2602,6469,3917,UDPXl,1531
58147,7715,113,2277,cWTpu,6718
62536,4064,9396,1644,TfRHT,7684
62536,4064,9396,1644,gdbPh,9934
16455,3113,5828,7850,fifNK,4864
16455,3113,5828,7850,LiWVz,4297
16455,3113,5828,7850,WUHui,1892
56164,9807,2291,6298,oxOkk,1306
56164,9807,2291,6298,CsBDB,4495
85034,210,9995,5318,ncVuJ,3746
64353,7855,1316,1561,bUJzT,7306
40240,4106,4336,1711,FnzAl,8465
40240,4106,4336,1711,dJGod,9205
40240,4106,4336,1711,RkyIc,2994
85007,3711,2400,3971,CWrTv,7596
85007,3711,2400,3971,Cylrs,6076
38022,4895,8443,3104,jumuQ,8909
10304,8500,5249,6190,fxJDu,4859
48496,6788,7774,5479,oICqP,7859
34523,9756,4309,5572,VNEII,2298
34523,9756,4309,5572,beVsp,1564
39455,2334,3405,2945,mTPCr,1939
20342,9380,1339,9407,rmydN,478
20342,9380,1339,9407,YDXdP,8088
20342,9380,1339,9407,CEStu,2134
79925,7341,899,8812,TMZvt,1186
79925,7341,899,8812,XSmNQ,4339
79925,7341,899,8812,NgmJb,6193
29478,9600,5084,4229,fSRSr,6748
29478,9600,5084,4229,rimIl,6918
25760,6397,5789,3024,CbFcB,28
72628,9427,6671,2607,gchGM,7614
72628,9427,6671,2607,udqkM,3725
72628,9427,6671,2607,pgGBV,159
96555,12,1262,2239,lAAgf,7172
96555,12,1262,2239,jeESh,5057
64076,24,695,9616,vQzFp,8411
87112,5673,1414,2789,VlruP,3377
87112,5673,1414,2789,dEPAq,3053
59241,6605,6654,5613,XwMfw,2477
59241,6605,6654,5613,pmRFX,7029
48794,8495,6440,4874,DCcKw,955
48794,8495,6440,4874,JQeGV,5245
96670,3407,9865,2126,kqdnd,1387
96670,3407,9865,2126,RupfQ,2321
69030,9775,1514,4217,orlVU,4828
69030,9775,1514,4217,AZMIE,5486
61075,3819,395,2518,THIZW,9400
2354,1242,4876,3141,FpJFb,8660
49087,7298,218,2922,Bcudc,4512
41747,1687,1327,3433,FPrgA,308
41747,1687,1327,3433,czwef,5104
41747,1687,1327,3433,fHdzP,8889
90094,2284,8005,4250,aRNXw,4314
90094,2284,8005,4250,lEhyD,4628
90094,2284,8005,4250,yoixX,4153
54905,8176,7629,9265,cgPmQ,6397
54905,8176,7629,9265,Wsgva,5838
56939,5414,521,4155,hUgWp,1985
49595,9621,1640,2903,dcrsr,9847
49595,9621,1640,2903,BkDwe,1202
95655,6211,7222,3410,FSBAZ,7350
18763,2397,4136,9197,BMPZi,3193
18763,2397,4136,9197,lSOhO,7965
18763,2397,4136,9197,qFGZQ,1095
37297,8028,4025,509,TkVVj,8924
37297,8028,4025,509,QkOoL,6104
37297,8028,4025,509,Tznan,7289
28127,7628,2226,1695,fumlB,5919
91699,2185,6849,8963,PrijA,2143
91699,2185,6849,8963,WeHis,9840
91699,2185,6849,8963,pSqhe,3157
85456,5773,2789,1135,EZkZT,6655
97469,7476,8003,7749,igjtD,6438
45176,5853,1499,2296,mNeYR,2745
45176,5853,1499,2296,KkSCU,6238
58376,2119,1281,6249,Jsnck,4242
58376,2119,1281,6249,oxXUs,7458
58376,2119,1281,6249,AIShl,7366
76709,4633,4828,1700,KmtyJ,3172
54671,2002,2602,815,vlXgi,8247
54671,2002,2602,815,nnrZc,3136
54671,2002,2602,815,fpMSn,4676
88777,9666,6946,4651,fAOoV,1587
62968,6330,2598,1948,Uqoxz,3302
5291,6224,4219,7058,qFemY,7432
5291,6224,4219,7058,rVufz,5581
5291,6224,4219,7058,qWOdv,3703
97031,3419,9286,1517,EWsFP,9394
63161,8417,7485,3065,JnXIF,4511
81321,4860,3236,8492,OyVsj,6739
53667,2051,7037,8009,dnQdk,1373
53667,2051,7037,8009,kEBdU,5588
76603,4567,9107,7778,wYlVk,2126
53023,5033,3603,7310,oRKVy,6636
14832,4411,3613,5962,Ehxwo,698
70600,9788,5830,6563,oXtdy,7087
70600,9788,5830,6563,DiaRV,6804
79553,5294,3420,6499,vZDeA,604
79553,5294,3420,6499,boReq,3800
97651,9555,439,4040,SJMsT,5739
23705,6155,5274,537,PYvIr,7649
23705,6155,5274,537,cGvwk,834
23705,6155,5274,537,yyzho,8926
71271,6000,8081,4909,gYGTG,5567
71271,6000,8081,4909,HMCnj,5834
71271,6000,8081,4909,ZzZTY,59
41054,6383,8499,9388,DUfbE,5002
41054,6383,8499,9388,iKFlZ,2547
41054,6383,8499,9388,CsSzU,7240
25509,6158,6905,8375,FzInr,8748
25509,6158,6905,8375,IRFEV,2562
25509,6158,6905,8375,BzGly,3303
16084,5708,7452,9675,ockja,2234
16084,5708,7452,9675,vJwtr,2333
16084,5708,7452,9675,Frinv,544
99131,8562,144,8491,acyup,3528
99131,8562,144,8491,cAiim,9568
9474,2375,8081,6632,SrhhA,9216
22624,7778,3252,666,ILgRS,1519
30843,2689,2244,9971,oNZxp,6381
32487,3060,1857,6057,OzZTU,613
2307,101,2747,1649,iptns,5765
2307,101,2747,1649,TEJMK,8390
11898,1648,326,1890,iHcCI,5140
11898,1648,326,1890,AzspH,8211
11898,1648,326,1890,lvXrE,2090
76005,2084,3286,2035,FIFJV,4646
76005,2084,3286,2035,byOTB,1687
76005,2084,3286,2035,Prtix,7626
21027,2479,2907,2020,iYMhC,5683
21027,2479,2907,2020,PPtqN,9050
21027,2479,2907,2020,MnZCI,686
93245,9028,7720,4802,dVjqV,9128
83529,3193,8094,9465,SJlKY,5731
97344,1335,9527,3273,sLlAV,6215
97344,1335,9527,3273,axMwO,6359
97344,1335,9527,3273,NwTJA,8832
11812,6614,1942,3335,TvRJu,1052
11812,6614,1942,3335,iZOhN,692
11812,6614,1942,3335,bQpBp,1337
84516,88,4987,3232,JYXRN,5320
84516,88,4987,3232,yrbEY,5728
90191,8105,8063,4434,TPAiD,9732
90191,8105,8063,4434,aYVmP,5096
90191,8105,8063,4434,hmMBS,8596
73488,3369,2963,8294,nXMHq,2214
73488,3369,2963,8294,WxkFi,9663
36563,6238,4819,2540,HvpPC,7415
36563,6238,4819,2540,oOUrL,3127
65732,5610,7168,792,Glesx,7350
65732,5610,7168,792,vUtii,3520
79220,4047,9254,1918,aZICo,821
79220,4047,9254,1918,OSiKL,2821
79220,4047,9254,1918,IFkrT,1390
68107,2544,4953,7231,RNKQP,410
68107,2544,4953,7231,xqIvS,5927
95368,8631,1935,8545,ANzjM,9536
95368,8631,1935,8545,WFfGo,7279
95368,8631,1935,8545,CUjDG,5343
38871,3810,6783,4552,JSEVI,8248
95617,8440,4535,94,xwlvs,9370
95617,8440,4535,94,oPWgu,1353
95617,8440,4535,94,rUpNY,2592
6492,5768,801,8272,GbGJr,8157
1608,7898,7273,7940,CNuwT,4591
1608,7898,7273,7940,soMzb,8903
63694,7100,1808,1341,FgasM,9455
63694,7100,1808,1341,yGKqE,3444
63694,7100,1808,1341,fHbEG,4991
6712,1972,8779,907,aRMpd,7003
6712,1972,8779,907,IjGwi,3543
48636,3330,8163,7615,nwOvX,8925
48636,3330,8163,7615,OcILu,6515
31999,7098,423,7381,jbwRn,631
20035,2943,7922,7630,ubKwK,8651
75204,1625,6452,1878,iVjFi,6668
48462,6654,3830,7979,hRPIn,1258
48462,6654,3830,7979,HgdnW,9456
48462,6654,3830,7979,OrfZs,7174
41288,9110,3706,2415,DjtaC,4522
41288,9110,3706,2415,HWfdG,9090
57177,2793,9268,1490,zmIzx,3219
13133,3738,3346,2193,tDcIR,3818
13133,3738,3346,2193,LdVkZ,3575
626,9029,6488,9702,IGdLi,7475
27286,4759,1255,8669,IDJYp,6086
27286,4759,1255,8669,NEFaG,2974
58691,2133,7623,6968,RNwtR,7717
58691,2133,7623,6968,SdSvJ,1866
78854,3347,9438,9003,worgF,3143
78854,3347,9438,9003,QvxiD,3175
69342,3034,2867,2006,fneWd,9223
28505,3807,9182,4970,bmwAZ,8027
28505,3807,9182,4970,IOlYC,8676
28505,3807,9182,4970,yhDxQ,6006
42397,9313,6145,307,QylzH,7174
42397,9313,6145,307,qBhDs,1188
42397,9313,6145,307,thoxX,7432
29975,4429,6659,2570,roFRV,6528
29975,4429,6659,2570,eIiNr,5248
29975,4429,6659,2570,FqWWz,5790
671,1586,7597,9358,bgVla,475
671,1586,7597,9358,sYwsy,7090
671,1586,7597,9358,dllkY,4786
15452,3702,953,8291,eOIqU,3722
43741,1853,3491,79,BKepz,2504
43741,1853,3491,79,VHkJH,2233
43741,1853,3491,79,cyNjG,5490
61315,636,6324,5999,PkhLX,9788
61315,636,6324,5999,oIYeg,4294
38914,2380,1902,5262,FqoBR,3352
38914,2380,1902,5262,rxuge,6933
56044,8149,5918,4741,OUYmw,9441
67907,2927,6560,7960,ZjkEc,2835
89635,6066,6818,132,YDkua,2921
89635,6066,6818,132,DGMxe,8409
16750,4956,5709,843,GyQWt,2591
16750,4956,5709,843,LdTsU,8036
16750,4956,5709,843,byYen,8617
56491,9926,4806,1606,wNVgB,8931
85877,7904,3466,5475,spYnE,5649
78910,909,1789,4715,IYAdD,1745
78910,909,1789,4715,FIzcE,33
78910,909,1789,4715,gJxlQ,714
72311,8063,1198,9796,TiJcW,4391
45372,5419,8373,7775,ZhFag,790
42523,4956,1205,4193,NwyMo,6276
42523,4956,1205,4193,jKJPu,6639
71577,7360,7721,884,eCLYl,236
22265,8738,1044,2396,JVPgk,828
22265,8738,1044,2396,NLwio,2119
22265,8738,1044,2396,aeHSq,9625
79898,435,943,779,tEzgy,3044
90257,5080,3284,9783,YtqaI,1269
69329,6444,6469,531,FbURt,7249
69329,6444,6469,531,BMbXB,3205
69329,6444,6469,531,fyspe,7170
64382,5825,8920,4698,Xmuob,7790
91088,2875,8066,7842,UFiGU,6639
91088,2875,8066,7842,uMymm,7187
91088,2875,8066,7842,mdamn,541
34213,3439,7092,4602,QIFBH,5813
34213,3439,7092,4602,PdxdH,9421
34213,3439,7092,4602,lNavh,9010
58069,4587,5553,5005,qmyJA,9098
58069,4587,5553,5005,ypqKx,6457
29879,5660,2167,7614,LBHAn,9216
51794,131,426,2984,HMmnX,9905
58772,4035,2074,1928,RxEqO,5372
58772,4035,2074,1928,BQfOI,1930
46461,73,1615,6928,rwwuW,5439
19419,298,3627,2125,EhlRX,5474
6330,3779,7223,6375,mvdVJ,4214
21007,5069,7471,5420,rRiPE,2471
34852,9742,7280,3649,uOJHX,7579
63696,9111,3705,4471,lIwHy,1463
63696,9111,3705,4471,TOIih,7795
63696,9111,3705,4471,JxCbk,4331
34808,7570,1147,5797,ZAbil,1880
34808,7570,1147,5797,aQnRj,2648
41320,7280,1093,9781,XFZTH,5144
41320,7280,1093,9781,lnLbs,7433
41320,7280,1093,9781,SxSPP,6940
98346,377,7884,6480,esyll,1064
98346,377,7884,6480,CIktY,5804
98346,377,7884,6480,HOMKq,2699
66882,256,2364,1244,PYghx,2257
55062,6615,4788,6771,tvHgB,3052
75891,7431,277,1492,XvJMr,7961
83445,1334,6730,6958,vaXdY,3680
83445,1334,6730,6958,bxbse,8000
17698,3222,3475,1597,vhrzE,181
17698,3222,3475,1597,tDoqS,7046
17698,3222,3475,1597,feMLs,9131
73225,7938,5058,6990,XGuPh,9636
73225,7938,5058,6990,ouNol,1968
14804,691,3482,8939,RXAaQ,4995
14804,691,3482,8939,JBoqy,2528
14683,6280,6348,9012,DBRKS,1639
14683,6280,6348,9012,Oscol,1701
7958,8307,2546,674,xqiBK,1964
7958,8307,2546,674,LkJEC,2728
72307,7872,1468,6706,ZorlT,7592
72307,7872,1468,6706,CEwSH,688
49390,3452,5695,6944,acXMJ,7956
49390,3452,5695,6944,vihpz,6887
45148,1112,3866,1865,BnImS,863
45148,1112,3866,1865,dQGja,1156
45148,1112,3866,1865,BxfXy,7426
45750,3560,9534,3902,zLwzT,7018
32211,3902,1095,478,aIsAt,861
25938,1456,530,5664,VzbTV,8254
49832,7151,1115,7771,BkKJo,4535
49832,7151,1115,7771,hMgHF,5625
1141,1989,9290,6848,xismi,6442
1141,1989,9290,6848,Enxmr,8050
53937,2054,5086,702,pWbra,3583
53937,2054,5086,702,bvNky,6769
79482,8605,1641,1620,ghDbm,6227
79482,8605,1641,1620,iEsdT,5715
79482,8605,1641,1620,atMZk,8644
97785,9561,4548,3961,XeMpy,2995
13183,2205,9125,3802,iiiBD,3843
13183,2205,9125,3802,uGSuK,4000
62497,9166,4791,8477,BSdWC,1497
84909,4207,7948,332,AGRel,8724
84909,4207,7948,332,BoXlF,3889
84909,4207,7948,332,yovvg,5989
73551,8977,8704,9328,FrynA,552
73551,8977,8704,9328,VTYzC,9402
64751,1808,6961,8167,jbfcG,380
64751,1808,6961,8167,UknoT,585
64751,1808,6961,8167,DXZKw,5669
53521,5418,5293,1884,AFEAU,2373
53521,5418,5293,1884,FRQQP,7548
53521,5418,5293,1884,iCeRg,8701
3355,5600,5126,8508,ZXngr,890
45602,3115,8121,1059,vIQGC,2923
45602,3115,8121,1059,bMtmq,6135
45602,3115,8121,1059,mbNKV,6756
29001,3220,9498,3445,MGynj,4514
79270,7540,9211,1924,fAiCC,2038
79270,7540,9211,1924,juCmz,6154
55044,2784,4523,814,MBwYU,5260
55044,2784,4523,814,BiSpf,2782
55044,2784,4523,814,uiALC,6513
63184,8134,3084,8462,EdzAn,682
65661,5295,7345,3938,doZYB,2904
65661,5295,7345,3938,neGbW,1743
65661,5295,7345,3938,wdOsM,5229
3794,4540,1826,5668,xSOBD,2263
3794,4540,1826,5668,ADNUi,1612
85186,1298,4903,4342,THvoa,1147
37360,5405,668,1941,aThtj,405
37360,5405,668,1941,FSiuk,6350
37360,5405,668,1941,LeQko,4059
80613,686,7077,5007,plgPs,1052
80613,686,7077,5007,XlySj,4361
80613,686,7077,5007,hWqzM,3260
90045,96,7471,8780,QeYDF,4378
55720,464,1672,523,UpvaS,88
9945,5439,1991,6715,SxLnJ,5770
18599,4474,3384,3538,iYINF,8628
84280,8557,7202,8930,sMKaC,5563
76625,3428,8396,8678,hsiuN,9670
54917,5629,308,4499,RJjPi,4451
54917,5629,308,4499,CfNJE,9758
87620,5944,7721,8823,njXDu,3967
87620,5944,7721,8823,dqEAH,2740
390,8844,8650,7501,rLigZ,5381
390,8844,8650,7501,TLiYT,231
65282,5748,88,7861,oGlJM,8581
73036,3774,7012,4235,bABYV,4486
73036,3774,7012,4235,NGZcv,3779
28415,9617,5623,6154,fBltM,9878
44036,6701,3844,2424,AbGEB,2609
44036,6701,3844,2424,LaFGd,1916
44036,6701,3844,2424,wrbsD,4620
78961,2100,2251,390,qvtFT,4699
78961,2100,2251,390,ZQuTB,346
78961,2100,2251,390,gLrnU,4327
65394,9004,143,1901,FHMft,8495
49876,391,6696,4877,yajvT,3621
49876,391,6696,4877,xcDNX,1432
49876,391,6696,4877,pSGVs,3462
34359,7682,197,7512,RQVez,2880
69936,9302,6788,7046,YKXtD,6867
69936,9302,6788,7046,tCBiF,8375
69936,9302,6788,7046,lbxaF,8490
73131,2865,7536,8556,onoLz,7383
89822,6906,1946,5540,wlTxU,655
89822,6906,1946,5540,FlvRF,6503
89822,6906,1946,5540,qmuEa,5916
56617,4188,9091,2178,pPnta,106
31598,1705,2712,5787,TXAJq,5658
73145,8109,2510,5196,VshuX,1336
73145,8109,2510,5196,dWWuI,5922
73145,8109,2510,5196,eHHJK,1316
23045,6593,5854,7210,oeOBQ,7426
23045,6593,5854,7210,oyfof,1291
2656,6108,6921,3713,ZmFen,9351
19427,4361,9231,843,BdNJZ,1127
19427,4361,9231,843,HGocf,7963
19427,4361,9231,843,EsJFD,2542
89577,4986,2909,3660,ZYhVc,3161
60792,5232,1966,4974,AZROi,2129
35113,1198,7822,6516,MWqeh,819
35113,1198,7822,6516,vYqrp,9755
19549,6727,58,5404,VAuHG,8819
19549,6727,58,5404,XqkEC,8260
33467,2366,9829,5988,nPCQn,6052
33467,2366,9829,5988,XxCCb,6012
33467,2366,9829,5988,zSXNx,3702
27433,7452,8669,5840,WwsKT,9751
27433,7452,8669,5840,FkHAa,9614
91327,3880,3117,1653,YjBYm,9281
91327,3880,3117,1653,tyISk,6619
91327,3880,3117,1653,CXvNF,6099
61373,687,641,8852,Peono,8508
17242,4826,1156,6494,yHEyc,9937
17242,4826,1156,6494,NALmI,3194
17242,4826,1156,6494,AqeHL,8188
78859,7098,5475,6890,vhAdj,7015
78859,7098,5475,6890,zYnZp,6045
30693,1481,1367,6666,xrQoL,1806
30693,1481,1367,6666,KbbBb,2657
30693,1481,1367,6666,StASN,3186
23932,6789,2491,9561,BzCds,2492
23932,6789,2491,9561,KTlnp,1046
56528,1531,967,8916,NVIUK,5980
56528,1531,967,8916,AJUnY,2722
56528,1531,967,8916,FAscf,5542
97363,1494,2276,4443,rQFCr,9353
97363,1494,2276,4443,XIqKs,3687
97363,1494,2276,4443,jrfWa,4297
94069,8994,4400,8931,hiHqh,1720
52532,1306,8818,2383,QGhsD,3309
99862,3000,3632,6965,mSVHv,5261
59445,927,7746,7544,nvCEO,4065
59445,927,7746,7544,cbwpd,1050
59445,927,7746,7544,zXkzU,1703
63271,1399,5344,8473,gfyCk,6649
31341,18,4521,3283,bSXbl,7026
31341,18,4521,3283,KszJs,6036
31341,18,4521,3283,wmkMV,9209
79920,4650,6274,3084,KvqME,8933
79920,4650,6274,3084,RxZxI,6589
16022,9416,8273,4810,MzWWd,6068
16022,9416,8273,4810,oNkVm,2874
21633,4327,7551,1678,wJpth,905
21633,4327,7551,1678,Pnkld,3409
94089,600,1244,4071,uRnyE,4854
94089,600,1244,4071,mGdkn,4828
94089,600,1244,4071,PFZJZ,3753
75960,4431,4307,56,xVSmq,45
52214,4243,666,1190,myicg,8181
81698,7971,2863,2825,KZFUj,7771
81698,7971,2863,2825,PDUGh,437
81698,7971,2863,2825,bgncu,957
80394,1119,5464,2501,EgzfH,9530
80394,1119,5464,2501,IucsV,3403
