CustomerNo,CompanyCode,FiscalYear
79953,33960,1988
42152,72470,2011
99209,16017,2010
71457,72057,2007
13501,14145,2002
45642,6469,1991
88507,30527,2001
62801,92468,1979
67550,60198,1971
37916,59996,1991
72380,66941,2017
10956,47512,1991
79542,79643,2008
7589,40449,2015
73484,6312,2024
79799,82295,2005
84490,38592,1988
10891,67296,2010
9338,41533,2011
11036,69645,1994
75293,34936,2018
26333,55940,1970
81930,66784,2019
57956,47130,1998
21783,39187,1990
76408,42620,1971
1422,92574,1985
52150,96537,1977
65652,95260,1983
25701,14865,2020
59752,14243,1995
33181,72797,2014
84919,5513,1972
51433,68008,2007
19587,92881,2019
32777,50279,2020
37882,80849,1988
83688,31905,1989
21344,86129,2023
19815,83188,1994
30887,54434,1974
80726,1057,1971
76290,34179,1970
28521,59816,2008
54089,45504,1989
13712,61005,1993
2656,61057,2003
6951,14648,1977
9073,44672,2016
20301,29667,1982
62042,66893,2000
50122,53334,1985
24076,13259,2000
77436,26595,1972
25744,53944,1971
96119,77676,2002
86247,80335,1994
45588,20437,2023
99653,54310,2024
93743,72946,2001
24029,25357,2023
44794,5639,1999
21491,63457,1997
95085,83790,1999
29252,18052,1978
87885,55202,1971
77355,70420,2011
35174,56133,2014
43611,59989,2017
470,41388,1987
93347,60708,2021
14193,75597,1977
2754,82109,2005
99036,63019,1988
61728,16029,1981
99086,57279,1989
29160,54510,2022
47906,357,1980
97550,17645,1973
3864,67321,1976
19761,17482,2003
67425,76469,1975
50052,34924,1982
55508,13223,1972
42813,39683,1993
51115,98476,2018
89152,30969,2000
55413,18368,1970
53624,13630,1973
39615,73404,2003
21241,30692,1986
16103,4389,2010
50160,56544,2014
43930,58946,2020
71271,60411,2013
71486,91769,1996
51622,89822,2015
52474,49485,2008
57639,83588,1981
11915,28305,1991
41589,94573,1977
19867,12193,1995
42328,82751,2022
48636,25088,1998
25838,77662,1986
88971,89141,2014
83334,16848,1981
26086,75108,2015
62607,2351,1979
14646,16970,1989
63465,40624,2009
55458,48307,1975
10108,63543,2000
99450,48496,1976
98945,30848,1978
32325,57683,2019
63719,35494,2016
34030,69967,1981
86089,54950,1985
50902,62166,2004
6446,33517,2002
70994,96985,1994
57536,48386,1982
69020,86759,1991
29331,30545,1988
33736,52366,1975
41996,40980,1986
59272,78345,1987
65304,74963,2001
58907,7401,2021
20202,91662,2007
47564,66969,2023
20548,5234,1973
11194,11003,1985
2866,14869,1988
11960,35840,1980
19219,64858,1991
41764,36364,1976
4795,99502,1981
53886,59999,1977
55332,37767,1995
52429,26781,1980
86651,48627,2001
10468,43688,1975
93412,37166,1979
3975,58961,1995
83736,63663,2014
45569,90595,2001
59500,10640,1999
26385,25240,2008
83739,88164,2003
41266,62616,1973
80273,48612,2023
28828,35138,2015
19524,526,1976
57893,43605,1997
55888,27226,2000
32361,68838,2002
39065,17166,1978
91385,95423,2004
49184,3385,1973
49372,53267,1973
44288,80845,2012
50723,79468,2017
7866,96258,2022
10554,96360,2004
718,49323,1977
3901,8335,1985
42971,413,1979
34280,96751,1993
92498,83942,2012
67363,5769,2005
22282,9445,1977
15847,78895,1983
37210,55490,2009
89528,215,2004
2424,68016,2010
66512,13197,2009
39653,57049,2023
67626,66645,2000
78087,21739,1972
72760,97102,1992
89257,47462,1986
26267,73953,2005
33574,82602,1975
64723,21029,2017
33701,82561,2012
36506,2293,2012
54724,66909,2006
4864,92574,1997
16347,52979,2016
49408,11968,1991
53140,22609,1970
84876,39446,1999
29079,82054,1987
17912,81320,1978
43157,68705,1976
85257,78077,2020
96126,71977,2004
79285,76361,1993
73940,66410,2009
20860,65211,2004
23705,28575,1994
6252,11564,1988
14228,87356,1970
37621,39683,2023
18118,75952,1971
58826,82168,2004
22475,41329,1976
46191,77690,2009
87953,69647,2020
79614,92768,2020
61245,62166,1990
8569,11216,2021
93366,69449,1986
93496,27979,1994
96330,26979,1978
48595,54511,2007
90960,47866,2022
61197,76556,2013
11057,82014,2010
77391,31603,2022
44843,19387,1990
67362,80947,2007
18117,64841,2011
66842,66392,1986
90693,9445,2000
85831,732,1998
74862,7347,2019
53180,69785,1997
83899,16510,1980
20239,45357,1983
19270,76763,2014
38145,28242,2023
83880,9806,1974
29544,12532,1981
69871,38297,1970
30067,76246,1983
88670,44680,2007
63442,41498,1971
54292,48370,1989
73165,5332,2021
91298,9586,1979
11994,15420,2012
11834,60492,2004
46209,75200,2018
20397,60482,1978
65989,87996,1989
9826,76675,1999
98670,83376,1999
67698,49586,2024
66675,48181,1989
50269,91815,1980
48300,98774,1991
14378,56262,1971
87045,21718,2015
99541,30504,1974
62455,72697,1988
30887,2327,2004
83529,92881,2010
85670,93022,2005
46175,34895,1974
25360,23594,1985
86240,99141,1972
27481,90807,2011
93323,85868,1977
20818,11830,1978
16841,51894,1990
65364,57071,1983
63266,47868,1993
84545,11968,1983
77607,93111,2018
92423,27418,1982
6931,87082,1981
34467,4355,2010
53989,62103,2007
68916,35312,2023
95968,79719,1994
79542,72074,1988
20287,49014,1981
71927,79639,2017
6177,37851,1984
84035,74091,2024
48895,14446,1990
54659,98023,1992
81514,2851,1980
25754,51866,1978
74955,14506,2019
44914,7654,1978
7672,51250,1988
76431,72518,2000
68997,79459,1995
77038,54428,2009
11207,3554,1983
71917,8716,1972
27003,40200,1975
11791,34151,1987
11149,780,1976
52845,6375,1999
69241,55846,2019
70747,87067,1979
62176,22386,2014
75293,48392,1982
55651,72644,2003
13767,56928,2023
45588,60578,2000
98178,71937,2009
3908,72556,1988
32323,89303,1983
47039,78429,2023
51610,67035,1970
68010,62166,1987
88960,86680,2008
65860,95524,1994
34046,36343,1971
51526,37175,2021
6931,517,2003
13842,48174,2009
4753,36577,1985
45789,24853,1972
23526,18572,2006
31013,6453,2001
61315,14907,1992
84301,81095,1995
87277,75223,1972
41292,16569,1975
93362,85692,2000
16845,89706,2006
76619,36571,2018
16546,35258,1990
65139,75530,2007
87046,6011,1978
43547,24709,1991
92894,76643,2018
96631,51440,2009
97637,36785,1998
71229,44370,2015
87791,43424,2018
38296,80647,1989
90633,63750,1989
9735,98579,2014
388,30195,1988
5758,60932,2020
93816,19022,2020
36901,55128,1985
16915,16120,1991
11124,91609,1985
22324,69469,1992
38084,89731,2006
38156,79556,2000
36804,41777,2015
25882,64975,2004
17233,49323,1977
64177,36829,2015
25025,38129,1995
39061,19436,2022
50255,10134,1995
13441,92978,2020
44932,96014,2015
53066,3177,2020
39484,63267,1992
92438,11216,2022
38604,79845,1976
17232,13085,1989
32906,57779,2022
85292,31928,1997
48924,14515,2018
93664,69447,2019
41683,77876,1999
71184,68265,2020
53440,93427,1996
4462,45707,1985
40245,36840,2015
34563,42221,1992
35948,10708,1972
11941,38002,1982
51198,33123,1978
60727,90887,1980
21007,27898,1989
32507,46784,2018
13786,28078,2014
85886,44680,2005
51456,50899,1980
44063,19528,2009
29494,48948,1987
42741,91299,2006
58944,84512,1994
31328,63849,2012
19185,70086,1973
43050,79059,1984
74557,83055,1982
66515,5743,2012
74470,67191,1990
91656,5705,1989
87886,43206,2021
62983,67451,1997
38627,59206,2000
18081,35039,2000
43547,86699,2001
5361,50859,2011
25029,8484,2018
55165,48755,2024
32462,17919,1998
17177,75645,1974
11528,58249,2008
12529,8749,1970
91385,37506,1989
50606,31555,2020
75986,88517,2020
19761,67679,1974
89791,95121,2022
8151,47960,2021
31645,90724,2004
80690,13079,2014
4513,13601,2016
77231,99324,2008
78463,75764,1984
68628,22008,1976
20225,1731,1972
18898,57341,2016
2305,34745,1985
10685,64619,1975
65454,13928,1987
4815,24762,2001
12407,10110,2005
8936,24320,1979
83152,62804,2007
27247,60736,1981
75823,42210,1972
79396,77721,2001
96264,31546,1983
47931,49181,2007
52714,47105,1988
55888,85679,2022
79368,21525,1994
30043,91377,1984
64720,9031,1974
37631,45699,1998
40529,14824,2008
93093,96517,1975
74070,74921,1984
54049,14824,1979
76513,28826,1981
4972,34358,2011
73389,51093,1990
94945,70004,1983
30663,7068,2016
12154,18384,2010
62521,13755,2002
86574,14013,2002
75384,10367,1994
10049,77026,2012
33582,13451,2000
61349,31477,1996
38243,73761,2014
44361,94167,1991
16116,26703,1985
55766,99620,1974
99140,27472,1982
42296,91413,1990
20649,95669,1986
24279,7829,1980
16197,74348,1993
39279,39167,1985
40962,65015,2009
24733,10618,2002
11955,33280,1988
57734,3724,1979
59602,70721,1982
37182,82230,1989
81815,77273,1992
20628,14147,2001
37364,71336,1971
55679,58151,1986
20077,7677,1979
95487,85841,2001
95473,25237,2014
92813,18044,1994
85242,79162,2000
39902,62431,2006
80887,99110,2016
52672,11134,1976
3908,13013,2023
36381,88856,2024
18486,77721,1970
39041,51365,2007
21738,21542,1990
23932,39550,2011
94528,88345,1987
46847,46014,2006
76547,49695,2007
21909,97416,1993
42865,12286,1970
28623,85988,1991
89880,84812,2014
35705,62602,1982
45224,79362,2017
26741,89822,1991
24521,30940,1985
42741,11974,1986
1835,37853,2021
27654,66287,1970
76169,58823,2014
31328,32526,1977
88442,3261,2020
11960,81170,2011
15068,44807,2001
28047,57076,1985
24018,87237,1995
76575,56784,2010
31018,49511,1976
76581,51911,2023
87730,54802,2015
6492,46417,1978
8701,61757,2023
20818,44387,1981
50913,68180,1983
12407,19038,1993
93650,16207,1999
36436,59351,2007
38057,24555,2016
56525,14733,2001
76390,81540,1978
23818,46150,2022
64774,56928,2002
18328,2339,2013
34039,50235,1988
8939,54824,2018
39931,215,1984
37710,39277,2000
72431,19404,2014
57414,98859,1990
57295,49774,2009
23515,22989,1987
1529,74714,1978
5241,14616,1972
41992,55261,1984
12715,73044,1983
56019,85408,1974
2226,54387,1996
23064,46076,2022
99573,6280,2022
58129,64576,1981
74553,96360,2015
38517,47917,2015
56615,89130,2000
7672,19404,2022
84317,89207,1975
5866,89217,1970
36186,94932,2019
51973,34432,2018
33851,12086,1987
66983,20728,2017
5154,10828,1980
296,67200,1979
11310,32066,2009
42481,13336,2011
79726,34432,1981
81368,97429,2011
38275,5107,2010
481,30483,1970
87935,89054,1993
15363,14762,2012
83373,81675,2006
3866,4647,1978
54332,66483,1975
41742,60226,2009
425,6710,1979
36424,24706,1987
32854,49440,2001
88470,54856,2023
99866,51481,1998
79365,14896,1986
29274,42044,1993
41300,42257,1972
66251,15833,1982
95848,84812,1979
3729,94342,1974
12452,30119,2013
86865,57341,2022
49498,52087,2011
76973,36151,2000
72958,84115,2004
28179,52103,1974
95118,95273,1993
37060,31330,1981
51402,29231,1971
36392,61928,2011
40118,8871,1979
23791,91127,1987
17912,26406,1974
80639,71095,2011
20628,97663,1993
96026,313,1998
29955,35117,1973
17160,82988,2001
35779,4254,1990
60964,69122,1976
25765,98352,2005
35811,36816,1981
33112,1872,1990
44104,26396,1993
75380,66924,2008
8274,43614,1975
52398,95242,2019
92902,26982,2000
5323,88323,2021
67260,68009,1974
11972,63214,1970
43022,48347,1974
44128,29832,1998
48794,52226,1998
18259,18384,2003
42437,45073,1982
99731,97629,1974
91166,47866,1989
97483,55629,2023
28653,16690,2008
6529,18686,1994
73609,12745,2019
74769,6539,1980
47017,90481,1977
66515,91772,1979
24045,17745,2001
60067,96781,1988
37796,89141,1982
26009,69489,1979
2754,69729,2011
24678,55149,2019
39666,98641,2010
87935,37853,1996
37686,38373,1981
56485,10397,1980
60538,35798,1982
28623,70589,2019
41181,84295,2001
67625,98142,2000
40297,90812,1985
98284,85766,2018
49448,41235,1990
9087,75795,2011
98195,92850,1974
55590,28022,2024
34831,83945,1991
91051,3811,1977
78177,82430,1976
81611,75368,2012
9590,29719,1990
47738,61007,1997
87358,4632,1992
11515,66199,1977
8939,29941,2013
25386,5649,1981
53353,52209,2024
78641,83346,2022
87662,42530,2006
97675,90225,1995
14570,72571,1993
44405,61410,1986
70750,61602,1984
61524,72561,2006
97995,10399,1983
26329,97623,1994
46089,38502,2002
57540,51953,1974
21579,17402,2020
76751,45243,2006
37253,88028,1991
87281,64664,1982
32285,28435,2020
52988,71408,1984
93442,99915,1974
63374,42126,1984
35720,55595,1996
10862,38002,2017
15901,62253,1973
51165,22894,1970
11976,47914,1996
17621,3273,1984
36397,22695,1990
14020,2343,2005
64382,46262,1977
30760,76361,1989
59336,57486,1987
30115,83675,2021
31749,78471,1991
35427,76695,2000
57177,11534,2013
16986,73020,1997
64862,23538,2002
58939,17878,1996
9550,11883,2016
45692,80606,1985
25938,71277,1983
65826,18477,2018
89642,84235,1976
40720,7844,1975
80760,18844,2003
13035,55817,2023
96496,17846,2010
45631,70635,2010
95487,63329,2013
92381,46560,2019
65671,92107,2009
33844,14145,1993
9404,73953,2009
39505,96731,2003
70097,29919,1992
26048,89074,2012
22735,81562,2015
98315,40980,1999
72075,37221,2004
84603,74997,1987
27592,36911,1971
43484,74729,1996
58576,98461,1977
52445,64311,1991
46639,4988,2015
27433,41419,2024
63073,14265,1990
97525,51943,2013
80992,74706,1975
62681,98598,2003
71117,26796,1982
61100,26032,1998
75516,38112,1999
55720,13454,1987
63161,92571,2002
54308,94688,1970
63620,80283,2005
51402,51480,1986
70054,11272,1976
2155,70159,2017
44397,44470,1990
94082,58462,2017
46249,96933,2021
2220,16601,1970
10507,3129,1996
59636,2394,2010
79852,16440,2023
54353,47976,2014
38521,12577,1999
31162,17917,2000
47742,14193,2020
81156,61391,1997
29392,29691,1980
56975,12532,2020
40670,35678,1995
25971,25879,2003
34023,91585,2002
68047,68675,1986
14020,8242,1987
1420,44603,2008
7643,20478,1991
97675,48824,2014
24332,71408,1996
67179,92816,2006
97585,78029,2000
18118,9686,1995
75411,92613,1997
42206,82217,1973
58530,66440,1988
4395,1566,2003
85389,293,1995
118,53084,1998
857,61623,2005
78420,67681,2004
22718,98112,2005
51030,21980,1977
85535,19668,1982
81420,11915,1978
10443,4853,2021
51002,94859,1973
36111,10134,2009
6391,4352,2017
96150,75975,2017
95322,8412,2003
15550,20197,2015
61847,48592,2003
20174,1135,1981
10844,55466,1995
15091,4853,2010
15901,61724,1993
51175,19107,2021
62728,25288,1979
53751,53871,2005
61514,76654,1984
48477,43852,1971
13065,62219,2020
72836,72332,1986
61660,43663,1973
8418,40963,1999
3013,1065,2017
86320,87204,1979
64447,26982,2000
66982,49586,2002
63880,26620,2002
91325,65895,2003
36140,34575,1977
84842,22519,1975
70771,28047,2003
17338,20123,1983
75986,69928,1996
13598,77142,1999
52535,93383,1974
25890,94734,2001
83423,46259,1985
17430,48101,1983
39794,50172,1998
87524,94815,1973
98773,94010,1978
56339,26279,2018
28089,39525,1980
17472,25877,2002
97785,99057,2004
58467,92829,1992
75022,59929,1994
48583,61381,2023
21135,47772,1990
55194,39289,2005
14413,30012,1999
31718,88190,2013
23124,46874,2021
74093,12588,2014
24880,33791,2011
48851,98630,2003
17436,95469,1989
66750,33275,2005
37749,62844,1971
52914,77219,1976
23826,46843,2006
98517,26076,2005
99325,69055,1996
21509,53815,2010
90473,59996,2013
1773,587,1986
5050,87841,2021
87884,10938,2016
92788,41486,1984
46967,75146,2001
17212,55362,1999
61865,50157,1994
25479,70673,1979
8696,94187,1980
22291,77213,1998
64086,83521,2007
55868,63551,1988
57569,41275,1971
16707,25878,2006
11175,9778,1999
99664,99319,1971
8557,45861,2005
5060,375,2020
87011,66859,2018
12307,55771,2005
6174,4928,2020
17175,86129,2004
3469,90968,1970
51699,19207,1993
99871,30794,2010
78640,35745,2011
63824,30137,2000
48859,7840,1989
78080,31189,2021
59111,32878,1990
89243,49089,2001
99931,50613,2002
34016,71037,1992
76115,67718,1996
27059,68851,2000
63183,49709,1997
77827,68856,1997
99515,91867,2009
65530,89062,1987
48395,19034,1983
41289,48065,1984
65835,17675,2022
69455,55880,2012
65258,22136,1974
44172,5256,1989
83030,1442,1995
43201,18409,1995
33964,10426,2023
82421,98118,2001
28313,56627,1979
73808,72618,2014
39935,57182,2011
88391,85431,1986
93544,60548,1970
72546,20003,1976
17064,56972,2016
5159,56476,2003
27267,36641,1999
27536,74302,1978
51605,62007,1987
45137,61667,2012
41275,5961,1976
25233,56517,2024
82032,23058,1991
9189,7748,1979
10047,23769,1990
1069,97306,2012
12299,85103,1989
4570,87356,1987
28580,35154,2010
73558,60645,2000
39801,92571,1977
90922,80319,2003
33000,96023,1970
62434,39841,1987
92954,30794,1995
16523,17919,1978
61466,72251,1990
28518,63315,1991
47367,50849,2023
73586,44855,1975
42865,19302,2024
87475,92107,1984
30496,10591,2012
85679,93305,1980
98260,25262,2000
55321,96870,1997
44552,22916,2016
26655,1539,2003
99573,9778,1974
66629,93320,2015
13547,58477,2013
68861,54259,2024
58418,21655,2006
6942,82561,1976
54682,40006,1974
5474,63655,1984
40669,78003,2024
78648,6453,2010
66648,75687,1986
61100,14311,2005
85086,28898,1981
44243,40351,2001
94024,51696,2008
76175,16601,1972
39306,13528,1998
74955,95698,1977
49403,22839,1972
12000,88745,2010
77940,8305,2011
76386,10147,2018
25508,3739,2017
50905,95384,1981
11508,95939,2007
90455,22983,1999
45708,25919,1979
48195,88054,1983
16084,89593,2014
80504,9954,2006
52339,32228,2020
86217,85994,2005
99417,54051,1982
73467,95907,2003
10327,63750,2015
91818,47462,1990
32320,94815,1990
35817,12272,2022
53909,2755,2003
4748,53129,1994
87907,87090,1994
41939,95804,1975
79406,2293,1971
84801,70124,2020
4807,49674,2005
95936,98725,1999
64304,61853,2015
40962,17645,2005
87941,47839,1996
96412,80851,2021
90801,91078,1974
57242,74289,2022
99516,65114,1993
50787,64148,1971
64853,18361,1994
70883,54677,2020
98780,9398,1972
73911,15237,2022
5985,94628,2010
95487,12286,1979
94082,73645,2004
57920,8182,1971
89334,69053,2003
15105,78447,2001
72273,89178,2010
16691,4081,1972
8810,12354,1994
9932,88545,1971
54785,65862,2014
41570,34595,2005
89354,94351,1979
57972,39289,1994
32321,32415,1986
62169,4642,1977
46154,27268,2011
48408,10006,1987
54736,98350,2003
9402,10194,2022
4678,76294,1970
68131,24762,2013
72655,24182,2012
19972,65324,1993
30821,22709,2023
61011,87626,1972
35705,82719,1970
12747,38395,1991
24482,44804,2002
8203,8,2013
5818,34921,1970
54137,92297,1989
48184,8880,1971
35115,38297,1977
18458,85135,1999
68761,52364,1998
31193,46454,2016
90498,24333,1979
26446,2842,1986
65900,27080,2012
75212,58414,2005
46630,14580,2003
87447,50801,1999
57949,25832,2017
53264,43594,1978
15366,4398,1980
17015,61262,2022
17175,58971,2001
32742,27226,2017
12252,96051,1975
17177,37851,1984
38660,54352,2004
16081,84483,1995
16363,35796,1992
48050,11830,2023
90960,35705,2014
4395,49922,1979
84527,89745,2006
85452,21682,1994
16465,86677,1986
19125,56584,1974
1980,82333,2023
26655,13178,2020
9319,39206,1993
78292,15052,1988
20248,37787,2020
83405,5781,1988
77342,49490,2023
81842,46076,2016
32580,73821,2010
37639,54830,2021
48497,54143,1999
91937,18353,1981
94835,1663,2012
41320,4988,2005
26540,74992,1991
57085,34998,2001
65898,67917,2014
152,14871,1971
40874,29137,2009
41388,84984,2016
69424,37346,2015
91779,67686,1971
37671,90250,1980
42748,64923,1994
38192,34053,1977
65519,23257,2024
8278,91082,2018
95368,2804,1989
6806,56233,1997
91837,66178,1989
62023,23926,1996
31318,96751,2017
73558,73761,1993
21738,42929,2005
47610,10409,2019
41570,61047,2011
38084,17348,2003
41439,63092,1997
48747,34088,2020
81874,98842,2007
34046,28912,1976
11976,18160,2002
99716,75465,2007
41289,92983,1999
40985,95579,1996
8339,16329,2000
98856,34944,2013
45968,31483,2014
15506,54877,1995
68920,91890,1970
33841,32382,1989
2041,79380,1978
11020,67833,1982
25429,29094,1979
81199,70398,1993
77855,96691,1972
1191,58961,2007
76083,54937,1993
74634,38279,2024
76175,46391,2001
399,18683,1978
46678,88621,1989
71133,24902,1998
40953,31275,2023
53091,33376,1982
78049,69986,2006
83727,4643,2007
80240,65758,1973
80068,18519,2010
533,20269,1979
98780,76646,2020
77134,81139,1983
44423,35629,1991
83912,12036,2012
26431,51034,1986
11044,29636,2020
46872,53546,1999
31075,17993,1971
66227,23762,1970
72929,10538,1984
64980,68992,2020
9688,93286,1991
20042,98617,2006
3443,27296,1979
54755,91041,1982
71821,34012,2006
64632,83131,1987
21892,91662,1993
45476,51928,2011
32648,49651,1986
35308,69917,1973
9372,65108,1996
63642,34152,2021
1630,9868,2008
3773,83067,2019
30788,78763,2016
32472,12570,1979
71113,29643,2016
31040,40340,2009
24301,86113,1975
39705,71942,2005
96126,14208,1990
98472,93511,2012
65671,20426,2011
46872,29108,1971
84171,67961,2020
61666,50213,2015
21029,28274,2020
48671,17675,2011
89616,79424,1999
30767,32088,2009
59576,60748,1972
26443,95469,1998
34414,16023,2021
34604,17538,2002
82340,19846,1983
32016,69623,1987
35805,62547,2007
81609,4748,2024
9050,31989,2017
86327,71407,1977
55194,75952,1976
9591,23066,1995
67698,23762,2012
68517,68146,1976
83737,52966,2018
10893,85858,2024
16338,6150,1992
80396,30922,1972
86320,17939,1986
61481,7916,2017
76872,73072,1972
60470,18409,2004
15847,75256,1970
73191,72750,2009
50813,57578,2015
48286,81616,1984
53967,16174,1973
63983,76962,2014
85122,78907,1999
53323,16998,2004
22254,91912,1987
8970,96221,1993
1216,97924,2014
80051,73419,2007
23153,92635,1975
95198,26437,2009
35550,26540,1983
87085,30325,2012
64543,96532,1985
62749,76586,1992
47180,61287,2006
6928,31928,1989
56380,42695,2004
49873,15325,1984
29414,2219,2008
57972,63747,1981
40849,68972,2008
6529,91495,1981
95416,67411,1997
48477,92974,2022
21738,13417,2002
10284,67087,2002
48628,63653,1988
38439,50821,2004
63830,42258,1978
87100,96526,2000
69154,44318,1994
36392,23865,2013
49390,11059,2000
56036,29014,1988
33933,62364,2024
30845,53702,1987
70494,54947,2024
48070,40918,2015
52348,82980,1998
22636,12757,2014
87274,66157,1989
9320,63602,2019
77153,2675,1971
3469,83398,2013
23846,98586,1977
84404,89303,2023
38109,41725,2011
25341,11191,1970
42081,36151,1993
38410,89792,1990
24303,4081,1989
5636,44182,2012
21134,18024,2001
55015,89833,1997
45908,96984,1976
55744,93728,2007
38439,79067,2022
94949,47620,1978
27327,31825,2003
36581,99988,1997
23606,19668,1988
23667,73821,1971
22009,98570,1999
18596,61410,2000
30902,65021,2000
79640,87339,2019
97483,94226,2023
57810,68856,1978
6751,90973,1970
57351,7102,1996
34860,83300,1987
16714,99551,2002
14371,90152,1980
45981,51440,1972
86024,68143,2007
82669,6387,1997
11927,66730,1975
31450,28058,2011
36433,16897,1989
48286,91956,1987
40849,60818,1974
10963,73259,2002
57581,20192,2022
90550,54382,1987
72795,4699,1983
51165,43553,2021
75019,13837,1995
90142,26635,1977
67053,77288,2006
73446,87999,2022
28805,75186,1971
30910,41235,1985
66174,79286,1974
73087,71520,2020
34961,20288,2017
38109,77523,2002
4795,42480,2018
80965,60602,1996
72239,79988,1986
8939,19564,2021
79041,58919,2013
91730,20119,2009
91134,42232,2006
81053,40,1977
25838,31603,2018
61524,91407,2010
42716,12289,1978
82360,79440,2014
24320,5411,1998
28768,32971,2022
48106,74140,2016
72111,74729,2012
84545,68379,2017
67160,79758,1972
6832,28976,1980
59597,33379,2002
24581,57297,1994
8724,37715,2000
92684,81441,1976
42608,34306,1984
85224,81689,2005
14589,1836,2000
70169,42200,1996
79110,85724,2007
53540,14699,1985
17041,94815,1976
69465,9339,1985
70599,81637,2019
98359,83943,1998
81630,24983,1981
59850,13518,2004
58225,41308,1983
91669,6061,1973
76913,76991,2006
58338,7416,2011
95011,12789,2000
90297,59419,1989
27537,38756,2024
35442,91633,1981
32390,99094,2006
41838,72989,2002
5204,40929,1983
55152,71393,1973
24251,93124,2013
34244,20,2019
73754,4963,1973
22009,20655,2000
6060,78782,1996
970,21268,1988
31328,39446,1979
78139,34698,2011
63266,5781,1990
79533,7274,1980
13061,73447,1977
95580,6011,1989
36311,86934,2014
38711,5760,2004
53912,21226,2007
2656,92880,1988
98472,34229,2000
15080,3251,1995
36254,86641,1988
2005,16314,1983
83030,57394,1985
60392,74791,1978
72909,5743,1992
43821,66645,2015
77635,73545,2020
96795,73057,2023
79742,54280,1996
52293,90968,1974
30579,587,1991
46212,76565,2011
70239,21327,1979
46336,43042,1979
53898,27765,1998
14903,65386,2008
77314,15118,1970
71157,95636,1977
67669,70906,2001
16750,80041,1993
61702,39342,1979
13166,86168,1996
12890,62007,2016
7472,63546,1994
88351,811,1984
47424,29832,2003
78996,51570,1999
22324,45161,1990
32436,83282,1991
81821,87859,2003
99577,32635,2020
76912,77412,1990
89733,83918,1992
83666,97907,1982
73617,11760,2017
86243,28947,1970
15238,25504,1983
15912,78471,1972
44832,60635,1972
89617,48307,2010
24521,76045,2020
58914,20422,1981
23427,53299,2002
80651,87298,2021
61354,88871,1970
83423,2520,1982
39354,1930,2011
53117,95473,1997
75565,7730,2016
88771,63004,1993
91819,91023,2010
18494,19038,1999
12485,45969,2015
41685,14136,1990
57164,6008,1995
20104,25635,1983
58013,22486,1987
5797,25607,2017
56540,74515,2018
96263,8054,1975
44403,68008,1979
26333,36471,1986
76550,99057,1979
25088,31393,1984
45070,50710,1974
91613,47036,1996
37561,64946,1990
30902,77291,1998
9372,65476,1995
67318,74714,1976
63930,4699,1991
46536,98302,1977
69154,56784,1984
33483,86599,1993
18529,69464,1986
17860,43193,1989
21380,74716,1995
90361,92651,2021
38750,87277,1980
53959,30660,1996
39229,85651,1970
86131,8962,2001
53947,35842,2021
52406,92974,1972
62659,86717,1983
18140,99319,1980
57537,94329,2004
83830,36944,1978
21482,70636,1981
40264,51552,2003
59041,94734,2008
75513,30847,2014
23115,68971,2016
94597,52676,1994
51380,11223,1972
90142,96972,1989
60709,48447,1975
82324,93615,1970
84545,12377,1991
29252,11551,2011
40699,72364,2002
48519,53202,2004
41685,51691,2002
78648,1933,1982
59648,94366,1989
25801,45969,1981
16023,89548,1985
70821,70978,2020
37215,8242,1987
99693,94297,2002
55562,88589,1987
44699,73454,1972
64092,57345,2004
92385,87298,1979
2509,76511,1977
42873,27724,1993
53706,15835,2002
86140,18988,1984
29912,89668,2006
79285,12236,2003
36952,54506,1971
23125,1057,1999
65153,95849,2008
56411,96892,1985
74638,8272,2015
71726,16895,1998
54291,6911,1995
30358,84324,2020
63271,86776,1974
77108,57344,2016
1191,77306,1972
16968,75121,2011
18391,64021,2004
91736,70445,1993
35345,84564,2002
78965,36155,2001
17585,46150,2002
82314,79180,1996
99462,60780,1975
1069,1261,2017
70801,5498,2021
11458,51250,1986
36761,31477,1992
49919,60932,2010
38871,52573,2016
18215,52979,1982
39902,95183,1970
69102,12822,1998
44514,43905,1992
53573,24703,1982
79186,57803,1981
1928,93505,2005
44760,12552,1986
12572,56002,1988
79337,64664,2000
3986,9868,1970
19959,26477,2019
86277,91583,2023
64720,35180,1983
63627,78801,1979
9786,45314,1977
68080,5914,1993
94795,61140,2016
83618,28274,1982
98899,98301,1993
29491,2298,2001
13222,86141,1991
80183,25123,2013
43341,76454,2015
81381,1930,2000
56775,7267,1990
58654,29586,1987
733,87125,1998
13467,30483,1985
94800,97872,1971
98429,14816,1978
84912,27415,2010
55188,56095,2010
62814,53827,2011
72836,57215,2008
59771,10510,1983
40409,40512,2021
13065,76040,1983
63430,3889,1980
60608,94297,2023
61272,77460,2003
35967,15505,1997
11453,25391,2011
72407,91809,1998
35550,3469,1975
23935,15881,1993
99001,5448,1997
21892,47002,2004
39493,3325,1977
7039,24537,1987
70042,5503,2021
97773,94946,1997
78674,35239,1979
56171,2953,2022
78844,28091,1993
41021,59508,2006
62182,74655,1987
24208,26477,2012
59818,7720,1995
81238,77592,1984
95775,8623,1991
50418,62767,1994
97317,55505,1981
1780,32510,1992
69444,17562,1988
906,67197,1971
316,56759,2024
82478,97105,2020
59524,45566,1999
31616,21221,1992
