CompanyCode,DocumentNo,FiscalYear,LineItem,GLAccount,ClearingDoc,ClearingDate,AllocationNo
62775,3777270076,2021,312,8Io4,7607WeTVe1,1999-05-19,1804aLPjX0
62775,3777270076,2021,554,4qn5,2879bBEvh9,1983-04-11,1498pSBrE6
62775,3777270076,2021,463,5LW4,1462VAtAm3,1987-08-20,3881cPPPq9
79459,4619270538,1996,797,3vQ5,1094HrYOB7,1983-08-02,3075pPUQA4
79459,4619270538,1996,771,5Br5,4156BkuaH4,2018-03-13,2314ayihA1
35124,4903038029,1987,471,5RH4,6333pvyyh4,2013-12-09,9138lKcDx7
35124,4903038029,1987,888,0FC7,2358iQUep3,2022-01-15,5159sPbIx3
35124,4903038029,1987,781,1kJ3,1750mMFKV5,1984-08-09,8469nohbw7
79720,6709121972,2008,526,9OJ4,9757FYGVZ4,2011-03-16,7997aNOjr4
45762,3064232482,2021,29,9rZ7,5566BDHut9,1982-01-04,6311RhtNC9
45762,3064232482,2021,366,7Ve6,3930Iddhz5,2007-07-31,3503YnzOe3
34937,9344696123,1989,567,4lI9,2809yuSFV7,1982-10-29,8393uVpLx5
34937,9344696123,1989,437,0if4,2000uYhug9,1990-10-17,1161DmFoi7
34937,9344696123,1989,697,2mV5,1154GqNvU7,1988-04-15,5323YfDkZ1
89056,6891517627,1981,842,6GT8,4933eIWRc8,1973-02-28,9663KIDKc5
61555,4712611041,1991,250,7iS3,8744tTHAF7,1989-01-03,9276JQVWw5
15098,5200075210,1978,294,4nS1,3857wypEe2,2013-06-05,2423GOZKX4
15098,5200075210,1978,770,5MQ3,2841FDQgN4,1979-10-11,0393brksT9
15098,5200075210,1978,763,1rq1,8427sAhCp8,2008-09-30,3125LqTbE1
59586,6891912089,1991,781,3Rv2,5892hWLNw6,1974-11-06,6052nYCZd2
38144,1257449795,1971,157,8xk5,5057jhMRv2,1980-10-08,4110snPXM2
38144,1257449795,1971,410,1vp6,3088ssLmC6,2016-11-25,5315OPDEG1
38144,1257449795,1971,874,2Ch8,5330bTmWC7,1976-04-09,4800VUkLu0
29991,3056730940,2018,192,3ge2,6051xEFKY7,1984-05-15,1918xWdyJ4
29991,3056730940,2018,973,9pc5,9368VPvjC8,2016-02-25,7932SYbPG4
56696,7165150220,1990,321,1iL4,1048USRSv3,2005-08-30,1564aHWVL2
31931,1594928501,2011,831,4Cm8,9840yYLTN3,2003-10-27,2561QdVRE7
31931,1594928501,2011,986,7Dv8,4390eFTSy2,1985-09-23,1759oJzCE3
27418,5360280690,1995,914,4Dv1,2912AlbsA5,1976-02-09,7416YxYnD2
27418,5360280690,1995,571,3zn3,1698Qbrga4,2000-05-10,7480vdExp5
91068,8711270646,1970,915,4LX5,1465ZENUs1,2008-12-25,9798tSWdc9
2007,6083927084,1993,802,3RK3,9054SKqCl1,1992-09-26,6270JtQWL3
87172,5170778960,1997,592,9gI1,2491DjhHt6,2001-07-02,2263vGAzo5
78419,9391153714,2013,866,2Of6,3613thWyc2,1995-09-16,0898mgHek6
9816,3194764961,1986,904,4rw1,9845pXsfd0,1989-08-28,1810zMskT7
79102,3350902371,2022,322,8zO3,2211lFJev5,1970-06-05,4167yuxWR5
79102,3350902371,2022,944,9kz2,1839hYhYi2,2015-06-25,8173Uyqlk8
81423,4058397995,2015,141,2aN2,0043XrLdF8,1996-08-14,9707TRcpa8
81423,4058397995,2015,792,9PY7,5926PxgiZ2,1989-06-22,4127XooMG6
939,7351178052,1982,24,7bR9,1061PNGRq0,2018-01-27,1020kqEAN4
25908,7268525710,1994,928,7dx1,6705GyOHk2,2018-03-27,7412mEiRQ6
25908,7268525710,1994,169,2WP8,6206DgFLn6,1978-01-30,0830jzhil3
57723,6922423565,2012,783,4Vp7,3247qpUNO3,1987-04-11,9561ddsnP2
57723,6922423565,2012,705,8xG5,2959DTEJE2,1980-11-19,5245tICqL6
57723,6922423565,2012,52,9zz8,6259MMUQk3,2020-09-02,1898OEMTq5
47462,7020535474,1972,244,5zO8,2941qtlGw2,2009-11-04,2042cgQxk5
59816,669670082,2013,21,6bz4,4139ngxVe5,2006-07-27,1162DzBAL9
38116,6088333827,1994,363,2PH5,6649LtWQY0,1973-09-24,9037SiVdi4
38116,6088333827,1994,257,4Pd9,3541hyLUL0,2002-05-26,1306Vwplc0
89130,8007171061,2023,854,9rJ3,8768iplQr9,2023-05-30,8648dijcb6
89130,8007171061,2023,30,3Nw1,3740Lskqf7,1989-09-09,0634sMImo3
89130,8007171061,2023,662,1xL0,9228fcoLh0,1972-02-14,7663TLNLQ1
32247,6864452254,2018,968,4na3,8047LLPJm6,2013-06-25,8419gYbfF5
32247,6864452254,2018,262,1oF2,6560uJdkP6,2003-10-06,2529ZEQNa3
32247,6864452254,2018,142,7aF1,3235YmlAg4,2003-01-02,4662zwfUW4
77989,9941498362,1986,569,6mu7,8800ZUvjV0,1989-12-20,0476WMbyx2
77989,9941498362,1986,413,3ky5,1619FXKBm2,1999-08-08,6205CJtIG2
27589,4789790062,2013,886,1jw3,3929otuoo4,1989-11-04,3215ujRoQ4
27589,4789790062,2013,367,6mS7,0041fkisV3,2014-05-26,2265VslSd8
27589,4789790062,2013,515,1PI1,0934VdDZU9,2009-07-25,4753ehYQG5
51133,9881846799,1971,926,2Is7,7200SimAN5,2005-02-28,1412HQzyW7
51133,9881846799,1971,847,0Ym5,7846jQTit5,2024-02-20,5840QpypY5
51133,9881846799,1971,659,7bx3,3258AyBic4,1996-05-27,0870IzVyQ2
13709,189879927,2006,133,1af2,6265QYSbp7,1997-02-08,7766BmAXU2
13709,189879927,2006,207,0IC1,4642ffQqZ2,1999-10-13,6531gLTKY5
51405,361190771,2009,239,0UB4,0026dqyQg1,1999-12-12,5319fzBvl3
51405,361190771,2009,644,6CD1,8709yhmFu6,1991-06-21,1777KFvpR8
51405,361190771,2009,519,8qO6,9863GibQH5,2020-04-15,3680Wfukw8
52226,6117835056,2014,96,5dd6,0294fsIXs1,1992-05-28,4839UhPrs8
52226,6117835056,2014,965,9et7,0860UAgbL5,1992-03-04,0785LYCLO0
34084,4490870879,2014,659,3Nt9,8964BjZzw8,2020-06-25,8347mOPWI6
45004,6624012538,2007,322,3zA5,0531bGouC7,2011-07-01,7061lGVvj9
45004,6624012538,2007,918,1gt8,0778YVCBG9,1988-11-28,7826axmDf9
45004,6624012538,2007,673,7Al4,0630nTzeB7,2003-01-10,5791PYQXl0
86039,1116565464,2002,180,2Oy5,4914pUwQY8,2010-11-17,9416PuAni3
86039,1116565464,2002,521,0ua3,6693Stdvy1,1972-01-13,7317yOuPZ6
18216,921513668,1999,554,1wv2,9453koPuI6,2011-04-02,0242rdoXs2
18216,921513668,1999,238,2eD3,0987IaaFy4,2022-11-09,1356fEZbv5
96885,5599386188,1988,765,0sA4,5517TczIa8,1991-12-08,5120XllyI3
96885,5599386188,1988,685,9Hl6,0923dQuoR5,1977-07-05,1587tPNTO6
49829,8937883709,2016,676,2So6,6649BDJXB5,2022-12-02,9469dEVTT5
78414,517657810,1994,794,9uO1,9929RqYAj0,1977-12-24,8874QTTvv1
35206,6968839367,1995,155,9zO5,6852MHWaS1,1986-09-18,0906biZyk6
35206,6968839367,1995,880,7DJ3,5708sgbJW3,1970-11-11,3267eeRbO7
35206,6968839367,1995,555,1YJ0,5226QecCs5,2013-09-20,8469Wvbii0
37730,204851517,1979,17,6qN1,9155FOlfH5,1985-06-17,5020NSmGr7
37730,204851517,1979,513,8Lg3,7151gcRpW9,1976-03-02,6696mvFGf0
37730,204851517,1979,139,6aT7,6430YBMTF4,1997-08-08,9931YTiPH9
92488,3960231399,1979,939,3MR9,9067QiAkQ6,1988-10-06,8960eAoGc0
375,7786356031,1993,299,4UX4,0670GPPXb7,1998-12-05,0154uZMTi3
375,7786356031,1993,225,6mf5,3101hXoWF9,2015-09-18,9667mlgbo6
375,7786356031,1993,275,7wX9,8503SIXul0,2003-08-17,4726eXmXE0
50757,1580605327,2018,897,1xE3,4499XIhuD4,1989-01-06,4681blaLq0
50757,1580605327,2018,710,4vy4,5148VsWyN7,2018-09-15,0731nCcnO2
34421,902835992,1994,455,9JM7,8367DcHGa8,1993-05-11,7950nSHnn1
34421,902835992,1994,292,3yb6,2150YTSbs1,2011-01-23,7373HoagQ2
34421,902835992,1994,213,3kw2,8564LgDgb3,1991-06-28,4873iMryb0
35204,1993617398,2017,654,4FT3,6546doUyc7,2016-12-16,9037LCBDQ2
35204,1993617398,2017,982,8xF5,0843axyVl2,2021-02-15,5326OsRQO3
35204,1993617398,2017,611,2cH9,6783Kgfrs4,2018-09-04,8249zCpyA1
59557,241544576,2000,577,8Lw5,4650dMpkr8,2016-01-22,9482buCSp7
59557,241544576,2000,545,1sU1,8093MiSAt4,1985-06-23,4473HFJzN7
59557,241544576,2000,711,5yW4,1993JChkT7,2022-09-23,9418fIThG4
30863,7509851195,1991,881,6VG6,8559JWxnT4,1979-04-10,3070ynJEM7
70860,3745997159,2016,941,0YK6,3521AFjag9,2008-08-17,1852APQsK2
90041,962923315,2004,122,1Xn9,2418agOOm8,2008-05-22,9361ecjYU3
90041,962923315,2004,195,6oO5,9956GdLxN5,1995-08-11,4144qVlvO9
24541,3230055751,2008,786,4lG5,6555xeGRW7,1979-04-12,6084oufEr0
24541,3230055751,2008,811,0aJ0,5072yxShn9,1996-03-23,7738mXBqN1
24541,3230055751,2008,686,9yS7,0200vScEp2,1994-07-18,9558BaDgN2
48578,7503171147,2019,850,7Ww6,6942ABQey4,1990-08-12,4300xNSNr5
48578,7503171147,2019,166,8MZ8,0114uLSWm0,1987-01-29,9456yKocA8
71999,1537425861,2005,824,8RW4,6652IOFfe5,2013-02-08,1505mRaOb2
71999,1537425861,2005,221,5Kw0,8684uhpEO0,1983-06-15,9163hlTsj2
71999,1537425861,2005,698,4AV4,2554NdGCw7,1977-03-06,2661nQxDv9
50448,6464930064,1970,759,0eC4,5479IesFU4,1988-06-28,6229jQKsz0
50448,6464930064,1970,138,5nk4,8450WDDua9,1981-02-11,8293bLJpx9
50448,6464930064,1970,75,9Mj1,9104XkwQA5,1981-06-04,5784WiSxz9
70112,7145636708,1998,106,5sP9,7603yZXrs4,2021-01-04,3306BevTC7
70112,7145636708,1998,977,9VO2,3541Qpruv8,1976-08-14,1730kVaJn0
16440,3307417737,2020,309,6dl2,2108PSNyD6,1974-10-21,4215kWVAQ5
31917,1886213997,2000,581,1TN8,8966YXEOq7,1982-09-21,3694YnxQq4
31917,1886213997,2000,415,7Jv3,7244jpmFY0,2012-02-02,8874QoyUW4
31917,1886213997,2000,837,2lV1,4269CSFjK5,1976-06-03,7391ANIyd7
12281,3689469190,1984,59,4xm4,5079EDMJU9,2012-01-20,7883MQkPs6
12281,3689469190,1984,288,0tF4,0710tOSzR3,1999-07-01,3829Brszy4
12281,3689469190,1984,71,5uU6,9799pJZNj2,1993-07-11,9254tFaAG8
87292,3912874606,2013,912,8Wp8,1610QamrG5,2011-05-24,3305SzIuj1
87292,3912874606,2013,70,2Kt8,7616DnSur5,2012-09-10,4226wDUig1
86776,2217465210,2014,988,7ZJ0,8915MPsua1,1999-02-17,6028BYifN1
86776,2217465210,2014,569,2hF6,2302zROOC8,2012-09-26,5085bScPk6
86776,2217465210,2014,390,0SQ2,9771LzfFt1,2016-10-09,6534fHWUg5
86215,737937051,1984,293,8Ql6,6934vLscD6,2018-07-24,4990aKvWM7
780,5993638895,1996,388,3KM0,2811XimTb5,1978-08-10,5666cgMeW8
780,5993638895,1996,872,3Xn5,9744myhjD3,2020-02-27,5972vSBly1
15564,2880874299,2022,76,4LA7,9189gcHCc8,2018-04-25,0957tKCeY0
44327,9479081974,1970,285,9gu9,4530NhZew4,2015-06-08,0392GQMmf6
44327,9479081974,1970,32,6iq0,9430TRBDM9,1976-02-23,2830Dabgm5
44327,9479081974,1970,924,1Sv2,9615wjeOe7,1986-03-01,9568PkdvN9
32082,9850372835,1993,858,3VV6,4973ydMVU1,1984-02-21,2178sTDAF2
32082,9850372835,1993,627,1Ot2,2984aGErc9,2008-04-08,1336VjjXM8
32082,9850372835,1993,121,8fz3,2757GVLcr9,2018-06-03,5816FbzwH7
5500,3327831550,2018,876,2Sj6,1328hSHqK1,1984-02-29,2958ndqeX1
5500,3327831550,2018,570,3Vr1,2544CDcBl1,1976-12-18,1618bhrqy8
5500,3327831550,2018,78,6Kn4,2892Rlxjc9,1987-10-17,8022EPWEa2
54610,7731844693,1988,187,5dT2,6111wxpSw2,1996-04-07,3534NJXMX1
24434,3283021478,1989,722,7RK9,2247kjePl3,1999-12-07,3860VdjCF7
24434,3283021478,1989,238,6qH8,2899RKUYw0,1997-09-02,1440SNmES2
85830,8544358255,1980,403,6kh5,8155bBjrY7,2001-01-28,7158ZuhWO1
85830,8544358255,1980,813,2wn3,8499DVoEW6,1970-06-23,4116XPqsr6
7137,6065612055,2021,704,7Az1,4730eUyMB0,1986-05-23,4299LmoNf1
7137,6065612055,2021,183,3tk0,4422RDYfz3,1995-12-28,9842fUryJ3
38145,2484818302,1973,456,8pX5,6347eDWNA7,1998-10-30,0879AxZom2
38145,2484818302,1973,840,2Ub1,4043bZjxf5,1993-10-07,8287UaHLd7
38145,2484818302,1973,646,0aL9,4565vRhEn4,1988-04-22,7164pPAIp5
44522,5193903182,2007,371,2EJ9,0729cHBLu3,2000-02-19,9451lYdhS2
44522,5193903182,2007,532,1ul9,7182sXfPi7,2015-07-06,8769sohzL5
44522,5193903182,2007,571,9hD6,5476vLoNT2,2002-09-26,4909idDaB4
37993,9064688762,1991,141,9JI8,2931OvWvi2,1994-04-16,5774jkjeY0
90690,9042798470,2018,307,0ou1,5252hDPzi9,1970-09-03,3442FvKEy2
3961,782056596,2003,287,8dQ5,8105EDlqq4,1975-01-20,5217GqaGg7
3961,782056596,2003,416,8xa2,2974TEbVm2,2022-05-03,2138wBjoe2
3961,782056596,2003,614,0iB6,7511yYNWO6,2005-08-28,6973yMJUk0
43328,1872177618,1977,491,0QW3,5153ZOahY6,2012-01-13,8177pliIC9
82487,8088302836,2023,790,0Mj9,9801bzuco8,2012-09-04,1373waiqq6
54566,6214617036,2006,871,9an1,1967cBKKw0,2002-05-19,1653aQnRv0
54566,6214617036,2006,442,5bg1,4167NIhXl2,1995-07-15,0767KtmZD1
84811,8620651251,1990,848,7WJ2,4152jlNQq1,2003-04-21,6037qBJoP9
84811,8620651251,1990,70,4sn0,4728awkLo6,1975-10-23,6578mDBtd9
84811,8620651251,1990,175,1Rg2,5510EhIXx5,1982-12-29,5360etlXy1
51787,3172395593,2009,861,8hk9,9187qlrdP4,1994-03-15,4893VzQVo4
51787,3172395593,2009,451,0WA8,9751XPczR6,1984-03-30,8578CepyH7
31990,2062161005,1982,729,7yj0,3473BdFlh5,2005-11-30,6003wUlpn4
31990,2062161005,1982,880,6qj4,4199uNZqu8,1984-03-21,4953sgPnF5
31990,2062161005,1982,766,9HC5,1484IxdMv3,2012-11-15,7109VpjyD2
42308,4516933421,2016,924,4Nm1,5151RBrPW7,1993-05-26,7089nQeKp0
42308,4516933421,2016,153,2zZ5,1406iGnil9,2022-08-08,5172zMPBI5
42308,4516933421,2016,967,7Cl4,0071canVb5,1998-01-16,8326WpNCy5
27293,2586953599,2009,263,0fZ1,4975DFoQH1,1977-11-30,3857vxsnh9
27293,2586953599,2009,594,6oO7,9742eSSwz0,2022-01-08,2499QQPbP3
2359,7706918696,2015,447,0aF2,5370VdzFK9,1983-12-01,0684MJJsV2
2359,7706918696,2015,844,4rM2,1791DKKjl5,1984-04-10,5599NGxpX2
2359,7706918696,2015,595,3fw0,2599jeCev1,2001-01-11,5401IXVUD1
97773,4737699938,1990,714,5yl4,7815ZjrZs3,2017-07-26,7753UxhlJ9
97773,4737699938,1990,116,5HA4,1883BggFc9,2010-12-30,7437WjOMZ3
112,7759335082,2023,447,6ut6,0300oCopQ9,1973-07-17,2589pHFtH5
112,7759335082,2023,821,4uE3,9127WEheF8,1973-05-17,7776nIPkD9
63917,5653351627,2024,799,5TF9,1736OXrMC5,2006-04-27,5523bnxah7
63917,5653351627,2024,298,0lz5,1093XrubW1,1981-05-26,9491pqWSl5
67936,5832202432,2009,61,0TM1,3242SJxvX3,1994-03-10,7406fbgvT7
67936,5832202432,2009,122,9Zv9,5067fZEGC9,2006-03-10,4083QlnNg6
67936,5832202432,2009,861,2YH1,4605YpVLh4,2002-05-06,7304WFOiA9
71773,4770934377,2019,676,1hr2,2322XyvLW0,2000-09-09,1196OQqaf4
75846,898449057,2010,483,4dS7,7851zOEbF5,1973-09-01,7669XxGyH5
75846,898449057,2010,862,4ZC2,6307hpeoX7,2007-05-31,5611ksthU3
60780,1979243511,2021,373,7RE8,6762EonHl5,1976-01-11,7054rRGNN2
60780,1979243511,2021,33,9Xc4,3141qIUrF3,1982-06-09,1881leACC5
24320,9216416260,1974,752,0OC4,6198PuwIV5,1991-02-21,3482waBqi7
24320,9216416260,1974,590,2Ph4,3786bgfZT2,1996-12-25,1768UTijG2
24320,9216416260,1974,265,0Fb4,6987qwWpo6,2020-06-08,3065QgaIS4
91769,1979297244,2003,636,9qx4,9523tfoFm3,1998-02-19,2785SfYgV8
38306,5923928379,2023,52,8xM3,2203PDkVI1,1991-08-04,3749AarJb9
54198,5908774882,2004,869,8os5,9183iHrmn4,2011-11-09,3058wLoMh0
54198,5908774882,2004,177,3an6,2626EexPL5,2017-10-17,8887TGWLm8
90006,9907787048,2023,437,6VV1,0443NpNmJ6,1988-08-12,8689pqfBh4
67035,3708627943,1974,253,5fI7,2434LQMJo9,1994-12-24,0480oSmJp4
94482,6117194644,1987,28,3Xd5,1737TPpnp2,1974-07-31,8938kgXhq6
94482,6117194644,1987,530,5vD7,2790tRnvk3,1970-08-19,0371PSvmH2
42245,6886136204,1975,50,1pG7,6170CqTxs4,2011-10-27,4332TjGvD0
99866,9363720914,2018,903,1IP5,5578uSpJV3,1974-02-21,8613qTWWs5
99866,9363720914,2018,870,6FR0,7092hHjMk8,1984-08-17,1121InQPI6
99866,9363720914,2018,508,9PA4,1776jDmxz9,2008-10-14,2145wTtKc4
20639,5281018238,2005,673,5Ko6,2033DOqOq3,2021-12-22,7145hfXmk5
76331,372626696,2008,529,4vh4,8819fbgfN5,2020-07-04,5965xviOm6
76331,372626696,2008,109,4JR1,5634odPXa0,2001-03-08,4211VgHqe1
76331,372626696,2008,567,2Kn0,0622RwhRy1,2012-07-26,0654YvVjI7
25504,5818844826,1981,581,5Kv6,2949mtpoS0,2010-03-12,4901dPsUX9
25504,5818844826,1981,447,4vY4,3701gXZGH0,2023-07-24,5946vlvTJ6
25504,5818844826,1981,621,9Ss2,9996CbOFX7,1975-11-24,4082duirF2
18683,7373937856,2023,880,8yG1,9856fUZJz9,1991-10-10,9866NAAkt6
66392,4281425021,2018,466,3GU1,1680ZLHce9,2000-12-01,9650dQTOa3
66392,4281425021,2018,624,9Id6,0450zWBge1,2010-01-08,5264TJadN1
47228,746856355,2000,237,6DR6,2621YhfpN6,1975-11-12,2606FJiUm2
4076,2536428894,1994,75,5ib8,3763uDuXR6,1995-08-30,2620fUyBC3
4076,2536428894,1994,931,9oT1,8280Ucqug5,2020-12-19,9430aUuSq2
43773,967831777,2020,988,5Cm3,5358jrRza8,1998-05-18,8555ZVibr4
43773,967831777,2020,479,0eo7,1724ACwrv5,1996-08-30,8893viEMM3
43773,967831777,2020,505,2WF7,3971fbBJX8,2018-06-22,0133OnzBe6
11470,3333794207,1980,777,6jR1,4813VXsYq1,2010-08-27,2006DBPsX0
11470,3333794207,1980,224,4pC1,2731IaCbn5,1999-09-20,3142HTgqW0
11470,3333794207,1980,809,3uR2,3763fXaBr5,2003-02-20,6187qBXlg1
39882,469548712,1991,32,4Nw3,7257oXrQy1,2021-10-26,6571kvBZS4
39882,469548712,1991,901,4hf1,5765yZsLk1,2024-02-25,1536mFmFw7
39882,469548712,1991,27,1CE9,8453jrKFD1,2010-07-04,9560gJbfw7
84286,7748681728,1995,30,3tf3,3956bYERm7,2017-07-17,9912QoNQG3
84286,7748681728,1995,372,3Hj5,1363qQkla2,2018-12-29,2022XOREh7
84286,7748681728,1995,825,6lA4,7844UzjUS5,2017-07-03,3062VeSaS9
46531,8365773532,1988,501,0ZO2,6560lvbil5,2007-01-30,7151QRLIP1
46531,8365773532,1988,831,5se7,6101DExhC0,2022-12-17,1696EcNVA5
46531,8365773532,1988,335,5Ar3,7435gpTdc3,2022-05-03,0949WCwnl2
27130,5871149956,2000,471,3Wr0,3225fqfTa7,1994-09-25,8722LnFHZ9
27130,5871149956,2000,200,7WK8,6105aYRvH4,2023-07-27,7507YfjQC0
27130,5871149956,2000,431,7eh3,8099fXDOP7,1999-02-26,3422QOVjh9
96646,4694820496,1978,524,0US4,2745hEWAC0,1981-01-09,8146ijvYM4
63644,2075267034,1975,692,5gk4,3375HYzrx7,1997-05-02,8680QcsxM6
63644,2075267034,1975,486,2YF4,4131hHyAW9,1999-12-12,3306ufmnj9
95791,4342544099,1997,250,1jh2,5503AAUzB0,1983-08-03,2466wQWcx4
95791,4342544099,1997,374,5wP7,4109qLgcR3,1990-08-02,1836WOKXS4
95791,4342544099,1997,575,7XY2,6563aStex5,2009-04-17,7915xwRMo1
41279,1186248082,2002,521,6Sl5,3142jTUBh4,1987-10-19,5876BmdCo0
41279,1186248082,2002,994,2gz5,2789Kvkqk3,2023-10-11,2556svBzn5
41279,1186248082,2002,414,0Lx3,4440NMJAd9,1997-07-23,2178VhKFs0
92366,3033210965,1999,222,9GM0,7710mPXUV3,1975-04-29,5515IlKaH3
92366,3033210965,1999,524,4cT7,2897lkQjd7,2023-09-27,8787SvErO3
49785,9844757300,1995,715,1ZD7,7990FsSiZ2,2005-12-12,3591XRfqO2
49785,9844757300,1995,798,0md9,8119MDHfd9,1972-10-15,1672fsfFI7
70540,2676984385,1996,479,9yz1,2074myDFi9,2023-02-18,5674XpFcH8
70540,2676984385,1996,229,7Pd0,7633flAJQ8,1993-04-17,0656Wonti2
70540,2676984385,1996,804,1WK8,5419fYeCm9,2003-09-29,5314XiQhu9
57182,4972798077,1990,212,2Gc8,2453EymuR7,1987-05-13,6669uJTCp4
57182,4972798077,1990,276,1vL7,3541mXYKh6,2004-03-22,5241yuDvr0
57182,4972798077,1990,546,0iY7,8906doABY1,1974-09-23,3116VERus5
90533,6017247874,1989,772,5eS2,9070rEsmG1,2015-05-07,8057LSMRH3
90533,6017247874,1989,172,3Vz5,9323ieFDX1,2012-04-23,1640WppJo5
90533,6017247874,1989,862,6oY7,8377qLLYd5,1988-05-01,7691BhdpC9
61517,3282177490,2008,664,6of0,9324ovWZE7,1999-03-13,0013lktDC7
61517,3282177490,2008,601,6HK5,2617ZwTkD4,1970-09-07,8648nDBLj8
61517,3282177490,2008,349,1lC7,5994uYZlf8,1993-07-09,5165pSPJH3
98023,6189953553,2001,385,5DX7,7237RpGwh5,1970-03-20,7258Pgnfo1
98023,6189953553,2001,827,7MG6,6802Tpian8,2011-05-14,5186ITxAx8
98023,6189953553,2001,277,5Kp9,6607cosSA9,2006-12-13,9696TBLHZ3
58725,9153230066,1989,13,6nM2,7437zLUKS1,1991-07-18,6638iDqvi5
51139,9757305961,1974,94,7DZ8,9556kyqDS0,1983-08-28,3375XBhQy7
31283,7679582292,2006,590,6Sr0,4003KEtZz6,2016-04-22,1774HIhDl4
31283,7679582292,2006,270,5qS7,0170ntVNn0,1977-03-01,7407RIqdQ8
83082,1998784276,1976,346,3lg6,4634rcyyO8,2011-01-19,4387XPrVy5
83082,1998784276,1976,216,1Wh7,1060hvWoH0,1983-04-13,3372jUXsm4
83082,1998784276,1976,888,2zu4,5412xtpjC4,2016-05-05,5383GQJEd5
39289,9338865677,2014,600,5gd2,0669FijIe6,2023-12-10,8421gsFbJ7
39289,9338865677,2014,710,1RQ6,9128zmQes1,2006-09-11,1825skvJQ3
39289,9338865677,2014,993,6Kv7,5393PurxT3,2015-06-28,4228KYnoG7
27441,6535355489,1983,872,4dX4,6089wrMFe2,1995-09-09,8972FRJVT5
27441,6535355489,1983,851,2mU8,9372ratvG1,1977-05-01,6907JAzfG8
67211,337031552,1976,896,9Wj3,9135VPcKP2,2011-01-02,2111oRTnF9
67211,337031552,1976,893,6Rr0,6020APcwt0,2022-11-04,6780tptZU6
37672,3305889871,2020,749,4XW8,7196gyJOo5,1986-05-06,8364tUXwt5
37672,3305889871,2020,418,1gN4,6025XGnGu2,2012-07-14,9705RCkdg2
37672,3305889871,2020,585,5Yx1,6405rrUha4,1981-01-14,7894NKsPT8
63663,6708358458,1975,651,7eT1,5106FWIDO3,2002-05-19,0534hdnMq3
45771,6302125160,1972,328,1wI2,1324oiwlo4,1986-02-03,4367lmGwu4
45771,6302125160,1972,954,1bJ5,1896lFcWq2,1974-08-19,1889zdiJQ5
45771,6302125160,1972,724,6fl4,9093xcLYt8,2011-12-26,8255EsOWe9
98118,4903761464,2019,959,0mv5,7048UyJdb2,1975-09-09,7576YJHfe1
98118,4903761464,2019,551,4pH3,7103bvvmW2,2021-07-04,9976lKeYl0
89118,5613387982,2019,241,4gy3,7840FeEoC0,1978-01-23,8462RnRYr8
89118,5613387982,2019,692,5Go7,2185kaqhC4,2005-04-02,9436eRmDL9
20459,4086319622,2010,966,6Yg3,6456vvWeb9,2005-11-20,2785bACYy2
20459,4086319622,2010,474,9lJ6,9869KtNWe6,1995-07-07,7113AjLkp1
20459,4086319622,2010,167,8Ff3,5091DFjhz6,1977-11-17,2088XFSar6
16854,1441163244,1973,751,0Tm6,9779NZHqs8,2023-04-16,9062ukbgs3
16854,1441163244,1973,223,1uL1,9090heiHP0,2016-09-12,3433giWxH0
69063,4101451733,1998,392,5st2,3661pfyMe2,1971-03-28,3016rWqvD8
69063,4101451733,1998,88,0iY8,8239OOYBY5,2013-01-25,5605JuESv9
69063,4101451733,1998,314,8xx4,8771mWZhy8,1976-07-02,9313Thxcv4
96302,9840418390,1971,376,0VM3,6517pLJUj9,1977-11-27,7378NWjdm7
96302,9840418390,1971,16,0iq0,2114JUTGR3,1980-04-23,8860rPPLz1
96302,9840418390,1971,636,6Rg8,0472RChqu6,2003-12-09,5245GBKer8
21714,8505567231,1974,813,1Hg3,8006uzOnv1,1983-07-09,3275vIYlF2
21714,8505567231,1974,795,0aC4,4685qrKKo6,1989-07-06,1114RETdk9
14816,8877342923,2015,397,5IW1,9936sBUEE2,2015-05-18,0728KSQCh7
14816,8877342923,2015,463,3EC8,2601iVVpf5,1976-03-09,6912ZsciW4
21344,5854255048,2009,929,3ml4,6120aDzkl8,1990-09-02,6304aFwuI7
21344,5854255048,2009,736,5gF4,7861pMOZK5,2020-06-18,0438IephO5
21344,5854255048,2009,8,8GF2,3123TSCme9,2018-09-02,2803lhoQx3
65430,4374077861,1988,392,2gx0,7077BBYiW5,2009-07-31,6630IPxRC6
37227,4586674725,2005,383,3Rn8,7924WdCTk1,1991-07-09,5643XUpqz4
37227,4586674725,2005,509,5RD8,4213hAcRK2,2014-11-28,2265KADxJ2
37227,4586674725,2005,426,9Px2,5139KCcgz4,1985-04-12,4372nYpFB7
45598,6030873210,2005,258,4pB7,9322xRNvW4,1996-09-30,6871TauQm6
45598,6030873210,2005,589,5LL3,9928PbolX0,1998-09-23,6919YGWPx2
45598,6030873210,2005,262,7QO7,4930USlxw0,1980-06-21,6303toVMe5
69772,6768477847,1997,470,8dJ7,2694lGrym8,2007-08-07,2606UCobX1
69772,6768477847,1997,235,4aB1,2642LbBEO2,1973-04-07,6547UwJpw9
22006,6289414024,2020,2,9rw2,0421pAdar8,2022-09-04,8062LbOKd2
22006,6289414024,2020,127,7vN7,5521XGTRm5,1982-03-01,5350mINlA2
22006,6289414024,2020,94,9Lg2,8881okheu8,1976-11-03,0553GhfEc7
