VendorNo,CompanyCode,FiscalYear
16539,16737,1985
61693,19020,2004
61400,39746,1975
37801,63632,1980
58257,36226,1983
38819,33600,1998
95560,44514,1970
66468,62538,2022
42518,21890,2014
94302,50231,1979
25406,21885,2012
42312,11240,2003
86450,8516,1980
39965,25218,1993
65372,52809,1975
68622,91294,2019
21660,39796,2014
21234,22794,1973
4627,42520,1996
21450,42922,1985
37662,6735,2024
47579,71204,2017
88914,98870,1990
60277,90402,1992
35213,32199,1983
59700,17851,1980
73698,31577,2001
50934,79126,2014
41166,86335,1981
34372,2950,1976
55757,40143,1985
46309,71996,2013
17214,32820,2024
68174,76403,2016
52400,20123,1999
58433,77357,1980
32296,49695,1995
98934,67695,1983
35519,69082,1979
82768,97589,2010
47540,64597,1995
25508,9231,1976
22541,91377,2015
52157,929,2006
81325,28217,1998
99338,70344,2006
85725,38174,1985
55200,81358,1977
75569,36372,1987
43475,57784,1986
84050,56296,2013
40634,7122,2007
20093,66480,1972
15983,40002,2009
11965,55646,2009
23906,89524,2023
23734,94794,1971
32194,11503,2011
55075,51479,1977
70696,4295,1971
96639,4473,1990
27021,69568,2023
71932,39386,2005
16425,845,2013
91331,98829,1982
65403,95183,1992
95463,32820,2010
25667,51144,1998
53288,50423,1985
2888,87636,1983
49439,98967,1971
11999,19974,1980
60685,76243,2008
98998,15530,2001
49149,5632,1985
6182,37221,1992
59817,12671,1999
69037,78001,1983
72893,5419,1990
77443,8054,1975
48259,79937,1994
3905,29231,2015
44873,73307,1979
43475,5737,2001
45020,27231,2000
34024,58296,1986
44937,34635,2007
11437,71182,2014
90943,30402,2017
93664,65990,1991
81329,83370,1972
65131,64608,2024
36276,92716,1981
99903,87130,2005
26300,67200,1993
98434,36848,2010
85778,49321,2024
76530,73874,1989
87269,96526,1986
80014,11207,2012
21118,74729,2014
45648,35117,1990
16833,25237,2018
80650,71566,1981
10490,31027,2023
44230,75687,2011
41715,30794,1981
7876,33375,2014
4646,24055,1972
994,6617,1983
65059,50801,1994
82826,98913,1970
6955,97882,2024
62355,7416,1976
74088,68843,1997
32002,80779,1979
54656,88052,1973
58453,90820,2023
8284,5541,1999
72877,80635,2018
50681,80886,2001
33432,73267,2018
55073,41781,2003
48247,4621,1998
84138,2731,2002
15428,77824,1995
37590,18405,2003
21662,9974,1994
11638,35039,2020
12120,8029,1982
84921,14389,2009
84261,33263,2012
86494,68208,2021
36022,83620,1982
26129,5508,1982
36960,97882,2021
2572,4220,1981
63261,9795,2010
88564,51119,1997
88388,2533,2005
33128,74849,1972
40003,65862,2011
60633,36139,1987
72163,84824,1989
93185,31797,2009
18801,89953,2018
60713,19893,2010
30686,47492,2005
93879,91583,1981
89496,12112,2005
32077,19251,2003
4736,55270,2001
29504,86617,1974
94203,19483,1973
3449,96408,2014
48601,81349,1977
48477,57727,1999
86239,99988,2005
39582,67965,1988
57849,46092,1992
64013,93508,1982
66786,61365,1985
84326,7274,1978
37638,91388,1976
49764,79093,1979
23243,24566,1971
70907,80602,1970
63207,43727,2012
47603,6059,2001
21491,68948,1980
22983,72397,1981
83478,45707,1984
33100,6600,2002
2996,90876,1999
45589,27362,2019
8014,30522,2016
37813,71458,1992
85873,25965,1999
2246,89924,1991
11090,21346,1972
28553,30478,2017
4920,70565,1973
25114,98118,2020
41131,24545,1982
9416,9649,2010
34950,5435,1981
60180,94975,2007
91320,57267,1983
71066,42399,1988
43842,36157,2022
98045,79892,2024
89203,88646,1974
30125,89428,2006
81598,63527,1979
99185,18571,2018
71828,19421,1989
5074,99179,1986
4251,38202,1993
2108,89260,1989
5142,90543,2016
62941,59590,1985
31613,65534,2017
15623,32438,2005
3452,65451,1989
33268,74211,1992
51222,60809,1989
86927,37022,2023
6182,27142,2011
83220,78300,1986
65874,36098,2020
22298,21809,2002
37578,23902,2017
84736,42325,1972
81493,55764,2003
64391,56520,2014
97304,15106,1987
56466,76897,2004
10189,58971,2014
66048,45699,2011
49567,73558,1988
5114,90128,1992
84300,59894,1983
69705,46531,2000
58185,63658,2015
83071,11902,1990
54656,46660,1971
80702,43474,1985
59419,63543,2000
48163,61474,2000
81343,4595,1991
3395,522,1995
85690,12160,1973
10689,43905,2001
32583,39143,1976
56690,36659,1979
49871,38998,1998
53433,48841,1994
2246,58335,1999
439,74307,1982
72783,1013,2014
6618,54506,2010
44777,23040,1994
86755,17316,1983
69857,1559,1999
32198,59965,1995
49579,56743,2005
25614,79060,2002
69168,49968,2009
54053,53160,1978
14030,38060,2024
7226,28598,2011
52259,76246,1985
95548,98825,2007
7230,50820,2024
7959,37811,1985
21979,37548,1977
94381,57857,1976
63747,61649,2000
41826,22782,2012
43495,68797,2015
58525,73487,1990
49270,53344,1972
62058,92880,1978
10413,44634,1994
52472,53258,1990
73460,93894,1999
3182,27116,1984
70188,27053,2005
97254,70529,1981
56814,18908,1985
68996,32271,1978
22445,29990,2008
13862,3251,1977
88123,26655,1982
27254,74812,1987
25614,88607,1979
79526,20001,2019
67298,23205,1971
98575,72770,1985
12648,55645,1973
35587,55128,1993
66960,63113,2018
39724,11704,1972
69231,22980,2019
74156,58474,2017
86659,75741,1991
98425,98335,1979
37231,32712,1999
95726,2468,2002
86754,74406,1972
43882,27069,1980
63983,26177,1974
92717,12073,1984
32393,9031,2002
26791,67262,1991
91411,20693,2022
63394,64916,1985
12202,32088,1974
91845,98636,2023
93359,16650,2005
39090,20001,2014
70062,67355,2010
4262,63914,2017
88487,46711,2013
3856,75599,2012
71112,17586,2019
68446,99224,1974
48756,14554,2023
33267,8453,2001
10831,28762,2000
16779,16330,1983
5730,64311,1987
70293,81322,1976
78148,64770,1983
52876,30060,2002
88193,52898,2009
40500,58335,2014
78500,95078,1975
90302,75599,1987
82651,8716,2008
66048,81787,2006
89886,6303,1996
64186,62847,2010
53012,14620,1971
16474,41370,2014
40330,32181,1971
33857,26303,1981
49963,34685,2006
25689,83282,1988
28155,47826,2020
8897,84576,2021
71933,68856,1970
96470,85742,2004
88467,12218,2018
23517,90017,2003
60246,88249,1994
84918,91684,1985
69619,43087,1970
60426,87431,2013
64595,4286,1974
50370,38144,2018
21715,33060,2008
9735,4743,1999
30153,3241,2024
53583,84798,2021
12546,63518,1984
55359,44262,1971
88794,62631,2023
34456,49244,2018
96166,52746,1989
69014,54420,1993
40363,6735,1988
12648,32753,1988
91041,4995,1976
62510,24094,2021
5362,82751,1979
87532,53886,1981
96189,59815,2015
48582,84018,1975
83507,26902,2004
1368,6301,2020
98462,68323,1976
69051,12487,2023
13198,33123,1981
78952,61416,2002
9099,87732,1999
15959,2075,1986
13509,21722,1985
22935,67492,2002
49983,18839,2021
90823,18844,1971
11020,82426,2012
11860,88644,1999
25409,57564,1997
19913,59351,1987
11855,2298,2008
98585,53143,1979
91899,15530,2013
86927,50279,1996
36997,51668,2007
98998,98825,2007
43563,5961,1973
33592,23912,2014
17515,19134,2024
6072,43697,2000
4737,25128,2008
77019,52649,1970
43086,35927,1984
92899,33177,2019
45020,98372,2010
24102,3155,2014
76246,61485,2023
15254,88644,1977
66217,11534,1999
90058,89791,1986
49447,32589,2004
77982,31389,1984
27021,14568,1971
80451,36657,2011
62942,95291,2005
59794,56674,2011
83703,37818,1992
29488,25352,1984
24532,71654,2024
26013,46966,1992
65281,72398,1993
1120,71204,1984
43044,70839,2024
87352,45844,2001
52346,60635,1978
67066,1632,1972
20984,88090,2006
64348,35350,1990
72407,82795,1999
85561,70289,2001
55241,24768,2003
86901,8200,1970
68038,53656,1992
72343,5470,2001
46647,77185,1988
27074,34690,1992
74544,20634,1982
98117,60607,2017
14137,98663,2004
88358,98919,1981
80500,40918,1976
58746,72348,1996
8807,20269,1995
2547,65641,1990
51213,78888,2004
44214,29387,1984
76739,53196,1984
98279,87356,2010
59659,87067,2024
21421,29108,1975
68972,56095,2007
60857,45497,1973
53868,41153,2005
11790,45081,1990
83338,30456,2006
25403,59122,2003
10744,83060,2005
10553,47587,1995
79420,95667,1972
87287,66735,2014
22163,21638,1971
37488,83507,2004
21296,5498,1977
62129,29265,1977
67932,33845,1972
98425,23184,1993
58439,86806,1979
30921,5503,2006
45648,81846,2018
15314,27996,2005
21534,479,2019
38086,49511,1990
81557,8110,2011
13836,48517,2004
1886,32806,1973
67609,2618,1987
81704,23697,1980
56710,70418,2008
74708,7674,1996
64383,86696,2003
55412,9997,2015
73946,73057,2017
505,36386,1976
50171,22922,1989
12856,71101,1989
21818,81781,1984
60617,4988,1975
42564,85269,1994
50450,10185,1987
94576,40383,2022
20350,67482,2000
89139,25336,2013
25504,59313,1999
47806,77516,1999
72476,1727,1998
25969,99879,2001
26028,44603,1978
35372,80926,1971
5352,53330,2013
4655,30437,2005
60009,79351,1975
66029,94585,2009
11090,45276,1993
72893,76454,1996
63846,75265,1985
80608,28310,1971
26910,39388,1970
45636,96388,1998
39983,76055,1975
10826,64643,1971
91696,77265,2022
40464,77025,2023
10405,30368,1981
38086,76583,1994
24794,48709,2016
54221,66142,1996
92241,83976,1983
23843,13630,2001
92385,86591,1999
66448,91023,1992
34790,85741,1974
71959,71101,1975
73152,63113,2019
84770,60573,2015
55876,74706,2000
89943,81320,1974
92385,98602,1994
96514,59122,1986
86766,61584,2000
34160,1402,2003
53347,52809,1989
11549,54430,2010
42941,13837,2005
13478,56026,2004
61664,29392,1986
6518,78723,2024
9062,61160,1992
81569,4064,2002
88514,58106,1977
6094,46891,2012
47536,75480,1997
59957,56026,2010
23912,29419,2003
73854,87266,1974
83309,97188,1987
55221,72890,1997
82002,4790,2000
64148,10059,1975
17097,29137,2020
63207,56931,1981
84183,23535,2008
74848,15294,2010
65787,35102,1994
87262,28995,2021
5189,27465,1986
23266,78763,2017
7127,2468,2011
14365,44316,1981
97598,59364,1978
63100,68709,2023
57975,87878,2016
40590,78772,2019
94379,32081,2014
52560,58820,2024
56738,37823,2023
52157,22695,2021
98168,69447,2016
94780,62602,2005
19899,59752,1972
91645,19846,2002
82691,37236,1986
29819,1230,1997
93339,47011,1984
90058,53202,2000
56630,70193,2024
86992,88157,2004
42457,4328,2010
40268,81930,2017
39385,1566,2019
10021,64809,1978
34456,13983,2016
37697,53322,2022
62021,28351,1976
81565,5355,2006
98525,41591,1982
32995,37349,1994
47773,41308,2013
59659,74652,1998
3542,31466,1974
86345,74992,2022
52913,78418,1997
91550,71371,2016
51717,53801,2012
25678,70371,1970
84798,98701,1999
94001,43877,1980
88449,79226,1980
17544,65230,1979
9987,35508,1981
84193,25464,1980
61829,71401,1984
13502,79228,2021
73932,71131,2021
66194,52878,1984
20096,24413,1976
21727,49181,1991
94509,86174,2014
9101,96438,1991
30795,35032,1973
58455,66647,1988
72480,87858,1997
40509,49806,1978
72986,65872,1992
62667,89955,1974
59866,29164,2004
16864,91298,1979
78098,85596,1999
27434,6898,2016
98404,53525,1984
26409,2718,1998
78079,74553,1987
87246,63537,1974
23906,35117,2008
70224,21754,1970
66901,53802,1994
88483,32999,2019
18696,50720,1998
51404,97996,1994
61458,20927,2009
19154,66146,1979
74033,48171,2014
14776,33379,2021
37891,86984,1987
27501,11575,1984
65547,63378,1986
80449,90709,2013
18290,54074,1992
91893,2932,2017
73540,57857,1978
31951,9671,1988
64791,95209,1990
92970,99297,2010
10970,51691,2021
68715,16194,1972
86346,94622,2018
71100,30456,1997
70608,48908,2005
5252,47679,2008
28646,62330,2004
13619,58331,1976
43502,10774,2005
71237,38174,2001
35994,89792,2022
76425,70289,2004
84193,5199,2024
54886,93698,2017
3240,69108,2004
28878,780,2000
61640,27390,1997
86773,86269,2015
60782,10045,2000
80821,27945,2012
72977,14190,1983
90023,85990,1975
64026,39052,2021
27573,29014,2010
53319,15618,2009
15962,84315,1981
85055,65999,1978
34183,2202,2018
59060,36040,2003
51340,62671,2024
99640,99620,1986
7428,43563,2022
84776,7066,1972
73426,55020,2017
41864,13683,2006
83738,74992,2019
26964,32753,2020
87106,64396,1989
49111,73753,1985
4443,45020,2008
82582,63359,2008
11632,72156,1970
37578,18162,2008
36904,68222,2017
28717,85983,1987
96266,30152,1979
747,74984,2023
45886,25336,1982
40190,46363,1983
91147,63731,1989
94670,89998,2013
69895,74849,1973
14544,93545,2019
16830,91484,2004
49827,62961,1979
65883,60827,1997
41511,89130,2006
17284,46460,1970
73937,96885,1988
48719,89260,2019
19463,44930,2001
93236,55298,1987
1576,30758,1997
71423,28435,1975
71355,47438,2004
10556,51322,2002
72985,11994,1988
66032,55120,1999
77128,82333,2017
37751,16769,1995
32089,5937,1984
75816,65239,2001
70733,59095,2012
26878,78232,1976
67458,69469,2015
16649,87156,1974
41951,26273,1995
83972,83914,2012
99670,4578,2007
60808,6187,1975
1514,82566,1988
47127,27293,1996
33982,78552,1979
79177,45809,2021
29012,21262,1992
52217,58126,2007
67743,10166,2023
75178,56355,1992
1233,53289,1982
52138,47105,2019
10871,70124,2009
49590,1544,1974
62646,62862,1980
54451,32860,1978
73415,49477,1974
53002,29831,2021
34044,75531,2023
32711,37046,1978
96277,59609,1977
19231,83187,2020
40718,95473,1979
28810,55482,1979
39976,37943,2012
11599,15166,2009
22404,42643,2021
70373,36084,1994
3675,37506,1983
30839,74799,2014
88608,57455,1983
92479,732,1999
97008,59809,2007
29302,16148,1977
5431,57455,2020
11906,64831,2003
78818,62000,2018
23071,48370,2006
13587,85250,1976
13642,50105,2015
86900,30928,2015
81134,47223,1988
22054,89731,2004
52422,93427,1985
53296,15111,1974
27566,70792,1993
43329,75585,2006
58795,77321,1993
53823,65663,2008
48719,77146,2016
56434,51809,2009
78190,22916,2004
4168,90310,2015
74243,45074,2022
28236,58774,1982
37506,53930,2012
29842,30596,2018
64467,61392,2007
98530,89489,2018
1893,45327,2015
98794,14768,2005
48669,76797,2017
50257,77291,1971
15401,94226,1998
19233,68217,2001
10926,73753,1990
68414,68838,2001
21939,82549,2007
47796,43444,2023
1621,59894,2007
65911,43079,1997
54254,31944,1988
64977,45778,1978
38884,93631,2003
6544,83145,2004
71293,9634,1993
27331,77379,1979
40111,81376,2017
58498,20,1976
13122,7517,1971
58817,32457,2012
78844,69772,2014
5200,29919,1983
9551,66988,2017
45724,38822,2006
586,92831,2015
59453,82142,2022
39064,94800,1999
21240,90927,1972
4385,20451,2007
13286,52745,2018
7670,28190,2007
10008,18551,2009
15630,58725,1980
88972,77058,1989
54307,63663,1974
45982,39905,1993
68346,8641,1991
24982,16107,2011
86350,31749,2012
7866,98822,2012
40023,33142,2004
61305,63917,2007
7660,68265,2018
54461,60310,2024
64800,71243,1991
55876,79673,2012
35926,28832,1980
37382,82387,2015
16225,30590,1998
17615,46983,1996
64595,70830,2015
5128,59789,1983
89877,92157,1985
70608,53536,1976
54195,61369,1985
40728,33732,2014
27079,92948,2004
46975,59339,2002
6761,92829,1995
10361,54382,1974
81142,21029,1997
5022,52637,1981
83733,77287,2011
35635,91546,1996
21096,78742,1991
41312,48539,1970
48294,40889,1974
9107,61365,1985
43230,55838,1979
55161,3144,1978
99900,73267,1983
38079,52772,2022
95548,80831,2014
68038,38512,1982
7374,35615,1973
83280,1933,2018
2718,74849,1999
90653,57080,2018
88798,7067,2006
21063,86618,2002
6746,42245,1975
21808,74111,2004
32502,85472,1990
69781,75242,1973
28913,47873,1982
88506,76833,2023
68725,30477,1993
3939,16123,2016
15428,32087,2012
65408,44274,2002
50350,19914,1983
94623,1825,2015
73794,77048,1979
54053,21523,2003
37358,83690,2012
21660,63346,1987
60715,27331,2015
33135,94342,2007
86585,90973,2012
10391,1257,2010
70794,35014,2021
92836,52858,2005
77604,92682,1998
39182,36578,2018
17453,91699,2003
93390,74716,1984
30921,74695,1984
82615,46631,2019
8849,5499,1995
3086,83626,2008
62080,64858,1997
82129,20752,2002
25482,8113,1987
76365,17777,2015
72623,62132,1987
8427,42534,1971
2634,68970,1992
43387,21970,1998
55296,93023,1998
74190,89731,2000
81594,85408,2017
98363,94514,1996
74107,10250,2006
87603,51691,1988
39556,49496,2000
62975,56627,1979
76881,79961,1970
52560,67327,2006
60743,2415,2022
18527,92066,2003
10029,40600,2005
87868,1261,1979
83732,54413,1975
12668,4170,1982
82815,89104,2017
35342,33696,2020
40450,87244,2016
39767,91365,1986
52336,95364,2022
7802,92610,1979
49047,15523,2017
50019,77291,2024
99048,68265,1997
56713,36547,1971
36131,79614,1989
13419,32510,1984
92272,57267,2005
99380,21679,1980
64904,77632,1981
41170,44840,1995
99699,73307,2020
92010,58043,2022
66342,20832,2015
32903,48891,1999
65874,76265,1982
42895,45729,1993
7349,76469,1975
43258,57595,1970
47579,18980,2018
37019,56102,2014
54774,86231,2001
17526,2139,1997
81309,53441,2019
59078,59241,2017
92711,25128,1999
61302,98517,1997
58250,92377,2006
43258,23566,1983
19864,79556,2000
54402,37669,2015
50019,11865,1983
52499,2575,1985
22774,44291,1985
1317,28075,1972
81189,73044,1979
42791,32863,2018
98404,60310,1988
10176,61347,2016
69441,22695,2006
48992,36474,2016
37539,60482,2005
68757,4286,1982
76881,1398,1977
55888,21655,2016
73628,7542,2021
95266,1480,2017
1323,36964,2006
439,60248,1999
79959,11289,2022
92953,95669,2009
35937,50757,2024
88506,95225,2023
49567,60312,1990
10499,98233,2018
38291,90108,2007
72463,77592,2022
98378,77637,1970
86889,5658,2017
28108,47772,1976
31178,2280,1998
60494,49840,1988
33378,68797,1985
59454,13727,1971
63724,39152,1973
86346,9358,1989
84022,73172,2008
3471,62000,1982
78302,34799,2010
11373,57341,2022
31031,88771,2011
5860,55358,2001
20560,84024,2024
92552,69359,1984
85690,68146,1978
2736,20343,2015
74933,10579,2015
67517,43225,2001
14412,62663,2004
99097,37622,1985
5114,6141,2017
94347,16708,1993
12440,34457,1995
88358,27993,1978
91671,90225,1998
59417,52392,2015
95580,77739,1991
36634,75269,1979
40670,33533,1990
56858,64568,1985
73286,70000,2011
94894,6059,1983
5123,37575,2018
7584,85157,2000
46786,57471,2002
57567,93128,1983
8734,51116,2006
70391,57390,1994
44340,90768,2004
88139,86789,2011
49901,63655,1993
81824,11966,2002
99658,22001,1977
59373,80650,1974
93944,99094,2020
84736,51570,2005
70907,59935,1974
67057,56627,2021
67044,7068,2008
32293,23926,1996
13081,43727,1983
61968,43387,1997
85824,34745,1999
90372,6015,1977
42948,42342,2010
16025,77844,2005
49003,48047,2007
44011,98142,2009
10677,24413,1980
12164,72843,2021
75417,79727,2010
21852,66374,1972
64449,13088,1983
97304,9152,2013
65059,3029,1989
44737,9761,1975
3955,41591,2001
25744,79556,1985
49439,65173,1977
777,36151,2013
57245,10575,2010
27635,59769,1970
33176,33550,1986
67048,80705,2004
12028,91433,1987
37358,8558,1988
53159,9952,2016
20205,56867,2017
1343,62332,2018
53878,77844,1998
54529,93505,1994
19789,73433,1970
26966,11213,2015
22221,23662,1989
69944,73259,2006
5825,92983,1981
58746,14537,2000
59873,2938,1993
60869,41111,1981
91041,11107,1985
64376,37965,1979
74075,62542,1976
61627,7186,2020
62556,66709,2013
32427,81139,2012
72613,61339,1975
4600,99899,1993
88545,83507,1975
12997,28924,2018
67671,62212,2006
35342,8200,2021
94595,60860,1985
32715,97541,1984
37578,19052,1970
84671,64625,2007
19519,40546,1980
80434,77287,1993
60091,78451,2001
99058,30368,1978
34574,37438,1971
44021,18917,2000
57180,31866,1994
98800,25886,1995
59963,28765,1987
36587,10860,2023
59957,55126,2015
49968,1301,2022
18959,62015,2013
3817,28598,2002
73149,39167,2019
1987,64267,1983
33432,76643,2004
47677,12539,1999
8653,71258,1995
21727,75200,1986
4439,32247,2016
56394,68562,1979
19095,81427,1976
45644,55558,2002
14451,54955,1973
19640,49666,2000
98434,98242,2014
99743,85072,1981
84052,75764,2012
69110,29172,1974
43601,66512,1994
22220,48171,1988
93144,89998,1974
54347,38174,1997
36048,61142,1995
23912,39882,2017
72317,85250,1972
38082,5122,1979
37695,97152,2024
39965,48628,2005
36904,15590,2007
7175,48076,1987
64650,19304,1976
55780,74666,1989
2989,68464,2003
63873,72981,1984
7489,33845,1995
50413,44445,2024
41262,14462,1999
18934,25331,2015
77570,68984,1974
97304,94363,2016
93750,4011,2010
5473,9397,1970
33704,69785,1981
12491,55007,1987
7161,31503,2015
76167,67642,2008
90410,37605,1984
69842,91987,1979
92194,35750,1986
20531,35206,1989
81077,10697,1981
99604,61163,2007
51544,99572,1995
96601,65239,2014
49491,75417,1980
88114,70536,1986
27284,16791,2013
45048,6878,2007
95503,49128,1980
3717,78077,1989
66894,41967,1996
69278,23435,1979
70010,90529,1995
4840,35745,1997
15566,27691,1976
70218,63395,2000
1467,66692,1990
62169,63971,2024
69208,35137,2005
74576,97069,1990
7230,85577,1995
34978,25747,2018
89321,29982,1976
83303,76275,1997
22924,66733,1971
28394,68570,2024
7383,54859,2011
15201,50757,1998
45636,78750,1975
65326,90463,2014
72259,10268,1972
21979,20478,2005
58453,88545,2001
61134,33499,2018
62971,69032,1990
6863,53339,2008
11133,59557,2002
38063,54879,2007
61622,83914,1997
77935,55176,2018
42490,11207,2008
22539,25976,1988
51547,58328,2007
27940,13953,1973
95503,98557,1982
67393,8272,2021
72737,72052,1974
21970,76643,1992
53319,21966,1974
97789,8469,1977
13513,80372,2022
74253,10064,2000
48693,16200,1988
93236,13393,1980
96639,64139,2008
39764,63527,1980
16898,27335,2019
21631,26675,1985
64713,22040,1975
31963,33379,2010
21105,73536,2004
9839,22961,2010
11213,28113,2002
70293,16737,1974
52195,75662,1995
27467,66893,1985
34390,85082,2003
58722,64853,1978
10416,46401,2020
89862,89745,2002
19468,64558,1978
8197,14582,1995
69879,85242,1975
86360,55116,2015
2043,14333,2021
15263,97811,1986
23339,75167,2010
10826,47803,2016
55303,89971,2001
64126,1357,1978
27338,57539,1991
14123,81637,1974
15479,30524,2014
28078,20288,1975
58722,35705,2017
88487,15637,1975
12423,19483,2005
87106,71755,1990
55700,6764,1977
11676,3867,1976
32842,7350,1994
86042,64591,1997
46308,57080,2011
33965,58540,2002
93047,18672,1991
5880,43507,2016
41411,48640,2019
4175,27231,1987
18731,12735,1986
60051,66692,1993
74497,77662,1978
27557,34520,2019
71096,41574,1984
16946,61724,1990
79799,69917,1978
43258,77739,2016
90265,33575,2015
29527,33792,1976
41898,87022,1972
20132,3132,2018
4176,52364,1970
31360,75225,1998
27846,10774,1989
98518,68957,1971
14965,11902,1994
62878,18160,2013
81493,22946,2004
9058,64148,2006
66292,10985,2004
12990,80845,2017
41918,89953,2013
86070,49489,2008
21137,96065,1970
74258,55235,1989
36808,7274,1998
72824,9923,1994
59183,28971,2024
60293,95545,1994
77916,21343,2023
12851,71819,1971
92769,79563,2016
36476,1727,2005
61231,3029,1997
94683,45699,1978
62975,63082,2008
6838,47685,1977
14121,77435,2006
53460,44310,1980
60074,85054,2013
42516,65862,1981
60686,57952,2020
37298,58393,2023
41941,49490,1973
81450,29330,1999
18092,97517,1993
59293,62616,1973
38311,54677,1989
44796,88745,1977
23067,90439,2024
89020,10201,2018
80948,27142,2015
23815,40498,2016
10540,19032,1972
28008,17479,2017
45048,57462,1980
82065,49455,1974
45770,34635,2007
56639,12107,2004
9583,47983,2024
45059,57719,1982
16898,11527,2010
69017,27101,2007
89886,61134,1971
93057,87994,2024
12366,47892,2014
97664,98570,1994
88735,82431,1977
54448,32627,2008
33891,27333,1970
16446,47759,1997
50737,74760,1974
52004,30332,2003
68204,99141,1971
47906,69401,2002
36974,89118,2016
48693,75890,1978
97664,26435,1975
52281,10481,2012
84874,98301,1982
60737,23554,1975
61450,55889,1975
36387,64338,1994
97874,64893,2000
54674,71058,2020
27975,56099,2011
94662,66767,2014
1289,8029,2017
29302,57683,2010
54221,3805,1991
94565,99324,1979
77849,64569,1990
76261,65952,1993
51255,28976,1992
50851,70721,1989
53369,89730,1976
23276,31902,2017
6769,9989,2022
55803,94688,2021
78662,50232,2022
96335,53077,1976
88133,87258,1991
52683,21951,1999
71333,98786,1980
27292,64664,2012
22884,93211,2009
42791,94540,1995
82651,91699,1980
15494,32829,1971
45810,2504,2014
38390,21460,1998
11018,51256,1981
88146,75458,1994
87518,59425,2012
89543,26163,1993
76861,36199,1978
13737,10185,1978
8444,40938,2012
18092,65891,1990
84246,88451,2023
55292,71101,2005
34668,73395,2020
23422,29467,2013
88742,45795,2022
64468,91777,2008
8693,3412,1993
47487,73485,2014
21581,37860,1989
82815,6062,2010
88123,90724,2015
57849,24545,1987
72373,96174,2002
5189,6299,1995
94868,51531,1991
14902,78345,1999
41717,62940,1984
82308,76643,2016
2941,2611,1972
47861,74984,2011
38078,66645,2014
53212,94463,2010
39328,37525,1980
6618,83208,1997
57532,12822,1982
90026,51433,1974
67927,79459,1983
62048,42518,1976
42341,64490,1998
45164,2225,2022
33499,8735,1980
38737,94956,2000
50890,18127,2020
83531,50235,1996
42356,99551,2000
91604,66512,2008
99197,96438,1994
75022,94463,1971
20929,47791,2017
280,31605,2017
61740,44568,2020
24126,25272,2001
14476,91821,1985
3363,99379,2017
25614,55153,1978
2085,43479,1990
17288,68850,2014
11068,46888,2011
38687,30657,1980
92164,52741,2001
56828,80938,1977
19963,64330,1998
60705,54952,1976
91720,50338,1983
87828,52954,1996
91176,45491,2014
90630,17166,1985
8125,36424,2024
43510,36155,2022
43194,69592,2014
71052,9032,1992
35185,74,1975
77853,75098,1992
14347,52324,2001
5362,24555,1983
27946,66604,2012
52346,56336,1999
70048,71293,1982
81333,30152,2001
48595,13810,2008
9816,48866,1994
32789,94329,1996
51787,29965,1979
21587,68669,2014
530,55362,2005
88529,94181,1985
6926,23623,1975
20531,38547,2018
38879,91625,1992
51407,36624,1996
55963,24226,1987
65955,62547,1987
25980,33910,1974
42908,2343,1976
65178,3603,1971
44559,14983,1994
10122,64161,1974
89543,69320,1986
3449,62132,2009
74267,79298,1981
42295,64462,1977
25744,9878,2012
70742,34379,2014
15348,6842,2012
8448,2505,2018
59471,88966,2012
43086,50846,1988
23974,48149,1988
59917,80771,1973
64810,77194,2017
73305,63823,1989
12491,34940,2021
96215,42872,2019
79908,49027,2000
69109,86242,1984
55482,79045,2021
50078,61391,1998
82414,80967,2016
73994,4603,2006
47487,4284,2006
66217,59322,1990
79105,95364,1971
45288,88512,1998
22160,56903,1981
78447,522,1986
16486,78713,2016
34977,3048,1987
84866,44796,2019
66351,69868,1992
92328,26898,1975
3052,67492,1976
77337,19867,2022
69924,72198,1988
78515,31944,2006
23293,5606,1994
50065,20980,2000
88105,44152,2013
56206,83675,2011
7704,33265,1974
15620,62894,2009
69551,6931,1996
9404,17276,2012
33267,75481,1980
38086,62523,2020
72737,25601,1997
18063,83942,1975
85451,44844,2002
52833,46560,1985
11612,4022,1975
24713,23697,1996
83044,48929,2007
15848,31549,1972
49682,91212,1997
26300,19469,1975
27585,63574,1987
99773,77621,1994
70042,79351,1982
11256,80314,1988
43691,32622,1997
3268,79380,2008
34900,29565,2022
33675,67006,1976
9437,16697,2003
10556,55020,1971
22354,11530,1971
10169,9585,2008
93740,47450,1984
61968,12878,1998
51872,9445,1980
53673,94572,2019
45058,21842,2004
16779,28670,1970
79822,13560,1981
48470,10669,1997
94044,43828,2001
36503,49143,1991
40074,31330,2014
63243,19304,1999
55475,74406,1982
21894,61057,2006
97687,16942,2013
22298,12195,2003
1878,90032,1992
95666,28102,1986
71052,45388,1999
77604,48737,1973
3189,4083,1992
30902,61007,2015
29842,57915,1979
61664,73224,1998
38206,7755,1979
70733,25336,2000
87745,35508,2007
72848,83706,1987
93583,50753,2012
49802,1337,1972
53599,28422,1993
59337,51397,2019
14534,37349,1986
44023,64027,2024
93341,5470,1975
35530,59746,1980
3299,12102,2002
89181,43594,1986
99328,939,2017
21664,10134,2013
74539,78010,2010
77376,53522,2023
46999,49489,1984
1147,21861,1972
91385,44990,1993
27384,42446,2001
12804,42397,2020
98729,98572,1996
88384,23602,1998
