CompanyCode,FiscalYear,DocumentNo
2575,1972,8568516462
14126,1970,9105985291
26206,1978,4326717680
42725,2012,7634997071
22047,1989,2323076540
78895,1993,1602195927
13560,1975,7871483178
86877,1999,5538721010
1825,1979,6963641804
72509,1981,2704510787
68365,1998,4138920680
56942,1982,1364371741
2075,2016,6086851219
12671,2007,5215951151
46165,2019,6397329630
29346,1971,1405370257
10704,2016,7779437100
76055,1980,3185510367
35652,2017,2323856438
86039,2002,7881078368
67536,1976,3740989004
94863,1992,1319569453
17835,2024,5715297791
21243,2012,4026381073
5435,2020,8229160764
59900,1972,4583866927
54772,1987,0068106865
13942,2010,8985269304
72350,1998,3824802914
19399,1976,2207732744
55744,1978,7472931755
19483,1983,9598459729
57259,1971,5850385969
16848,1984,7615682632
2932,2000,1122432847
30346,2024,0834056857
85050,1989,9016061098
64468,1984,1488574584
96014,2019,7377176133
56395,2020,7312231130
4677,2003,5481464291
80201,1978,2495036339
3974,2005,1082980316
12570,1986,1784096139
80998,1993,3257586287
96258,2008,9168612355
81810,2015,2993654547
85596,1985,4500409430
65218,1985,3191215136
13454,1993,7143776997
19233,1987,5060249367
25281,1977,6484950126
32055,1985,3804516084
79059,1985,4925869677
4106,1993,9283784854
8272,2023,6523884567
35138,1972,2691709402
93871,2020,0159218238
98774,1971,9165318863
47844,1995,7641884708
5131,1993,5748929483
5499,2000,8848878328
469,1974,6407314991
94277,2005,3583819628
76822,1972,3471411809
15891,1988,8712185100
13727,1978,4383112978
4647,2000,4099511947
55020,2021,9335585013
80561,1982,2278458783
18024,1980,5779719191
2691,2005,8317291305
16345,1987,8220321846
56500,1971,4647849261
4063,2004,1283746770
76633,2021,9895934762
58202,2018,2546937594
48692,2017,3173209524
56511,1979,9857147465
28912,1982,9271296037
57725,2021,6421761621
9931,2000,3895141820
16569,1975,3632304811
71156,2005,5443266995
51894,1988,5062945919
38512,1988,7300353476
65872,2006,2744722121
92146,1975,1211200574
86120,1992,5718906987
67359,1987,3378229550
79017,1996,0709396069
95932,1970,1921592054
87481,1991,1337652603
51528,1982,6348648427
72701,2002,1339360138
36173,2004,3214356175
37156,2021,1345394031
48740,2005,6629198044
44838,2007,2380731932
51787,1994,2616822549
13255,1971,8296164011
40614,1972,8244003807
74193,1993,8490982220
58946,2010,0000131696
63808,1998,4327891235
61189,1971,7678883312
80457,1972,4496647425
46293,1976,8073955877
13079,1999,5893893220
12030,2014,3981143991
15590,1973,1600643982
37767,1994,3637416235
41080,1978,8828521203
18749,2004,2571166765
88867,2011,8207940039
82338,2013,6536478426
32088,1992,2240485319
16295,1981,0994094385
64858,2023,8052523994
87999,1975,4281078843
44141,2008,6856049037
2387,1985,4966335778
83952,2017,0668922220
64311,1984,7682498521
77109,2016,6470517834
47103,1979,0043646194
68146,1989,5245252252
96892,2002,4122795636
97824,2004,6168787803
64932,2014,5816638965
95700,2020,3202327988
99551,2015,2081237350
25331,2014,8221796490
45003,2015,9915888413
80870,2007,8313050004
23681,2004,0510486707
86215,2005,3037768697
84630,2021,6247034727
64842,2003,3623995400
2420,2023,2831680679
33960,1986,0615108854
80087,2006,6116149811
49715,1999,8373494979
59885,2005,3479781425
51511,1971,4066104907
82517,2014,5018975370
93112,1987,2841968967
87806,1996,2751224180
10052,1980,2182290645
60490,2017,7733217829
28971,2007,1126077025
73313,2008,1643577325
13379,2023,2604003515
49323,2000,3820535609
5987,2021,0885157425
78287,2020,8297933980
54772,2013,8673382563
99796,1991,6942947994
14141,2003,2641929377
64593,1995,5697019109
60510,1974,1067991243
9423,2001,4751735229
95760,1970,2743447767
92323,1979,4073989741
87432,1983,9639635849
73419,1972,8466604409
36200,2021,4745977310
93111,2004,4086377375
82168,2021,9252139381
71993,1970,9137981535
92571,1978,2563620032
30792,2007,5911304209
30961,2022,2490515419
66389,1980,1954988722
91774,2011,1750781352
83393,1991,1771216406
23527,1988,4404914815
91643,1996,0018012478
42331,2012,8258330382
90845,1983,6320348267
64608,2000,3975492334
9024,2021,9457784312
34910,2014,1357363696
81189,2004,6143928807
42233,2022,0805215139
14762,2020,2109225383
8880,2022,0182377516
3024,1973,9384094670
30733,2017,8391429232
81781,1999,1421107028
13778,1988,1904388249
33399,1995,1851502312
25504,1973,0175605654
15118,2019,7564223304
74515,2004,2849323781
27452,1998,8999453960
86421,1993,7598941427
29053,1998,6439929482
19270,1989,0788067671
21388,1987,0098512099
36691,1988,7000266098
34131,2013,1282653257
11883,2005,3898804065
44183,2023,2583779204
97999,1997,0026117285
19618,1985,0737145083
82212,2023,3539658810
33202,1978,7778820693
840,1987,9415265590
14087,2011,3174829917
50873,1983,5082950469
29514,1980,2766244850
86926,2002,6573352817
81226,1973,8655055567
2034,1986,4205355051
66652,1986,0131311607
36195,1986,6473827011
75585,2000,1343585097
32087,1985,1730923256
89138,2015,1353558794
13463,1972,1601591953
30402,2007,8694183663
26898,1972,0509332556
25403,1982,8403249939
94123,2007,1022990603
47103,1971,4603173019
46820,2005,0472526772
67231,1981,8109061603
16956,2022,1513865921
24953,2006,7020484134
194,2005,1377937756
73921,1974,2750075824
48668,1991,1161341246
9122,2023,1689041278
58890,2023,3130330675
41679,2022,0667367746
22486,2014,5353017844
45876,2013,0893068125
35734,2016,4935991606
80143,2011,7975635244
10764,1994,5528847117
98406,2012,1869695470
71105,1999,8170091724
18572,2021,9215731164
8495,1990,5626072585
28503,1972,7513385142
68984,2012,9701270245
49575,2018,8668418531
59704,1999,5947315686
18723,1982,2720997791
22674,1991,0643403130
44578,2010,9693500921
49312,1994,9691636529
53906,1974,9905123976
29362,1972,7680603677
84194,2014,0639000747
58856,2021,6079967779
12156,1972,3064934315
28422,1987,8912909508
53011,1991,2261439799
91864,2024,0587892804
26398,1981,6415901590
3805,1971,1065708439
24484,2018,9107854190
82849,2020,0718343296
5961,2015,2711557894
22047,1996,0236976835
8609,2012,4473572425
14022,2012,7337318837
5411,1999,4095817220
46966,1985,2242061892
85305,1988,8918574629
69986,2024,6119229303
25809,1974,7713461454
2772,1987,1840700855
4919,1998,1479661359
64893,1977,6429373537
10111,1998,5515472876
43614,1994,6813836336
20299,1996,8392371149
60632,2014,4891787593
37236,2017,6515666011
57864,2008,8888021861
43104,1980,7783851721
4786,2009,0163212119
8602,2001,6664124789
8636,2010,5599572647
6468,2004,0864990348
75545,2003,9023638700
42245,1981,6160673964
84657,2004,0602801218
76805,2024,6431561190
95945,1974,5364361833
26867,1994,7200092799
97003,1974,8124152737
92028,1979,3067351969
98757,1996,1787267405
10259,1979,8981734035
24068,1991,1204019878
23472,2018,1905872146
28661,1977,7438574435
64514,2006,3735891326
46137,2000,9063578189
60544,2017,6788093688
67356,2019,6956099273
82897,1989,8809694360
79720,1991,2238743141
1398,1983,8826879430
39343,1999,4120400411
66999,2019,6762515290
20214,1999,0731304524
71996,1972,4187649559
83621,1973,0733730815
91772,2015,7303544956
68797,1998,8904750143
68953,2016,7542336211
76259,2007,3690991817
25381,2000,1946563590
7288,1984,8914069567
71566,2012,2961956063
37221,2004,7932745733
44094,2016,1475024994
88964,2018,7462716005
7267,2012,4772442075
49128,2003,2004339531
60553,2017,2887303445
39344,1989,3113063010
68191,2002,3994830668
83275,2016,3967152619
10538,1994,5907811247
67893,1980,2262020188
54856,2002,8641138804
42609,2018,5551847477
31709,2002,9737311248
51144,1982,7846934597
47260,2004,4423182946
93195,1988,2550542124
93786,2023,5991579879
75572,2002,8544329549
92323,1994,7570585931
46900,2011,6113493107
98411,1977,2485459968
78219,1972,6589269759
48471,1982,8121328094
51547,1973,6590321115
71686,2020,9766587410
3961,1974,9745182148
15567,1973,5746233441
73160,2020,5871648632
8341,2006,4852867578
53536,1991,1932241888
53981,1975,2104352680
42922,1981,0010588593
80880,2012,8638116527
37565,2003,8918523367
16966,2020,8499960473
50448,1977,7482234477
67816,1994,9089695818
61168,1984,3095606452
74553,1995,2123833047
37897,2001,9829005989
25331,2008,7593435183
63489,2010,7050456154
78772,2006,1227896268
60944,2002,8209941469
73826,2019,1146590058
44913,1993,6394793582
98112,2014,7777294581
48386,1977,0144562786
3024,2010,7129708474
48959,2000,2745525667
49436,1990,5624427068
73755,2001,5287831395
20634,1997,6564143009
25468,2003,9599195902
14620,1983,9650249057
7829,2000,1373315762
21288,1971,1640016293
86645,1994,0992905845
93545,1997,4639217109
79192,2021,7563459394
93501,2024,0331094882
88929,1988,0093125104
80405,2000,6590436236
95937,2021,8626275907
19802,2015,5212848454
22484,1973,8057813053
11551,2003,9342381392
51964,1990,3533329486
35179,2006,4080723628
80931,2008,8786529828
91636,1976,3948283237
9954,2018,4672597164
2507,2003,3167559799
39685,2006,0097526740
99040,2020,3230814071
5678,1999,9760695737
26398,2012,7969516627
83457,1991,8676010890
46991,1996,0503223633
99897,2019,9387609627
29362,1993,7806301222
86605,2000,4355305355
21678,2016,1962263106
56903,2014,1352887021
68251,2014,2454412985
40764,1982,2155206915
83382,2023,7943429264
81164,1970,2234852989
34053,2014,6554973633
41388,1979,2094149816
51539,2023,1879961029
49496,1984,5278920293
51673,2013,5397946609
60553,1986,4897608238
72401,2007,8413687629
20192,2019,9727804307
2579,1979,4581522679
31307,2023,7941311885
43667,1994,2845014209
45876,1998,9695006196
91367,2009,3637616489
38395,1988,3276780094
97629,2008,8055214088
78233,1991,8386590624
72348,2021,8365122755
99796,2020,9752486196
7131,1973,8775511455
62117,2003,2404431238
12540,1993,1345042135
90958,1981,6113749571
50289,2004,6465368262
57803,2009,8509982595
92733,2009,4591839241
50779,1999,9857667162
98241,2005,5111992460
63362,1977,5215564331
97105,2014,3333592817
14389,2001,0697417086
90213,1998,9603080757
92322,2014,5100900840
44726,2007,0134634318
96691,1992,8718561513
98298,2006,7283790228
99866,2001,0155114680
46263,2008,2071066518
19208,1998,3307471613
983,1994,5903307812
44639,1998,1541935337
14629,2007,3432395517
99359,2021,9156102019
90437,1974,5478701462
17787,1985,0768083962
66781,1986,9490840468
55277,1986,9752607450
48248,1974,0267819303
92755,1987,3434010352
84008,1995,4708351929
23566,1976,6396965440
7695,2014,4428610207
82014,1979,3919604045
17198,1975,6328378659
9441,1994,7316166836
4389,2000,0749114834
33426,1979,6510414937
89419,1990,2151887509
41561,2022,1204383688
36415,2014,8022530630
15835,1993,2524785265
33840,2019,8316805059
96065,2000,4905903110
99871,2005,5633677164
30456,2013,3960805317
80926,1990,3705936729
36217,1998,0406880171
24747,2022,8945619350
62775,2021,3777270076
79459,1996,4619270538
35124,1987,4903038029
79720,2008,6709121972
45762,2021,3064232482
34937,1989,9344696123
89056,1981,6891517627
61555,1991,4712611041
15098,1978,5200075210
59586,1991,6891912089
38144,1971,1257449795
29991,2018,3056730940
56696,1990,7165150220
31931,2011,1594928501
27418,1995,5360280690
91068,1970,8711270646
2007,1993,6083927084
87172,1997,5170778960
78419,2013,9391153714
9816,1986,3194764961
79102,2022,3350902371
81423,2015,4058397995
939,1982,7351178052
25908,1994,7268525710
57723,2012,6922423565
47462,1972,7020535474
59816,2013,0669670082
38116,1994,6088333827
89130,2023,8007171061
32247,2018,6864452254
77989,1986,9941498362
27589,2013,4789790062
51133,1971,9881846799
13709,2006,0189879927
51405,2009,0361190771
52226,2014,6117835056
34084,2014,4490870879
45004,2007,6624012538
86039,2002,1116565464
18216,1999,0921513668
96885,1988,5599386188
49829,2016,8937883709
78414,1994,0517657810
35206,1995,6968839367
37730,1979,0204851517
92488,1979,3960231399
375,1993,7786356031
50757,2018,1580605327
34421,1994,0902835992
35204,2017,1993617398
59557,2000,0241544576
30863,1991,7509851195
70860,2016,3745997159
90041,2004,0962923315
24541,2008,3230055751
48578,2019,7503171147
71999,2005,1537425861
50448,1970,6464930064
70112,1998,7145636708
16440,2020,3307417737
31917,2000,1886213997
12281,1984,3689469190
87292,2013,3912874606
86776,2014,2217465210
86215,1984,0737937051
780,1996,5993638895
15564,2022,2880874299
44327,1970,9479081974
32082,1993,9850372835
5500,2018,3327831550
54610,1988,7731844693
24434,1989,3283021478
85830,1980,8544358255
7137,2021,6065612055
38145,1973,2484818302
44522,2007,5193903182
37993,1991,9064688762
90690,2018,9042798470
3961,2003,0782056596
43328,1977,1872177618
82487,2023,8088302836
54566,2006,6214617036
84811,1990,8620651251
51787,2009,3172395593
31990,1982,2062161005
42308,2016,4516933421
27293,2009,2586953599
2359,2015,7706918696
97773,1990,4737699938
112,2023,7759335082
63917,2024,5653351627
67936,2009,5832202432
71773,2019,4770934377
75846,2010,0898449057
60780,2021,1979243511
24320,1974,9216416260
91769,2003,1979297244
38306,2023,5923928379
54198,2004,5908774882
90006,2023,9907787048
67035,1974,3708627943
94482,1987,6117194644
42245,1975,6886136204
99866,2018,9363720914
20639,2005,5281018238
76331,2008,0372626696
25504,1981,5818844826
18683,2023,7373937856
66392,2018,4281425021
47228,2000,0746856355
4076,1994,2536428894
43773,2020,0967831777
11470,1980,3333794207
39882,1991,0469548712
84286,1995,7748681728
46531,1988,8365773532
27130,2000,5871149956
96646,1978,4694820496
63644,1975,2075267034
95791,1997,4342544099
41279,2002,1186248082
92366,1999,3033210965
49785,1995,9844757300
70540,1996,2676984385
57182,1990,4972798077
90533,1989,6017247874
61517,2008,3282177490
98023,2001,6189953553
58725,1989,9153230066
51139,1974,9757305961
31283,2006,7679582292
83082,1976,1998784276
39289,2014,9338865677
27441,1983,6535355489
67211,1976,0337031552
37672,2020,3305889871
63663,1975,6708358458
45771,1972,6302125160
98118,2019,4903761464
89118,2019,5613387982
20459,2010,4086319622
16854,1973,1441163244
69063,1998,4101451733
96302,1971,9840418390
21714,1974,8505567231
14816,2015,8877342923
21344,2009,5854255048
65430,1988,4374077861
37227,2005,4586674725
45598,2005,6030873210
69772,1997,6768477847
22006,2020,6289414024
4359,1997,6389615901
24990,2001,2653094408
81521,2002,9252137319
23066,1974,5945086982
32889,2012,8814934710
50541,2006,6748337539
89445,2003,5360811909
89260,2014,2296474963
45391,2004,0532543850
75299,1986,7525378486
44151,1996,0727382659
63168,2018,3406754298
19802,2013,4246237587
45081,1994,6756110876
91399,2022,4061078904
440,2010,9937516927
72955,1975,1481774551
31503,1994,8009466412
15833,1991,1263541750
53330,2015,1850187177
46508,1982,0086092844
90768,1995,9881552556
96787,1979,9343107292
46454,2001,1358156948
96783,1991,2511471452
3622,2021,2272219097
5508,1975,4049462553
51423,1987,5269017494
83207,1984,4315080614
93788,2013,5443556659
74766,1991,6209172194
9795,1977,7435640708
38306,2023,3205705873
44514,1992,0176209115
12738,2011,6731780608
99113,2011,7966160509
73487,1973,2949555820
99379,2007,4767146827
65484,2012,5177242639
95700,2005,1307712400
64490,2003,9021726372
59507,1976,9533884621
60778,1972,4827078928
44311,2017,8978102338
2586,2007,3390202451
92193,1998,0068720474
21980,2015,8399239289
12022,2019,6668081609
96537,1976,9292376714
75128,1988,3371082270
49089,2014,7706826124
58570,2022,7281597980
37787,2023,9073889115
11207,1997,3089455272
44576,1985,2958586857
37672,1985,2001869170
89296,2004,3587117174
75108,1998,4085973460
50311,2015,6203074011
20470,2023,9827503874
91826,1997,9850316183
64295,1988,7147149922
49025,2023,1716197101
41877,1992,6082062300
74351,1975,0730990883
21773,2005,6701562685
50836,2023,5991250244
7840,2015,2486912462
32025,2019,0634276774
10948,2001,6228455812
61870,1994,9553795393
34842,1979,8991230093
84770,2021,8214711891
76633,1993,7856378551
82206,2019,7902713919
98554,2018,0864616993
18462,1992,5588193872
51259,2000,7993054928
36098,2011,5756215673
51285,1972,9011386492
67191,2008,6803633959
87063,2009,5875227600
61127,2014,5938442706
14997,1971,8762523635
10038,2003,1792906252
67179,2006,3924018971
83505,2013,5166439274
64841,1979,7147454217
92671,2015,9842618428
25965,1983,9077491410
58467,2011,0266693625
1337,2009,3815166510
19404,2021,0107699940
36195,2009,6514486726
2303,1997,7327624814
3010,1970,0460657717
64358,1971,6975859787
6387,1978,0077129831
63777,2021,7093772788
57868,1974,5988623533
62123,2020,9425182286
61084,1989,4393428264
71071,1992,9610108615
77839,2022,0834833550
85242,2004,5317509838
33063,2004,4699783062
56834,1989,7862475598
96632,2017,6553318657
67165,2006,9122091076
18999,2003,8515489041
2455,2023,0126141790
37637,2018,6230975385
9986,2008,1194313704
84528,1995,9071398093
50319,1991,2975224545
65430,2013,5551103555
4621,2018,1941122648
487,1977,3264203652
71942,2022,1675126078
57849,2002,1242633548
89410,1992,3859939463
75858,2024,3665550118
78801,2014,1081606238
32917,1982,0943177194
43666,2021,4447563762
89924,1975,4131889673
73160,2018,2719685489
56815,2011,9872266242
12093,2019,5754442027
40936,1985,7701406489
77646,1983,8459508026
1398,2024,3081943612
32415,2012,4031509869
75071,2018,2556663635
91774,2017,8494628013
74695,2004,9711737428
21970,1987,6375178477
72701,1975,5531185916
85408,1977,3405268627
33376,2019,8057774776
84194,1985,8240155842
79906,1996,2379686838
88878,2009,9663497940
758,1979,7673660205
62344,1994,9284390799
92146,1979,0907601901
51747,2014,5910053252
89114,1982,5450176190
65484,2012,2735751106
10997,2015,9297214905
50744,1984,2348581270
71587,1974,0762615254
14648,2000,5259954502
21924,1970,9663378327
22679,1971,2192038858
88399,1977,3728257441
57856,2009,2642693735
36040,1992,4597065280
95364,1984,3618001998
84724,2021,5631539209
82820,2018,5156730755
85724,1989,9523295834
20001,1988,9926475287
70402,1973,2181370203
64009,1972,6513156679
90644,1989,1045843628
6158,2022,1827177196
29396,1991,4207890832
8542,1975,7812863366
18839,2000,1006476426
53596,1988,5485574815
22740,2009,3406090449
31922,1973,6263302267
35039,1988,0360103242
27050,1988,7323334908
1033,2024,7469731868
36760,1981,8718665438
28393,1973,1999091301
94558,2023,6301323048
39476,1998,0495838217
9795,1996,5396616001
98865,2015,1651356864
17139,1975,8868817021
1869,2015,3181092429
10454,2014,1677004184
39343,1992,1548780559
56914,1997,4613136744
7674,1975,2996515282
84819,1971,1881112454
57049,1998,3353658323
85201,2005,7890314735
1539,1984,7579964568
76586,1995,0491923052
79133,1982,6339704505
53259,2024,8677191136
84454,2009,8031801849
46076,2013,3207337260
94576,1972,3606000930
9725,2000,6922701668
96255,1973,7942993378
63265,2000,3828256270
63362,1997,2333803560
58760,1988,5428845789
90306,2017,2801578746
75186,2022,0550658938
25586,1987,8054833506
42455,1996,7547189373
98636,1997,6049135546
14997,2023,1677094895
6539,2017,9935350381
10059,2010,1929177200
98913,2011,1038799271
54976,1981,5615007866
70806,2007,1279366687
1398,2013,9360904866
81293,2012,3119261566
65584,1972,9971264464
253,2013,4434639556
38502,2008,5449539010
64514,1999,1593941180
8700,2020,0755165081
9586,2023,0664832396
86335,2022,2352054727
14489,2007,9149749412
30596,1999,1448364045
38064,1982,9162048756
8773,2000,8770326494
98842,1990,9485316784
56265,1987,0390228514
52869,2009,0718794850
24099,1997,1998181226
90962,2015,5300227969
30792,1986,4054659023
27878,1980,8988165954
2007,2017,7304853926
80944,1990,1439968635
1057,1983,8145935167
76344,1998,3155398564
18683,2012,6545755574
75223,1998,4356043278
926,2007,6264910527
72088,2017,2434140080
57952,2010,4901383739
43040,1976,0406561510
30141,2020,8652675698
13525,2023,5095101529
48714,1975,3907621377
45441,1987,3454630251
14953,2010,9664864140
28022,2009,8854228132
32571,2023,2261693195
34563,2019,9569718644
75532,2006,1122319641
8749,1992,8466868826
94077,2004,5370991502
71587,2023,4553079712
10712,1977,8787239722
92828,1997,4747822483
42480,1992,9292675522
40979,2019,6902882458
78223,1980,5514076097
74365,1971,6486067410
32979,1992,3383883057
21801,2015,8836462886
19080,2000,4017209283
44834,2020,9774937539
70971,1982,2397587675
6170,2010,9694112334
89476,2018,8705238767
36286,1990,2422979847
62253,1994,1032023652
66830,2009,7054686983
40929,2004,2596406195
99089,2009,3058627400
83593,1992,1466002298
32877,2005,7888836679
1300,2004,9603354622
50448,2021,1227571877
70143,2018,2203602572
479,1980,2308127981
92261,1978,9786929851
54040,2011,2761878117
92613,1996,3724858036
94628,1984,2414010317
13228,2013,8231289529
36447,1977,4032487009
29227,1977,4576004814
38018,2015,5036108706
36641,2020,3112569862
82417,1998,5374515649
75873,2006,7364894560
6678,2018,9383938813
2731,1986,3798720663
14190,2021,9771086867
94578,2018,8901558751
33312,2023,7157202933
64218,1990,3750551465
46199,2001,4755440082
2401,1990,5445573459
13375,1970,7783877579
38684,2023,6899619108
62033,1972,3279731077
84630,1976,2849369811
19643,2013,3874116770
4090,1981,6342416900
35959,2021,6557749234
81428,1970,8179596227
72026,1990,2054800081
1190,2011,9364752811
59272,1971,6258626923
17354,2007,9132432126
21872,1986,0825746754
73849,1978,0530944990
97253,2019,5712235972
82210,1988,4302741219
86905,1983,9579364968
79336,1982,0061683838
70985,2008,6667987508
26761,2003,0593239414
95525,1991,3796611169
19932,1989,9870206535
52741,2004,0806652452
47907,2019,6535789162
61047,1975,2418825338
35068,1978,1901806082
97237,1999,5717706746
30332,1993,3973984639
7921,2018,3955840949
38400,1977,3316226188
68377,2024,1548664229
75063,1991,3341318510
47289,2019,9252163355
33778,1978,1371600179
84385,1982,8536406409
52680,1993,8381087300
66362,1989,8396644596
90690,1982,3005760412
47679,2002,2241555097
97303,2014,1882833104
77637,1999,0163170000
60482,1988,8411230576
28765,1996,2422872562
89141,1987,2677683154
20786,1985,8086197089
20878,1990,8159479780
47983,1971,0258955743
25886,2009,0084546372
7921,1998,0540613060
30139,1994,0753933144
12996,2014,0690255682
84725,1974,7084719688
68280,2005,6253368214
62717,1998,8864387200
50387,1981,2066685130
27100,2011,5900903336
31577,2002,3019526266
52928,2023,6958954286
50195,1971,2600928236
93713,2013,4673182831
81077,1982,9138793049
82891,1977,1311846384
76177,2020,3961560953
61569,1998,5973079952
39647,1971,9424870524
79228,2022,6715773198
12694,2019,8840804160
21778,2009,8423579281
97120,2021,2018834076
39286,1989,4230703426
51787,2007,6533399921
36585,1988,4975074331
69016,1982,0029178960
88205,2009,1365337044
44126,1975,7150565974
82121,2012,7011626272
58301,2013,2067901118
35842,1983,4121002429
20571,2024,0849315083
3029,2010,6136542705
21343,2024,6944095066
74152,2023,1736000059
66447,1999,2503662123
68085,1970,9283836526
83831,2008,5924752532
37022,2001,4971145249
12665,2017,6868898750
96124,2015,3801673129
94540,2005,8846288721
30218,1990,3254228281
81944,2007,3068134480
83621,1975,2959681429
48224,1994,8239336981
4506,2002,2825691062
94470,1973,1270914842
5131,1974,3999278064
91082,2022,3020957508
75332,1973,4887334288
19765,1978,8165588249
47587,1984,8419148225
39237,2003,0176912711
46330,2010,7743173440
20192,2016,0872919916
85601,1980,4395816994
28022,2003,2834867315
141,1984,3748901005
25319,1990,1103918760
53138,1980,4089560570
3487,2003,6148351591
72797,2000,2953754224
93065,2016,4908395170
49577,1970,9593797576
23286,2013,5602583346
63655,2010,3341413913
60510,2022,6970462664
16045,1998,7378982427
46089,1990,1715011403
13397,2013,0490495839
78832,1970,2838744749
82217,2002,7090252998
42550,1995,7980234898
68069,2021,3142878246
40812,1985,6885144614
77954,2004,1755963804
35712,1999,9216541479
63265,2020,3862689726
94277,2024,6757074006
36695,2023,2417769426
15362,2007,0827393044
811,1991,2010314170
6234,2011,9331324213
77514,2000,8333794564
12520,2016,4297608467
53702,1974,0509687689
82080,1970,0831172292
61140,2016,7523655409
59649,2024,4377507120
80861,1985,9243802781
78183,2000,5410652319
20503,1995,4714680984
86699,1975,2502475528
19073,1992,2556408972
72723,1970,9408403391
28657,1982,6778299870
78418,2002,0558398736
78652,1970,2995024703
93290,2015,0310986805
80931,2017,8211168821
23762,1979,5232799895
59769,2015,9103765517
10640,1989,0485602320
57004,2022,7472691821
78575,1990,5393632528
4794,2003,2950449192
35071,2023,2578761936
64737,1977,3412597687
86181,1973,1668009307
2303,1990,6472032715
52676,1986,9877301616
48616,2023,0844674774
1135,2009,0085202787
62266,1986,4650662678
7980,2005,2512933906
30207,1998,0479500690
90851,2013,8085667748
25262,1987,9108559618
55401,1990,9439548873
80417,1981,7091136394
19985,2008,5745952825
58419,1987,9835195291
26797,2012,7189844294
81221,1973,3089986570
88345,2012,2111697294
90108,1984,6893180725
31459,2024,5983869178
7266,1980,2369951592
93849,1978,9684483343
79474,1999,4457457090
27758,1999,7281352161
6458,1982,5028991771
1494,1991,3125338542
42003,1985,4667900987
95733,2008,5898365935
38478,1982,5469620235
87843,1986,5893056298
3010,2008,2669286177
85988,2002,4036306202
2851,1970,8476837752
76037,1973,8008516598
70398,1991,8181921975
82206,1976,4770270994
48343,1973,1559231627
22008,2017,9302823303
83188,1997,6730974985
97517,1983,6161750240
24254,1974,3329506371
22387,1972,4857330874
9895,2020,2476904690
11997,1970,9198579476
40773,2011,3795457754
76580,2017,9385386367
79459,1970,5331098457
46937,2011,5248653289
33748,1992,9254304498
74154,1980,7908046761
81322,2006,9332678593
9586,2007,4758380524
11803,1981,7766749876
32599,1992,4168750363
71243,1976,7593084407
70536,2013,2498269647
66390,1999,5716525335
16295,1988,5970688718
95889,1982,1952265879
72713,2024,2849514267
36715,1995,5612429480
57763,2000,9124611760
52,2024,3306736610
47081,1986,2617044875
55466,2013,9371425903
62314,2010,2654485909
35297,1985,8109301033
58105,1987,0528262956
42331,1982,0205696649
48217,1970,6761740248
45818,2008,3591439048
54824,2010,3103930952
24618,1976,8528080760
21953,2014,8933690371
58857,2001,5224218045
98352,1988,8825766292
47759,2021,1879292426
79913,2007,0589913575
74729,1983,2629849031
36217,2015,8504415114
8773,1989,6507146067
10016,1986,7103733536
22754,2020,0217683524
88935,2007,0448311177
12589,1975,2759794772
79745,2012,0932341280
52954,1981,5287941181
23337,1982,1066578166
57085,1993,2466627604
68798,1982,0569395668
77337,1997,8991178542
77142,2021,6025143113
6098,1991,3074804207
95260,1989,8054634865
48462,2015,3534411126
89178,2017,5486292614
52692,2019,3622124425
62844,2009,5827330110
75851,2004,8721276641
36737,1977,3192156770
3487,1970,4360781821
70418,2021,5198791684
87204,2007,7360547602
25468,1981,4571281512
83131,1970,6918636695
59639,2015,5539559767
89433,2008,5636598133
98323,1995,7630643245
46786,2009,8385769567
4812,2009,6293145828
87914,1983,1922075782
33759,1998,2374526723
74418,1981,7203709478
43507,1988,9459632475
62914,2014,6645527911
47241,1993,4275651140
33910,1979,6229435302
26606,2009,1901345385
14208,1972,2642275619
55564,2004,4523708005
81053,2005,0585529799
69395,1973,3620161367
14976,1973,2485754479
40834,2004,5468955360
62602,1977,5492031880
72697,2011,9173497142
21629,2012,3537940887
8586,2000,4396692832
25134,1982,7645737428
95546,2023,4667987587
89162,1971,1039313097
99261,2015,7094041680
57201,1989,6055407340
41579,2002,2228882773
32917,2014,2238154528
68265,2009,4141824769
7770,1979,7343128323
52202,1973,4567602208
86335,1981,2033930263
75667,2017,8022246361
97332,2015,1052006826
44355,1980,7707096802
28141,2016,4662684194
93195,2000,1924031444
63214,2013,6946331015
196,1971,5400249857
82437,1980,8411614293
5705,1972,8899187043
89428,1988,2703017130
35597,1996,5880456799
37860,1990,1878083754
26206,2006,1816190586
47773,1976,8579709979
56296,1984,2596715614
49860,2024,2276095658
87005,2022,7288462966
30956,2008,5801926515
45139,2010,6059253149
5738,1994,9891828437
13658,2004,7682133187
67681,1994,5283914156
7347,1995,6313182496
91060,2009,0982241215
72308,1993,5909094909
40512,1976,5414519151
51347,2003,8744051873
26627,2000,1083685429
37349,1996,9111559287
97720,2012,0979835912
33958,1973,8551219039
215,1972,8789556101
32158,2004,8225659730
89281,1972,0173623031
3117,1975,4981601264
37910,2010,7449621438
97152,1981,9731143858
38002,1998,9377542517
75256,1975,0780767835
83808,1993,0533689552
13535,1971,0111477979
79664,1974,6164809103
46211,1971,1328345417
83706,2011,3666556928
87205,2009,3198886912
67619,2000,7707562297
26760,2021,2745089529
93508,1981,8347205411
22484,1982,4526727565
26172,2019,4622756140
73114,1998,5085586514
