CustomerNo,SalesOrg,DistributionCh,Division
52293,7362,4290,8476
29146,189,7826,1212
21384,1623,6541,4337
4864,2960,8437,6206
22900,4902,69,9086
84701,9210,4635,6857
20551,7509,5156,1541
47781,4387,8311,4148
39339,1348,3731,9523
80421,194,915,7126
635,180,4687,5537
79127,346,6935,1010
46089,9728,4601,4937
67054,9497,3640,6815
50366,6072,2824,150
95440,5083,4097,8152
7855,2688,1696,6285
33721,4803,8944,652
98586,7815,4382,7132
44701,3714,8148,3006
48536,4685,1586,2181
34705,613,2671,322
91240,5283,9145,9240
18149,1589,916,8329
31493,3621,6218,6473
17349,2572,5673,3122
8538,3718,8321,7969
99197,2280,1110,2929
46334,1909,2292,5934
45952,2328,4018,2182
71341,4548,3396,7863
24251,7485,7791,4149
32039,9131,3214,2025
2194,8649,6643,2498
62275,9882,6456,5048
39675,3032,5736,5249
85798,2296,4471,5803
18569,9883,9860,9505
2701,8127,1353,2267
48050,8087,6661,1030
29204,1797,686,1292
37696,406,924,3181
54551,5803,3313,9448
98794,4919,9503,7963
92254,1971,8115,9685
59498,3503,2737,3729
1797,4211,1356,2875
41028,5274,9500,5072
76334,5795,5722,8177
25396,8296,6514,7700
31013,2447,4075,788
3343,7293,2073,159
84476,4298,7512,1209
35688,7615,1233,786
73529,5674,8709,8502
30556,3238,2118,389
8325,6551,2491,4091
13765,4869,6183,5073
75384,9042,6136,1985
17397,343,3079,8809
83185,2189,5388,6791
7223,3631,2171,9766
69155,2765,2623,5191
17046,9235,5230,4644
24820,6660,8419,2370
9776,1697,4602,6690
42897,4264,144,1919
49203,7460,6280,7797
78757,5033,5432,6384
14497,5730,8417,3129
58266,7208,6252,8558
59548,5213,3985,7117
82215,6795,3713,1904
12616,308,6338,9391
80396,2910,1688,9587
64980,1796,6736,1209
49078,1736,4941,8615
36497,4650,3026,2061
74762,6367,759,1570
63487,9708,3810,8133
44426,9647,4957,8996
18168,3103,4902,8171
55744,3686,1647,1852
86711,2920,2513,849
55100,2813,4554,2470
38667,9650,2188,2299
1579,626,9151,308
75736,9725,3191,513
95011,9009,1388,2094
56175,9885,1549,8580
72517,8573,9157,8978
87072,4830,2599,5944
14925,7533,9489,31
14322,6994,3936,4211
97160,5943,3247,1610
16128,6360,1277,2067
26492,7888,3440,8845
36043,3524,8588,7142
98644,7844,4197,5316
93366,2122,4077,1612
7888,739,36,5
19793,2253,9754,4826
95464,370,4859,8865
75774,2068,7876,6884
81136,9334,4091,4898
87901,2424,3874,1405
65898,2933,5116,321
3977,4572,8756,3751
69154,4606,8836,2848
84121,4819,297,8507
88488,7441,2300,8880
57625,9992,1021,6349
41214,1568,6851,6215
35547,4523,3095,1234
61157,7695,9537,399
89617,8403,188,5715
2893,320,354,7532
35122,5205,3113,4583
31295,3351,9394,2636
89572,9316,8957,2418
40926,473,6874,9810
164,8181,2129,2528
87852,4840,3806,5746
99535,7170,2583,7169
75568,3174,569,8939
96250,7751,9869,989
79365,6086,4470,1836
66010,5179,5306,2130
5448,1363,9914,8027
9412,6760,8787,6604
47540,5880,8126,4915
22526,8320,4550,3412
91621,7576,7763,4525
63183,5783,3290,930
3440,348,8698,8891
4395,1702,5621,7449
50296,4986,1810,4717
56622,2287,1066,9551
70962,3716,7551,3919
25801,6102,3049,5341
9557,1413,467,1850
34030,82,789,9391
54131,490,8612,3475
5668,6539,8270,7478
67313,3861,8499,7336
83618,2121,267,1554
44361,7575,6278,51
48014,5809,2348,8956
51928,8181,137,9672
14674,6513,5294,2264
39229,6994,4388,6047
64014,199,2989,2678
68269,6876,9202,1619
64883,5425,7700,3411
81705,7235,5097,8248
30690,444,6165,4616
81894,5609,2492,1380
28076,7212,5787,2003
4703,2335,8808,9826
35063,7274,8219,4150
55537,7513,5755,2135
16797,8004,3246,7658
41980,7452,2616,6975
17890,7015,6261,5960
37060,5490,2544,6079
88276,6892,3768,652
24764,7074,7215,1294
52019,8986,3745,5598
67427,740,8260,7799
82812,1500,1768,7666
10790,6074,8911,6629
1262,440,6484,6169
17584,1509,7264,3073
44107,7136,8395,8379
27303,7820,2463,9003
88925,4557,6902,2089
57242,3724,887,9442
49697,6216,6504,3361
58648,3160,5200,2499
23952,5113,5697,9441
31106,9583,5734,2692
67312,7652,3613,1725
88060,7019,8580,7943
17676,511,827,1920
74131,6351,9826,7517
53723,2280,3187,3087
89242,9272,3995,7900
65975,2991,7180,2165
76441,6303,2054,9832
15847,54,9274,7042
92788,8781,4136,7457
85014,6705,819,7644
84801,6425,7369,8791
1788,9341,8633,4052
32643,5895,5628,3395
22428,6768,2186,7709
94398,8221,688,6550
18068,5320,8565,7029
57569,5323,3791,7479
26633,5792,565,7780
22512,2621,2473,7571
20220,7492,128,9673
16525,9581,6929,2829
96475,6605,3,1268
66838,2850,3112,826
40812,8325,924,5972
13449,8907,7401,6067
61249,8771,4047,5928
84064,675,9537,4931
85750,6857,3671,7358
35772,170,3000,4443
99936,5343,858,6399
48097,7931,3057,3244
32825,3449,7710,680
4315,301,7192,1683
50050,5630,6468,9315
89074,7459,8073,8240
3180,2496,5369,5509
71917,5928,6494,3606
83736,7135,4434,4806
17654,348,2014,1912
69568,8710,7712,4450
27535,9582,5099,8394
76742,9465,7253,1945
40164,470,4821,2648
73436,2401,1000,5917
75615,6932,8505,5160
54268,9448,7428,8392
36377,8116,2007,7249
15856,5410,13,8706
36697,8162,8223,3209
55849,9124,7384,4947
17912,562,5045,2751
36204,7779,1854,3230
12954,6594,9407,3395
3908,6179,9604,7128
78591,2113,1191,2595
90385,9349,6837,3126
62500,4185,9465,9948
602,551,1523,6826
55894,9795,8469,7363
89665,2244,3371,7745
64505,5735,1509,6880
14888,9928,4071,1862
65941,1831,4240,2114
35402,2348,7855,6874
38812,6281,2913,8347
21414,2294,5382,8557
10504,8387,9398,4748
69658,8091,2215,3365
68517,2892,472,6808
97483,4984,5060,1771
58878,1212,4764,9111
57167,9247,7726,1399
68116,7712,6985,7417
19600,7618,9429,9900
74902,9093,3324,9624
37796,5499,6648,7198
30600,6915,3158,5590
88948,1099,1743,6418
46477,1591,5852,9077
76137,2511,3479,6989
14529,6853,6385,3492
18821,9075,6905,7636
88470,2674,9481,3583
40552,4347,8373,1424
5013,5910,4760,3475
44932,40,3321,778
91239,5113,7822,5280
41441,5879,5671,3120
47039,2629,973,1453
58629,1708,2056,1623
65996,1036,34,2450
53402,5305,4036,8010
30382,5251,7690,3091
53605,9452,4324,9798
33851,5952,2563,6497
78152,4912,4627,8840
40229,5870,6094,9914
46649,3385,8689,4122
80662,12,1999,6257
66236,2426,3476,3185
50255,1285,2524,6795
93244,734,4889,3411
14751,6585,9025,1495
17405,567,6911,598
31718,5518,4283,2604
48895,493,4643,7296
31811,9850,1480,332
93352,8826,8314,8490
36351,997,8845,8895
46730,2102,9972,8696
70968,4600,6764,8750
48553,2226,1047,2607
48070,118,8857,6141
36443,6909,2074,8813
31889,8108,4663,7413
84289,4058,459,5602
35779,7076,1641,4843
88391,833,2649,3793
64930,5971,6000,3870
50027,3799,128,1085
59974,8262,3185,1283
48366,867,2867,9431
1122,900,1026,8186
90297,5021,1237,3543
80506,517,8634,6737
37456,227,6945,4541
83096,7591,6226,945
89993,9403,994,2721
30232,562,1832,6322
51641,1079,2741,6974
95078,7704,7299,4990
24320,898,1566,9398
82730,1410,5921,9753
28305,8068,3163,8795
70801,8320,1588,9953
16011,770,5203,6836
66633,1169,9961,5679
93064,6966,3131,7672
88780,3636,8207,1254
44577,9735,5265,8229
78607,9396,3504,3322
5912,6736,1574,1263
2138,9163,3969,1052
90710,5095,6896,599
75991,5795,1076,2418
84531,6373,9084,6991
68796,9969,4776,4377
72239,286,9315,6229
47951,6332,6730,2409
72760,9513,616,9716
71940,6574,479,9377
30231,5607,9532,9368
7298,665,9470,1280
2005,9820,7935,9565
89602,1005,2611,1897
59104,2088,273,3050
48583,6465,3600,4925
96515,3812,4864,5727
77134,3831,5238,1134
43948,7052,8903,436
19027,639,7739,5272
66512,7758,8853,7197
32445,6119,4416,5629
78420,9930,2140,6705
37482,7889,8444,3640
46115,6039,5228,19
91906,2958,4261,2347
89234,7230,6123,639
13877,1258,4822,2769
42804,52,6111,1707
1390,8978,2341,7414
92171,4838,9571,6872
34714,5356,6980,6053
61147,6471,4789,4080
17015,3816,8072,5871
1518,7562,9862,8162
21834,3771,3577,9044
87833,5989,9912,4368
14093,2045,6251,4562
6855,9746,6822,9486
30369,7910,2486,4888
95925,3595,9789,6630
81889,7548,7579,2444
69358,1535,5941,4514
981,2111,4549,5140
4082,559,9584,3853
28399,6798,2809,3977
73712,1650,7955,2692
15146,1267,5559,1435
23989,3124,1230,1037
77842,8763,6182,2799
88653,3071,8428,3166
78049,1857,7475,7136
11682,9072,9765,7136
14331,6256,1944,3310
10576,5745,6410,1606
51616,1048,7142,8565
51610,7772,2135,75
16588,9492,3634,9010
65863,9022,956,3196
59576,1361,9294,817
12629,7113,5995,1351
51151,3827,8283,7787
67263,2788,3667,8026
86730,7841,4736,8652
99767,7446,4990,901
11614,3579,8302,6544
79641,9014,8500,7295
25515,6812,648,341
52535,8604,1800,6448
26322,1835,8427,3854
53687,3076,9970,4912
78613,8746,8614,2675
22603,2547,7088,9698
41242,6769,9832,8806
94364,9739,4603,9954
95195,1530,8139,5922
14323,3906,5233,9701
9357,1881,9877,7020
73087,9355,636,3429
68776,3956,431,4208
70883,6831,3714,3172
65746,7911,3248,5072
36901,7113,1897,5340
43407,7094,217,7301
71496,320,5717,5349
71238,88,4531,1297
27327,2811,4728,73
94042,8235,2991,5854
76169,6223,513,5850
59364,974,570,6390
8863,9201,111,6482
48068,6965,5348,9323
81960,1523,1680,4432
79310,6526,4073,3328
93414,7382,9344,1729
27267,3955,8685,4909
17958,7452,6357,9275
42665,6805,3192,9252
85501,7861,2315,340
69444,1358,945,5983
91863,4751,6224,8104
87203,8770,2297,8306
37581,9437,3415,4643
10554,3951,5887,4634
6527,7560,5857,3630
55458,817,8853,252
82927,6062,3132,2679
13061,987,8012,5767
78019,3301,7487,6697
20538,7728,7410,7214
81611,3656,9688,6486
11887,9836,2653,7262
20812,3677,6485,4209
16685,721,4280,9162
17370,4861,4643,908
54755,1034,8507,3006
59661,2057,6281,4175
36581,3876,7513,7746
95784,7470,8165,1194
74847,6896,1850,8143
54682,8808,9690,7233
41415,2473,4019,2622
80010,5400,889,639
13529,6330,2161,2234
21221,7606,8296,9865
1561,9847,8627,9913
53713,2789,6945,7472
23871,7019,5996,5039
46967,4930,8047,3719
53569,8888,4176,905
2305,4071,7364,7916
90086,8685,4508,8882
11860,6645,4751,1667
32076,2332,5683,4717
85286,889,5471,5963
2016,7128,777,6218
48226,762,3528,8658
7805,8903,2111,2505
43962,7610,4496,9622
49408,7265,7659,5762
57662,9506,51,6251
93258,4143,598,1931
50337,1445,5959,5324
10108,1342,8517,4418
83101,6300,2400,3640
13140,6980,3657,5142
65099,7481,1354,9783
85978,7571,3797,3533
52916,7411,5490,6705
49696,8280,9889,6067
97525,3494,7912,6919
1110,4743,1043,6317
62392,9104,3487,547
76618,9311,9974,2443
77885,2532,8097,2277
83517,4787,3663,6230
3773,9876,4253,5346
53573,58,8857,9896
80183,4146,3171,8064
34302,5365,1054,6375
48416,2867,9201,8702
48363,1630,2843,1001
47053,7663,3928,1797
57784,3612,7080,7964
13878,5670,4945,8576
10367,6520,568,3967
33214,4835,9982,410
79535,5216,7361,9924
38109,4709,1320,6377
33124,5069,1246,8237
76691,7045,9349,5503
80456,6853,8688,2210
80196,5884,5909,6418
12407,6258,2684,2363
9020,9434,6769,1200
40948,612,3719,3919
43358,9332,7596,719
36240,5830,3968,7712
75316,3685,5796,254
47160,871,6567,540
14118,5829,5766,745
41368,1577,6211,3206
67649,990,8482,6649
84113,8303,7171,3101
92555,6250,1366,5549
90187,7401,5028,4807
40062,4272,3518,5442
43171,856,4985,7109
99295,5850,332,6571
8262,3347,1806,1346
70747,2644,7406,5146
81358,4252,5939,9052
54089,9135,6622,121
4543,2074,3278,7054
2754,5795,1054,5455
77233,3815,6425,9569
48775,6301,7355,583
21559,8124,8856,1660
68409,5924,5324,7335
95675,473,4439,1834
66211,7643,9675,9536
20798,5775,7949,3697
65684,1799,3430,5010
91502,8224,4893,7648
24536,3944,2706,3145
94386,5676,6969,5007
83597,6881,9957,6152
23515,6503,9154,5866
86172,6734,6041,6262
78445,1978,3205,4365
64071,9308,3443,9595
5361,3624,979,996
25985,1052,4668,3357
21491,784,1288,2607
57154,6917,266,7996
5758,6827,6521,8100
96468,1676,955,4110
50122,2809,8927,3331
12838,5487,3494,5283
35393,5620,5117,1280
98780,6377,7699,925
11173,8077,6547,1720
78985,138,3244,9276
93491,5597,4209,1826
16903,3897,7794,7197
22991,1095,2616,2155
73787,1095,4518,7116
6951,8191,9806,3393
88835,515,5295,8761
38062,5385,2861,3393
23944,5160,6585,8579
57639,30,5909,6290
35425,5274,3542,7536
45851,5675,6809,4843
51103,8041,6838,4432
11775,2888,7459,6798
11641,3785,4097,6535
48554,6835,1862,4720
39394,5792,3005,9014
16465,5927,2865,2538
46266,6856,3851,9462
67015,8395,9663,4966
47864,7741,4542,765
71792,333,2062,2490
55612,3623,452,9177
86215,6045,5947,196
38546,4260,7401,2266
15522,1646,2461,7872
90452,2198,1581,9335
1261,8840,8718,7660
13297,7796,4256,4587
11175,8647,9214,8128
50597,2778,2300,3165
64645,2643,2369,9650
45357,5860,5330,1015
63564,4471,1211,8643
4182,9263,1204,223
48247,6695,9697,6765
91810,6923,2119,8058
19405,4949,6886,2122
74316,9249,4305,4616
7189,878,974,2184
495,9362,194,9011
67830,9777,115,1254
96144,7691,6324,4292
63442,3552,9309,3606
34716,8921,3282,1012
66953,9542,2522,1099
16333,4722,9830,6110
85457,7214,6555,6469
59336,6327,8117,9053
15914,6978,2143,3325
31665,5589,5498,7718
81551,4899,1001,8866
86243,4941,4466,4837
77359,9061,4914,6192
65210,5792,8499,2038
28008,5479,2152,4287
8030,5795,5190,7431
68797,6026,4432,3738
90140,1514,6515,9246
39775,699,7091,963
29503,5419,8758,3577
33180,8526,9044,6667
55763,5377,3602,8962
25102,8499,7299,7365
61813,9934,1391,7428
40644,9181,5219,4789
63465,8041,9233,5542
53159,3461,4836,6186
7684,1478,7636,7468
64774,4409,862,4287
92142,9579,7753,1643
27196,9581,4963,8488
86982,9200,814,8779
11153,4447,4451,7497
72312,5887,5153,3499
19801,9400,9280,8265
45225,468,6650,5592
75855,3053,9253,4338
84671,7729,142,1044
24881,1988,8717,6996
62941,7181,1327,3923
98562,561,9885,5033
87953,2285,8535,5673
27923,6332,9163,4767
79953,588,2571,2900
4384,4603,8529,7197
97054,6960,6224,1042
53401,6846,7695,5233
28038,2934,6438,3364
78080,4687,3975,9357
41529,4917,5953,3489
22283,3374,887,9775
90060,3645,8102,2113
99664,3208,1761,6191
46051,3314,9047,5191
35661,1323,9097,5279
24357,2289,5318,4625
31046,8333,5828,9711
26090,836,6958,8101
16480,497,3517,7849
81989,1726,6782,8742
47996,382,9430,6577
96252,7143,5100,8156
86390,7296,898,6500
27654,1942,708,9593
68686,9812,9614,300
36616,7949,681,7626
5323,2452,1372,5995
8667,4411,6179,5166
537,3970,9456,7056
60225,5312,5500,3618
17389,5175,6558,212
56105,3302,8182,1068
4678,8318,2974,9207
45538,833,8652,9011
39507,5338,2560,4235
24129,971,4375,754
36538,9893,8196,3821
80901,7696,2273,7810
96522,9457,4185,2168
35311,7388,7034,604
84404,479,724,8961
59041,2392,1209,3960
75532,4592,3092,4043
12896,9279,9401,5936
5632,7440,4951,5676
78577,7719,778,7871
44849,1945,3808,6582
66532,343,9199,8168
99950,7940,233,7586
41939,6457,7995,9737
77827,9145,9913,4195
16761,7540,3608,4760
17916,7415,1043,2286
51063,7704,2821,999
37432,1831,9334,3242
55786,7061,9729,3644
27856,4539,4571,6667
29340,7895,7708,5727
56740,4979,128,8212
91920,4242,3002,3421
70716,8357,2930,1950
78504,8545,4730,7587
22169,4186,9326,907
68495,1557,1245,2015
58774,3702,6537,5933
2444,2791,1584,2115
82058,739,3453,5151
37201,50,6097,23
55874,3506,1069,9814
74360,2629,3247,1101
56572,5959,4289,3888
65519,1490,763,8640
308,941,5051,3243
93194,9055,6467,6762
16896,3847,2324,9140
64221,2380,9516,3943
46154,5670,5631,3225
59693,9310,654,6599
10846,6380,1700,6202
97094,5765,9107,5271
81874,607,1497,623
6942,5999,3976,2734
12174,4888,4785,7697
71137,7901,5424,1244
12964,5953,771,8755
94611,6437,6591,7094
80624,8367,4354,2906
99254,1327,5314,2688
83466,5324,3848,9834
87217,2148,1360,1984
79583,8522,7982,371
75022,3881,4312,4510
54093,1475,7858,8792
16692,3094,6883,3046
3044,1655,4479,753
62029,6175,1260,7502
63909,1737,9995,2084
39660,9055,9746,5747
80143,8125,1455,121
22037,7898,4365,6531
44704,5428,8152,2658
3456,1738,4746,8072
77790,1308,725,7843
78894,2615,5108,8384
99179,7770,9087,1928
95496,3083,5872,2898
34554,4055,1629,9618
565,1385,1469,5414
79763,4833,5443,1447
3501,5259,5393,3990
49465,9845,4632,2383
41593,6280,7871,1344
25233,3223,2530,3332
25453,360,1095,9314
7740,4359,892,5981
49958,5988,6710,3707
63655,7421,4620,1092
99428,9118,5630,783
27735,4431,119,7089
24247,4984,301,3885
7367,4683,8646,2652
44403,3425,3919,834
41439,2319,6539,3500
72277,605,7984,8270
16767,2192,5958,7306
10432,1945,5257,5006
6913,3421,7818,5336
28718,8657,2548,6591
89192,4677,4781,1390
93197,6230,6775,1286
93422,9040,8639,7460
2501,7238,5312,2420
41144,8364,6317,8874
30522,8613,963,9238
48196,7039,4530,4363
42787,5158,1916,6541
76845,214,8307,7929
32533,4098,7592,2142
82672,3302,3555,3184
70434,6617,8745,5104
10456,749,1255,8275
2080,1132,9640,2684
23786,8955,5529,9705
79957,3642,6888,629
27563,5778,7649,313
78644,9686,3201,5450
92194,1542,4898,8104
32108,787,8230,8352
3846,1382,4627,4192
38733,8084,457,3467
98622,3762,1742,3958
21893,5668,571,3949
70541,5914,1871,4717
65808,8295,2093,3603
46639,4146,2863,9033
51736,8871,8307,2655
95051,9384,6852,8685
5811,2993,9809,8154
91703,6499,9435,7771
99136,5887,9234,3811
64912,4454,6642,813
7984,3822,7114,6173
59456,7072,1949,8494
75585,3397,465,2044
56906,9242,3226,1395
29213,8175,1514,7467
48760,5172,3884,5401
70742,2097,6265,8963
73728,2331,2929,9626
66176,8628,9093,3061
26592,4289,2518,8268
86162,8240,3328,5328
89528,4939,5752,7305
53058,6291,246,5550
84921,7751,9651,5495
2577,9362,1969,2105
62023,9302,4731,4358
24471,8224,209,708
29494,3022,1953,28
10327,6525,3085,2149
83401,6043,4241,7212
25386,45,4072,8570
67964,4220,7309,352
28615,5433,1262,8043
15759,8930,7256,2748
18532,6195,1326,423
67320,4574,1079,1120
68921,802,75,8997
12391,8354,9528,5988
95003,8381,5092,6889
25747,1716,3492,314
34224,2710,5463,2069
38122,7508,8349,1771
92210,4508,2481,6804
12368,7624,8365,2628
93182,6023,6552,672
17680,7253,217,5680
41440,5409,9500,165
86127,6431,6621,9173
62728,9294,9980,9133
11636,8910,7947,7128
85630,5479,2137,9424
95198,5506,9036,2056
60568,4020,6178,2596
65244,820,7514,450
49141,1487,4745,9258
25456,3304,1383,2380
89388,5774,5647,1218
30119,8433,6405,9670
75193,9335,2982,9767
75535,779,1943,82
96949,9508,6427,7022
91725,2664,7474,2615
85157,6842,6164,2029
24003,3989,6152,4805
71910,9134,7547,1067
69883,5616,9194,3690
27412,4836,9497,8352
58225,1840,3582,2693
95594,101,344,6659
31738,5547,7513,4895
40285,9116,4067,4436
54511,6806,858,2654
39450,8425,7690,3428
91204,2912,4153,1002
36186,8240,3984,8361
6867,7123,4314,6418
18521,9929,164,3734
10004,3871,7163,948
39061,1441,4665,3724
6141,339,7042,7083
39545,7609,8055,675
79155,3421,5858,4700
55354,5795,9895,7164
77531,1333,3114,6353
33248,9382,5151,7760
53912,9433,3135,6678
37713,9347,9984,6675
56303,3941,5704,20
52605,6843,4212,4437
58130,2747,3760,4287
3930,4423,6559,8681
80965,273,3592,5576
15689,7640,8622,8820
98913,4338,2754,1428
20803,9751,6361,8697
73453,7519,7311,239
62655,8162,6783,4707
29915,9143,7857,1695
6980,9353,2652,3016
89935,7188,211,672
59293,8951,5410,2198
67992,6160,7639,8879
25882,1518,1572,3467
31616,7245,4220,8983
5200,1029,4782,6371
64091,5766,9168,4652
36913,9760,7944,6599
94307,8982,7953,2976
94422,6768,1746,8718
61731,5863,4062,4731
4748,5804,3803,603
81599,5750,7808,4078
91270,7397,9038,9545
17802,6948,9545,8322
28518,6659,5611,2002
17944,385,3956,90
18118,3881,7285,9599
15366,7962,6691,6812
1297,4332,8390,5420
85049,6555,5637,7334
89160,9692,4397,5976
95389,8853,9502,141
21789,4059,9843,1652
80770,3678,9414,4816
99866,4005,5308,7288
19777,8806,7017,7278
31688,5811,3840,1468
34648,1956,5077,9081
75480,9507,3194,9046
67669,6495,96,7025
64041,7068,8574,8176
27624,3644,4565,9073
78999,6591,227,9419
19526,5909,4793,2508
7257,2745,547,2884
99515,6342,9529,2004
60637,6421,3172,9156
75865,494,1314,8509
95268,5442,3899,6318
81628,9295,7739,8526
92342,8202,831,4382
65352,872,1420,5143
10151,7139,7793,1029
60489,4239,8489,8465
70303,204,1760,5705
97776,3300,3125,7535
49657,4877,2569,2450
75534,8328,3068,2987
26101,5907,7862,9443
34687,1206,3669,7612
96153,6016,2060,654
99441,2992,877,3637
26650,4563,1767,254
52871,285,6241,8216
82532,9669,9417,3242
80690,6774,16,9333
72866,8734,5663,1696
35340,5276,3016,9685
41249,6360,9426,9447
43697,4557,5278,1963
64688,6126,4515,721
41838,4078,3556,8096
7689,5668,8999,9513
42231,6926,3512,7122
863,2548,5318,4051
39145,525,3238,6541
19774,5269,5067,9434
54096,8657,2203,1671
90833,8157,4350,5110
52673,5234,3754,4113
47791,1164,1096,6788
21260,3911,4498,3427
91245,7388,4564,307
56668,6278,9260,4264
70239,5758,6961,546
96175,8755,3937,2527
16212,7846,4818,9588
49467,606,3367,8231
28760,5749,201,1903
54273,6110,667,3810
32084,2757,6341,2975
67461,4973,1297,428
57088,9689,3867,5742
47470,4200,2641,7103
38452,1490,4954,3618
21226,4707,4244,4243
41256,2247,3718,256
23682,5779,3551,7194
55353,266,8875,7771
27359,1435,6157,2712
14250,811,8389,2225
38880,6706,3129,8048
41159,6020,2799,2135
89354,1913,1994,5941
35943,2718,4362,1382
1922,224,7390,8171
63895,6729,1146,6613
57283,6551,1496,2286
67308,5979,5285,4945
23811,9553,547,7332
80680,7980,9874,1376
24659,3824,631,1756
7029,3671,859,1825
25241,2515,9014,8202
38655,9944,6934,1430
81033,2473,2764,6068
540,8512,5336,6515
99528,8393,2889,6493
18834,7511,4733,3711
32843,1410,4696,5425
77097,5423,1699,5538
37751,4249,1713,4492
53810,4732,4158,5952
6575,6194,8215,5986
17837,611,5997,4943
85161,4915,6791,7339
66710,5324,2356,6995
90974,3133,3840,6998
19219,1767,1800,11
85898,3071,9880,5115
63504,8236,2954,2162
48754,3189,3804,1694
62982,2295,2164,644
83868,2223,4797,5187
48886,2059,9473,1488
80590,9171,4082,3331
5692,9825,5010,9349
60436,2714,1133,4896
54326,178,8245,9698
10190,6742,5970,632
67205,2760,4343,9959
95996,4072,2070,3862
36215,9407,7973,374
58608,8864,4804,2792
40076,5638,7823,4919
78823,7658,5228,2911
49750,6137,4090,8979
28744,7684,781,3823
38439,8288,5990,2017
83316,3029,8979,333
97356,9808,7661,8124
82276,798,8460,1922
47927,2807,1837,6490
49836,8815,6489,5244
74675,1525,1410,5691
97770,1657,3664,5605
12070,3420,4605,5926
33222,1204,9835,1814
94021,436,300,357
94945,6507,7739,5179
81821,4328,6047,9810
99140,5844,1451,1268
93092,7043,5921,1968
4127,2853,2024,4067
81663,1561,3791,4151
11845,6185,4185,8776
58402,4074,6843,4712
7426,1552,7677,8062
58166,8577,6769,8995
61193,8222,5067,304
49265,4495,5124,674
92417,5578,7430,6338
52285,2363,8200,6157
32353,395,3184,5567
86788,6143,9117,725
36779,4394,1027,4105
62543,5886,7079,4219
11654,405,8074,6450
68594,9916,7481,6693
98429,490,3801,7755
19053,2966,5420,550
11786,6465,9578,7381
65148,9995,7899,2965
87234,468,5574,7004
75965,9243,5686,2018
50160,9372,4820,5758
32592,318,3190,2184
22117,493,4944,6503
72183,3310,3950,5044
5958,8945,9504,1675
72344,8831,150,5318
17921,1275,5713,6364
4389,9855,5657,6050
77079,4788,8936,7251
20818,9356,3712,8159
84527,6073,2295,230
37565,8261,4809,6381
55765,8775,5635,5131
87472,9012,5407,690
48395,6032,7059,9703
77397,6442,7229,9334
52780,6761,2072,6702
2155,4828,6836,8972
36767,5737,244,465
45060,733,9621,5014
26540,8023,8058,6891
64495,8770,2525,7822
39931,1581,4626,1412
40192,5606,363,3258
1835,525,4681,303
41567,5652,2218,4627
31423,5414,970,8157
51878,2010,9628,8396
12923,2542,5955,2919
61118,7254,4570,129
91272,2684,9028,3222
92412,9364,3732,3929
70121,1001,8998,4594
39844,4982,8904,2674
36844,5754,4076,516
10179,1568,1618,6876
1373,8029,2746,3606
32752,6141,5274,5846
94082,9495,5517,8973
6511,5884,574,403
73940,8181,898,8845
16103,5473,7270,1442
40581,5800,3385,9796
13480,3750,4753,9626
56933,8820,1340,9083
25504,7086,9930,6181
79602,5903,8985,2087
95416,8075,4075,4508
26484,860,3533,5991
87815,9583,4431,8261
33204,8438,2163,2119
58436,8989,6812,5038
2745,1644,7166,8395
71186,275,6775,6669
31259,9670,3205,6599
6019,8912,8969,2820
18051,1146,2634,9471
23826,6318,9958,310
60245,6247,4065,7529
3864,6705,72,716
77691,4650,3999,6720
17963,6011,8442,2621
88423,1105,9246,4752
8183,4850,4461,4562
68520,9339,23,2083
41198,5822,5547,295
23653,2312,6729,4454
19782,9860,9181,2571
19071,5050,3771,8972
61272,1655,2757,1426
30405,207,5548,5148
43738,4296,5027,3754
57533,328,913,7571
16053,3966,6857,6277
62838,2679,5531,9585
54787,4539,1275,706
31590,1854,8499,2454
46175,5817,5431,4235
65751,5813,1900,5982
39773,4420,848,2555
21125,8024,1793,3380
99178,6854,3334,6840
89576,8416,4954,1861
50395,2215,4244,8155
52900,6714,9653,1613
56449,5601,962,4045
91607,2887,3635,7668
33924,7543,8142,6602
8916,6397,4761,1129
60642,5130,4689,1905
87208,2609,8003,2639
52305,4630,7501,6932
26905,9896,1297,9850
84468,5974,5708,5292
24710,9901,9712,1428
25575,6239,9570,4820
10956,7875,4178,3843
88420,2398,9836,1873
69119,817,908,3890
20104,8439,4848,1216
18333,588,4733,2802
53540,6899,5142,2077
77546,2955,9874,4336
67864,6121,2616,228
30169,2051,4882,4153
93137,2193,9804,5040
31726,3575,971,9688
80957,5301,5516,1667
7249,548,1895,8333
96698,6512,8276,2069
19185,9217,9852,3239
52522,9015,7871,3080
8771,2272,7582,4238
73831,9678,7586,7885
13450,5771,6694,6529
28521,2919,4578,8423
14101,6344,3277,6746
16622,8427,2748,3082
61773,6739,5506,16
30358,7842,4422,158
97420,4108,1160,7832
296,9563,7376,3586
32669,9057,9321,8793
41339,9695,8467,6866
55686,1690,9810,2170
83369,4492,2960,6472
75166,2285,6070,1196
73613,2632,5359,4684
28702,3450,3365,1261
32742,5900,3497,6289
10089,9704,3555,2726
27162,1602,2243,2886
70009,7801,1361,2458
15148,7182,3362,9821
5790,8756,8206,4487
20216,4877,2182,8057
35901,2025,6836,1640
29115,270,7810,7506
11241,3789,2312,5710
19867,2142,2172,4887
36358,8065,9837,7378
89724,1371,5110,5087
81386,1034,8875,4981
